cidade;cod_cidade;estado;cod_esatado;populacao;renda_domiciliar_per_capita;regiao
Alta Floresta D'Oeste;15;RO;11;22.853;1717;Norte
Ariquemes;23;RO;11;108.573;1717;Norte
Cabixi;31;RO;11;5.690;1717;Norte
Cacoal;49;RO;11;97.637;1717;Norte
Cerejeiras;56;RO;11;16.975;1717;Norte
Colorado do Oeste;64;RO;11;16.588;1717;Norte
Corumbiara;72;RO;11;8.001;1717;Norte
Costa Marques;80;RO;11;13.522;1717;Norte
Espigão D'Oeste;98;RO;11;32.717;1717;Norte
Guajará-Mirim;106;RO;11;43.553;1717;Norte
Jaru;114;RO;11;55.583;1717;Norte
Ji-Paraná;122;RO;11;139.359;1717;Norte
Machadinho D'Oeste;130;RO;11;34.063;1717;Norte
Nova Brasilândia D'Oeste;148;RO;11;16.504;1717;Norte
Ouro Preto do Oeste;155;RO;11;38.681;1717;Norte
Pimenta Bueno;189;RO;11;39.053;1717;Norte
Porto Velho;205;RO;11;514.873;1717;Norte
Presidente Médici;254;RO;11;20.518;1717;Norte
Rio Crespo;262;RO;11;3.753;1717;Norte
Rolim de Moura;288;RO;11;62.559;1717;Norte
Santa Luzia D'Oeste;296;RO;11;7.877;1717;Norte
Vilhena;304;RO;11;108.528;1717;Norte
São Miguel do Guaporé;320;RO;11;22.267;1717;Norte
Nova Mamoré;338;RO;11;28.496;1717;Norte
Alvorada D'Oeste;346;RO;11;13.837;1717;Norte
Alto Alegre dos Parecis;379;RO;11;12.263;1717;Norte
Alto Paraíso;403;RO;11;17.463;1717;Norte
Buritis;452;RO;11;30.729;1717;Norte
Novo Horizonte do Oeste;502;RO;11;8.056;1717;Norte
Cacaulândia;601;RO;11;4.345;1717;Norte
Campo Novo de Rondônia;700;RO;11;9.225;1717;Norte
Candeias do Jamari;809;RO;11;24.163;1717;Norte
Castanheiras;908;RO;11;3.456;1717;Norte
Chupinguaia;924;RO;11;10.129;1717;Norte
Cujubim;940;RO;11;15.883;1717;Norte
Governador Jorge Teixeira;1005;RO;11;8.420;1717;Norte
Itapuã do Oeste;1104;RO;11;9.209;1717;Norte
Ministro Andreazza;1203;RO;11;6.657;1717;Norte
Mirante da Serra;1302;RO;11;9.740;1717;Norte
Monte Negro;1401;RO;11;12.241;1717;Norte
Nova União;1435;RO;11;6.577;1717;Norte
Parecis;1450;RO;11;4.390;1717;Norte
Pimenteiras do Oeste;1468;RO;11;2.311;1717;Norte
Primavera de Rondônia;1476;RO;11;3.279;1717;Norte
São Felipe D'Oeste;1484;RO;11;5.605;1717;Norte
São Francisco do Guaporé;1492;RO;11;17.511;1717;Norte
Seringueiras;1500;RO;11;12.954;1717;Norte
Teixeirópolis;1559;RO;11;4.536;1717;Norte
Theobroma;1609;RO;11;8.540;1717;Norte
Urupá;1708;RO;11;11.377;1717;Norte
Vale do Anari;1757;RO;11;8.265;1717;Norte
Vale do Paraíso;1807;RO;11;6.843;1717;Norte
Acrelândia;13;AC;12;14.657;1271;Norte
Assis Brasil;54;AC;12;8.573;1271;Norte
Brasiléia;104;AC;12;27.841;1271;Norte
Bujari;138;AC;12;13.766;1271;Norte
Capixaba;179;AC;12;10.922;1271;Norte
Cruzeiro do Sul;203;AC;12;98.382;1271;Norte
Epitaciolândia;252;AC;12;19.739;1271;Norte
Feijó;302;AC;12;37.644;1271;Norte
Jordão;328;AC;12;9.787;1271;Norte
Mâncio Lima;336;AC;12;20.329;1271;Norte
Manoel Urbano;344;AC;12;12.776;1271;Norte
Marechal Thaumaturgo;351;AC;12;17.951;1271;Norte
Plácido de Castro;385;AC;12;17.127;1271;Norte
Porto Walter;393;AC;12;11.275;1271;Norte
Rio Branco;401;AC;12;387.852;1271;Norte
Rodrigues Alves;427;AC;12;15.537;1271;Norte
Santa Rosa do Purus;435;AC;12;7.143;1271;Norte
Senador Guiomard;450;AC;12;22.352;1271;Norte
Sena Madureira;500;AC;12;43.916;1271;Norte
Tarauacá;609;AC;12;46.517;1271;Norte
Xapuri;708;AC;12;19.090;1271;Norte
Porto Acre;807;AC;12;17.455;1271;Norte
Alvarães;29;AM;13;16.670;1238;Norte
Amaturá;60;AM;13;11.411;1238;Norte
Anamã;86;AM;13;10.318;1238;Norte
Anori;102;AM;13;17.932;1238;Norte
Apuí;144;AM;13;21.735;1238;Norte
Atalaia do Norte;201;AM;13;15.892;1238;Norte
Autazes;300;AM;13;45.328;1238;Norte
Barcelos;409;AM;13;18.626;1238;Norte
Barreirinha;508;AM;13;33.436;1238;Norte
Benjamin Constant;607;AM;13;40.509;1238;Norte
Beruri;631;AM;13;22.136;1238;Norte
Boa Vista do Ramos;680;AM;13;25.769;1238;Norte
Boca do Acre;706;AM;13;38.246;1238;Norte
Borba;805;AM;13;34.879;1238;Norte
Caapiranga;839;AM;13;14.310;1238;Norte
Canutama;904;AM;13;17.885;1238;Norte
Carauari;1001;AM;13;30.892;1238;Norte
Careiro;1100;AM;13;32.442;1238;Norte
Careiro da Várzea;1159;AM;13;19.809;1238;Norte
Coari;1209;AM;13;73.820;1238;Norte
Codajás;1308;AM;13;24.451;1238;Norte
Eirunepé;1407;AM;13;35.534;1238;Norte
Envira;1506;AM;13;17.920;1238;Norte
Fonte Boa;1605;AM;13;27.875;1238;Norte
Guajará;1654;AM;13;14.332;1238;Norte
Humaitá;1704;AM;13;62.312;1238;Norte
Ipixuna;1803;AM;13;25.458;1238;Norte
Iranduba;1852;AM;13;67.114;1238;Norte
Itacoatiara;1902;AM;13;112.520;1238;Norte
Itamarati;1951;AM;13;11.730;1238;Norte
Itapiranga;2009;AM;13;10.805;1238;Norte
Japurá;2108;AM;13;9.397;1238;Norte
Juruá;2207;AM;13;11.152;1238;Norte
Jutaí;2306;AM;13;27.656;1238;Norte
Lábrea;2405;AM;13;48.927;1238;Norte
Manacapuru;2504;AM;13;110.691;1238;Norte
Manaquiri;2553;AM;13;17.009;1238;Norte
Manaus;2603;AM;13;2.279.686;1238;Norte
Manicoré;2702;AM;13;57.758;1238;Norte
Maraã;2801;AM;13;15.843;1238;Norte
Maués;2900;AM;13;65.714;1238;Norte
Nhamundá;3007;AM;13;21.106;1238;Norte
Nova Olinda do Norte;3106;AM;13;28.267;1238;Norte
Novo Airão;3205;AM;13;16.467;1238;Norte
Novo Aripuanã;3304;AM;13;24.987;1238;Norte
Parintins;3403;AM;13;101.956;1238;Norte
Pauini;3502;AM;13;20.232;1238;Norte
Presidente Figueiredo;3536;AM;13;33.004;1238;Norte
Rio Preto da Eva;3569;AM;13;25.723;1238;Norte
Santa Isabel do Rio Negro;3601;AM;13;14.176;1238;Norte
Santo Antônio do Içá;3700;AM;13;30.448;1238;Norte
São Gabriel da Cachoeira;3809;AM;13;56.406;1238;Norte
São Paulo de Olivença;3908;AM;13;35.196;1238;Norte
São Sebastião do Uatumã;3957;AM;13;12.247;1238;Norte
Silves;4005;AM;13;12.404;1238;Norte
Tabatinga;4062;AM;13;72.283;1238;Norte
Tapauá;4104;AM;13;20.501;1238;Norte
Tefé;4203;AM;13;79.278;1238;Norte
Tonantins;4237;AM;13;20.224;1238;Norte
Uarini;4260;AM;13;15.278;1238;Norte
Urucará;4302;AM;13;19.505;1238;Norte
Urucurituba;4401;AM;13;25.592;1238;Norte
Amajari;27;RR;14;15.583;1538;Norte
Alto Alegre;50;RR;14;23.049;1538;Norte
Boa Vista;100;RR;14;470.169;1538;Norte
Bonfim;159;RR;14;15.222;1538;Norte
Cantá;175;RR;14;20.552;1538;Norte
Caracaraí;209;RR;14;22.443;1538;Norte
Caroebe;233;RR;14;11.708;1538;Norte
Iracema;282;RR;14;10.778;1538;Norte
Mucajaí;308;RR;14;19.619;1538;Norte
Normandia;407;RR;14;15.744;1538;Norte
Pacaraima;456;RR;14;22.104;1538;Norte
Rorainópolis;472;RR;14;36.747;1538;Norte
São João da Baliza;506;RR;14;9.727;1538;Norte
São Luiz;605;RR;14;7.777;1538;Norte
Uiramutã;704;RR;14;15.571;1538;Norte
Abaetetuba;107;PA;15;170.999;1344;Norte
Abel Figueiredo;131;PA;15;6.302;1344;Norte
Acará;206;PA;15;62.701;1344;Norte
Afuá;305;PA;15;40.246;1344;Norte
Água Azul do Norte;347;PA;15;17.960;1344;Norte
Alenquer;404;PA;15;74.836;1344;Norte
Almeirim;503;PA;15;36.334;1344;Norte
Altamira;602;PA;15;136.982;1344;Norte
Anajás;701;PA;15;30.003;1344;Norte
Ananindeua;800;PA;15;507.838;1344;Norte
Anapu;859;PA;15;34.947;1344;Norte
Augusto Corrêa;909;PA;15;47.596;1344;Norte
Aurora do Pará;958;PA;15;24.321;1344;Norte
Aveiro;1006;PA;15;19.223;1344;Norte
Bagre;1105;PA;15;34.633;1344;Norte
Baião;1204;PA;15;55.949;1344;Norte
Bannach;1253;PA;15;4.252;1344;Norte
Barcarena;1303;PA;15;137.331;1344;Norte
Belém;1402;PA;15;1.398.531;1344;Norte
Belterra;1451;PA;15;18.954;1344;Norte
Benevides;1501;PA;15;68.191;1344;Norte
Bom Jesus do Tocantins;1576;PA;15;18.958;1344;Norte
Bonito;1600;PA;15;12.998;1344;Norte
Bragança;1709;PA;15;131.679;1344;Norte
Brasil Novo;1725;PA;15;26.606;1344;Norte
Brejo Grande do Araguaia;1758;PA;15;6.985;1344;Norte
Breu Branco;1782;PA;15;47.351;1344;Norte
Breves;1808;PA;15;115.051;1344;Norte
Bujaru;1907;PA;15;25.112;1344;Norte
Cachoeira do Piriá;1956;PA;15;19.578;1344;Norte
Cachoeira do Arari;2004;PA;15;25.243;1344;Norte
Cametá;2103;PA;15;143.837;1344;Norte
Canaã dos Carajás;2152;PA;15;86.629;1344;Norte
Capanema;2202;PA;15;74.808;1344;Norte
Capitão Poço;2301;PA;15;59.960;1344;Norte
Castanhal;2400;PA;15;207.603;1344;Norte
Chaves;2509;PA;15;21.487;1344;Norte
Colares;2608;PA;15;13.526;1344;Norte
Conceição do Araguaia;2707;PA;15;47.099;1344;Norte
Concórdia do Pará;2756;PA;15;28.287;1344;Norte
Cumaru do Norte;2764;PA;15;14.937;1344;Norte
Curionópolis;2772;PA;15;20.859;1344;Norte
Curralinho;2806;PA;15;36.451;1344;Norte
Curuá;2855;PA;15;14.834;1344;Norte
Curuçá;2905;PA;15;44.413;1344;Norte
Dom Eliseu;2939;PA;15;62.322;1344;Norte
Eldorado do Carajás;2954;PA;15;29.425;1344;Norte
Faro;3002;PA;15;9.125;1344;Norte
Floresta do Araguaia;3044;PA;15;18.565;1344;Norte
Garrafão do Norte;3077;PA;15;25.552;1344;Norte
Goianésia do Pará;3093;PA;15;27.059;1344;Norte
Gurupá;3101;PA;15;33.922;1344;Norte
Igarapé-Açu;3200;PA;15;37.855;1344;Norte
Igarapé-Miri;3309;PA;15;68.955;1344;Norte
Inhangapi;3408;PA;15;10.754;1344;Norte
Ipixuna do Pará;3457;PA;15;30.158;1344;Norte
Irituia;3507;PA;15;32.698;1344;Norte
Itaituba;3606;PA;15;133.684;1344;Norte
Itupiranga;3705;PA;15;52.187;1344;Norte
Jacareacanga;3754;PA;15;26.006;1344;Norte
Jacundá;3804;PA;15;38.391;1344;Norte
Juruti;3903;PA;15;53.952;1344;Norte
Limoeiro do Ajuru;4000;PA;15;31.778;1344;Norte
Mãe do Rio;4059;PA;15;37.048;1344;Norte
Magalhães Barata;4109;PA;15;8.428;1344;Norte
Marabá;4208;PA;15;288.513;1344;Norte
Maracanã;4307;PA;15;27.207;1344;Norte
Marapanim;4406;PA;15;28.105;1344;Norte
Marituba;4422;PA;15;118.998;1344;Norte
Medicilândia;4455;PA;15;28.633;1344;Norte
Melgaço;4505;PA;15;29.846;1344;Norte
Mocajuba;4604;PA;15;28.821;1344;Norte
Moju;4703;PA;15;90.795;1344;Norte
Mojuí dos Campos;4752;PA;15;25.312;1344;Norte
Monte Alegre;4802;PA;15;63.641;1344;Norte
Muaná;4901;PA;15;48.955;1344;Norte
Nova Esperança do Piriá;4950;PA;15;21.259;1344;Norte
Nova Ipixuna;4976;PA;15;14.417;1344;Norte
Nova Timboteua;5007;PA;15;13.204;1344;Norte
Novo Progresso;5031;PA;15;36.518;1344;Norte
Novo Repartimento;5064;PA;15;63.754;1344;Norte
Óbidos;5106;PA;15;55.271;1344;Norte
Oeiras do Pará;5205;PA;15;36.377;1344;Norte
Oriximiná;5304;PA;15;72.460;1344;Norte
Ourém;5403;PA;15;18.675;1344;Norte
Ourilândia do Norte;5437;PA;15;34.905;1344;Norte
Pacajá;5486;PA;15;43.594;1344;Norte
Palestina do Pará;5494;PA;15;7.086;1344;Norte
Paragominas;5502;PA;15;112.843;1344;Norte
Parauapebas;5536;PA;15;298.854;1344;Norte
Pau D'Arco;5551;PA;15;7.296;1344;Norte
Peixe-Boi;5601;PA;15;8.651;1344;Norte
Piçarra;5635;PA;15;13.341;1344;Norte
Placas;5650;PA;15;18.772;1344;Norte
Ponta de Pedras;5700;PA;15;25.767;1344;Norte
Portel;5809;PA;15;66.898;1344;Norte
Porto de Moz;5908;PA;15;43.673;1344;Norte
Prainha;6005;PA;15;38.318;1344;Norte
Primavera;6104;PA;15;11.332;1344;Norte
Quatipuru;6112;PA;15;11.870;1344;Norte
Redenção;6138;PA;15;91.947;1344;Norte
Rio Maria;6161;PA;15;19.129;1344;Norte
Rondon do Pará;6187;PA;15;56.593;1344;Norte
Rurópolis;6195;PA;15;37.360;1344;Norte
Salinópolis;6203;PA;15;48.168;1344;Norte
Salvaterra;6302;PA;15;25.441;1344;Norte
Santa Bárbara do Pará;6351;PA;15;22.288;1344;Norte
Santa Cruz do Arari;6401;PA;15;7.654;1344;Norte
Santa Izabel do Pará;6500;PA;15;78.317;1344;Norte
Santa Luzia do Pará;6559;PA;15;21.217;1344;Norte
Santa Maria das Barreiras;6583;PA;15;17.079;1344;Norte
Santa Maria do Pará;6609;PA;15;25.696;1344;Norte
Santana do Araguaia;6708;PA;15;31.683;1344;Norte
Santarém;6807;PA;15;357.311;1344;Norte
Santarém Novo;6906;PA;15;6.348;1344;Norte
Santo Antônio do Tauá;7003;PA;15;29.134;1344;Norte
São Caetano de Odivelas;7102;PA;15;17.248;1344;Norte
São Domingos do Araguaia;7151;PA;15;21.638;1344;Norte
São Domingos do Capim;7201;PA;15;32.449;1344;Norte
São Félix do Xingu;7300;PA;15;65.957;1344;Norte
São Francisco do Pará;7409;PA;15;15.418;1344;Norte
São Geraldo do Araguaia;7458;PA;15;24.978;1344;Norte
São João da Ponta;7466;PA;15;4.509;1344;Norte
São João de Pirabas;7474;PA;15;21.447;1344;Norte
São João do Araguaia;7508;PA;15;14.246;1344;Norte
São Miguel do Guamá;7607;PA;15;55.798;1344;Norte
São Sebastião da Boa Vista;7706;PA;15;27.441;1344;Norte
Sapucaia;7755;PA;15;6.160;1344;Norte
Senador José Porfírio;7805;PA;15;24.441;1344;Norte
Soure;7904;PA;15;25.218;1344;Norte
Tailândia;7953;PA;15;75.526;1344;Norte
Terra Alta;7961;PA;15;10.815;1344;Norte
Terra Santa;7979;PA;15;19.667;1344;Norte
Tomé-Açu;8001;PA;15;72.326;1344;Norte
Tracuateua;8035;PA;15;30.373;1344;Norte
Trairão;8050;PA;15;15.619;1344;Norte
Tucumã;8084;PA;15;42.480;1344;Norte
Tucuruí;8100;PA;15;96.238;1344;Norte
Ulianópolis;8126;PA;15;39.576;1344;Norte
Uruará;8159;PA;15;45.939;1344;Norte
Vigia;8209;PA;15;53.806;1344;Norte
Viseu;8308;PA;15;61.970;1344;Norte
Vitória do Xingu;8357;PA;15;16.414;1344;Norte
Xinguara;8407;PA;15;56.999;1344;Norte
Serra do Navio;55;AP;16;4.986;1514;Norte
Amapá;105;AP;16;8.434;1514;Norte
Pedra Branca do Amapari;154;AP;16;13.798;1514;Norte
Calçoene;204;AP;16;11.391;1514;Norte
Cutias;212;AP;16;4.725;1514;Norte
Ferreira Gomes;238;AP;16;7.145;1514;Norte
Itaubal;253;AP;16;6.043;1514;Norte
Laranjal do Jari;279;AP;16;37.969;1514;Norte
Macapá;303;AP;16;487.200;1514;Norte
Mazagão;402;AP;16;23.575;1514;Norte
Oiapoque;501;AP;16;30.481;1514;Norte
Porto Grande;535;AP;16;18.988;1514;Norte
Pracuúba;550;AP;16;4.042;1514;Norte
Santana;600;AP;16;118.353;1514;Norte
Tartarugalzinho;709;AP;16;13.785;1514;Norte
Vitória do Jari;808;AP;16;11.922;1514;Norte
Abreulândia;251;TO;17;2.668;1737;Norte
Aguiarnópolis;301;TO;17;4.537;1737;Norte
Aliança do Tocantins;350;TO;17;5.222;1737;Norte
Almas;400;TO;17;6.542;1737;Norte
Alvorada;707;TO;17;9.094;1737;Norte
Ananás;1002;TO;17;10.662;1737;Norte
Angico;1051;TO;17;2.918;1737;Norte
Aparecida do Rio Negro;1101;TO;17;5.067;1737;Norte
Aragominas;1309;TO;17;5.360;1737;Norte
Araguacema;1903;TO;17;6.039;1737;Norte
Araguaçu;2000;TO;17;8.273;1737;Norte
Araguaína;2109;TO;17;181.493;1737;Norte
Araguanã;2158;TO;17;4.338;1737;Norte
Araguatins;2208;TO;17;33.205;1737;Norte
Arapoema;2307;TO;17;5.553;1737;Norte
Arraias;2406;TO;17;10.522;1737;Norte
Augustinópolis;2554;TO;17;18.128;1737;Norte
Aurora do Tocantins;2703;TO;17;3.420;1737;Norte
Axixá do Tocantins;2901;TO;17;10.663;1737;Norte
Babaçulândia;3008;TO;17;7.779;1737;Norte
Bandeirantes do Tocantins;3057;TO;17;3.534;1737;Norte
Barra do Ouro;3073;TO;17;4.641;1737;Norte
Barrolândia;3107;TO;17;4.915;1737;Norte
Bernardo Sayão;3206;TO;17;4.316;1737;Norte
Bom Jesus do Tocantins;3305;TO;17;4.181;1737;Norte
Brasilândia do Tocantins;3602;TO;17;2.016;1737;Norte
Brejinho de Nazaré;3701;TO;17;4.796;1737;Norte
Buriti do Tocantins;3800;TO;17;10.654;1737;Norte
Cachoeirinha;3826;TO;17;1.991;1737;Norte
Campos Lindos;3842;TO;17;8.951;1737;Norte
Cariri do Tocantins;3867;TO;17;4.147;1737;Norte
Carmolândia;3883;TO;17;2.246;1737;Norte
Carrasco Bonito;3891;TO;17;3.362;1737;Norte
Caseara;3909;TO;17;5.009;1737;Norte
Centenário;4105;TO;17;2.135;1737;Norte
Chapada de Areia;4600;TO;17;1.563;1737;Norte
Chapada da Natividade;5102;TO;17;3.182;1737;Norte
Colinas do Tocantins;5508;TO;17;35.957;1737;Norte
Combinado;5557;TO;17;4.896;1737;Norte
Conceição do Tocantins;5607;TO;17;3.956;1737;Norte
Couto Magalhães;6001;TO;17;5.515;1737;Norte
Cristalândia;6100;TO;17;6.437;1737;Norte
Crixás do Tocantins;6258;TO;17;1.499;1737;Norte
Darcinópolis;6506;TO;17;6.054;1737;Norte
Dianópolis;7009;TO;17;18.031;1737;Norte
Divinópolis do Tocantins;7108;TO;17;7.297;1737;Norte
Dois Irmãos do Tocantins;7207;TO;17;6.395;1737;Norte
Dueré;7306;TO;17;4.321;1737;Norte
Esperantina;7405;TO;17;7.493;1737;Norte
Fátima;7553;TO;17;3.520;1737;Norte
Figueirópolis;7652;TO;17;5.336;1737;Norte
Filadélfia;7702;TO;17;7.823;1737;Norte
Formoso do Araguaia;8205;TO;17;19.428;1737;Norte
Tabocão;8254;TO;17;3.676;1737;Norte
Goianorte;8304;TO;17;4.840;1737;Norte
Goiatins;9005;TO;17;12.816;1737;Norte
Guaraí;9302;TO;17;25.681;1737;Norte
Gurupi;9500;TO;17;89.574;1737;Norte
Ipueiras;9807;TO;17;1.627;1737;Norte
Itacajá;10508;TO;17;6.969;1737;Norte
Itaguatins;10706;TO;17;5.206;1737;Norte
Itapiratins;10904;TO;17;3.679;1737;Norte
Itaporã do Tocantins;11100;TO;17;2.464;1737;Norte
Jaú do Tocantins;11506;TO;17;3.403;1737;Norte
Juarina;11803;TO;17;2.305;1737;Norte
Lagoa da Confusão;11902;TO;17;16.312;1737;Norte
Lagoa do Tocantins;11951;TO;17;3.610;1737;Norte
Lajeado;12009;TO;17;3.520;1737;Norte
Lavandeira;12157;TO;17;1.673;1737;Norte
Lizarda;12405;TO;17;2.991;1737;Norte
Luzinópolis;12454;TO;17;2.803;1737;Norte
Marianópolis do Tocantins;12504;TO;17;4.772;1737;Norte
Mateiros;12702;TO;17;2.888;1737;Norte
Maurilândia do Tocantins;12801;TO;17;3.171;1737;Norte
Miracema do Tocantins;13205;TO;17;18.787;1737;Norte
Miranorte;13304;TO;17;13.056;1737;Norte
Monte do Carmo;13601;TO;17;5.722;1737;Norte
Monte Santo do Tocantins;13700;TO;17;2.500;1737;Norte
Palmeiras do Tocantins;13809;TO;17;4.897;1737;Norte
Muricilândia;13957;TO;17;3.485;1737;Norte
Natividade;14203;TO;17;8.961;1737;Norte
Nazaré;14302;TO;17;4.660;1737;Norte
Nova Olinda;14880;TO;17;10.609;1737;Norte
Nova Rosalândia;15002;TO;17;3.403;1737;Norte
Novo Acordo;15101;TO;17;4.102;1737;Norte
Novo Alegre;15150;TO;17;1.841;1737;Norte
Novo Jardim;15259;TO;17;2.263;1737;Norte
Oliveira de Fátima;15507;TO;17;1.211;1737;Norte
Palmeirante;15705;TO;17;4.909;1737;Norte
Palmeirópolis;15754;TO;17;7.119;1737;Norte
Paraíso do Tocantins;16109;TO;17;55.164;1737;Norte
Paranã;16208;TO;17;10.854;1737;Norte
Pau D'Arco;16307;TO;17;4.085;1737;Norte
Pedro Afonso;16505;TO;17;14.731;1737;Norte
Peixe;16604;TO;17;9.438;1737;Norte
Pequizeiro;16653;TO;17;5.038;1737;Norte
Colméia;16703;TO;17;9.158;1737;Norte
Pindorama do Tocantins;17008;TO;17;4.596;1737;Norte
Piraquê;17206;TO;17;2.265;1737;Norte
Pium;17503;TO;17;7.375;1737;Norte
Ponte Alta do Bom Jesus;17800;TO;17;4.295;1737;Norte
Ponte Alta do Tocantins;17909;TO;17;7.842;1737;Norte
Porto Alegre do Tocantins;18006;TO;17;2.953;1737;Norte
Porto Nacional;18204;TO;17;68.555;1737;Norte
Praia Norte;18303;TO;17;9.460;1737;Norte
Presidente Kennedy;18402;TO;17;3.051;1737;Norte
Pugmil;18451;TO;17;2.231;1737;Norte
Recursolândia;18501;TO;17;3.471;1737;Norte
Riachinho;18550;TO;17;4.039;1737;Norte
Rio da Conceição;18659;TO;17;1.822;1737;Norte
Rio dos Bois;18709;TO;17;2.833;1737;Norte
Rio Sono;18758;TO;17;4.798;1737;Norte
Sampaio;18808;TO;17;4.372;1737;Norte
Sandolândia;18840;TO;17;3.873;1737;Norte
Santa Fé do Araguaia;18865;TO;17;7.489;1737;Norte
Santa Maria do Tocantins;18881;TO;17;2.726;1737;Norte
Santa Rita do Tocantins;18899;TO;17;2.291;1737;Norte
Santa Rosa do Tocantins;18907;TO;17;4.789;1737;Norte
Santa Tereza do Tocantins;19004;TO;17;2.889;1737;Norte
Santa Terezinha do Tocantins;20002;TO;17;2.463;1737;Norte
São Bento do Tocantins;20101;TO;17;5.936;1737;Norte
São Félix do Tocantins;20150;TO;17;1.875;1737;Norte
São Miguel do Tocantins;20200;TO;17;13.939;1737;Norte
São Salvador do Tocantins;20259;TO;17;2.385;1737;Norte
São Sebastião do Tocantins;20309;TO;17;4.189;1737;Norte
São Valério;20499;TO;17;4.547;1737;Norte
Silvanópolis;20655;TO;17;5.252;1737;Norte
Sítio Novo do Tocantins;20804;TO;17;11.334;1737;Norte
Sucupira;20853;TO;17;1.599;1737;Norte
Taguatinga;20903;TO;17;14.247;1737;Norte
Taipas do Tocantins;20937;TO;17;2.086;1737;Norte
Talismã;20978;TO;17;2.509;1737;Norte
Palmas;21000;TO;17;323.625;1737;Norte
Tocantínia;21109;TO;17;7.751;1737;Norte
Tocantinópolis;21208;TO;17;23.203;1737;Norte
Tupirama;21257;TO;17;2.003;1737;Norte
Tupiratins;21307;TO;17;1.897;1737;Norte
Wanderlândia;22081;TO;17;10.751;1737;Norte
Xambioá;22107;TO;17;10.683;1737;Norte
Açailândia;55;MA;21;110.506;1077;Nordeste
Afonso Cunha;105;MA;21;6.296;1077;Nordeste
Água Doce do Maranhão;154;MA;21;12.446;1077;Nordeste
Alcântara;204;MA;21;18.774;1077;Nordeste
Aldeias Altas;303;MA;21;23.782;1077;Nordeste
Altamira do Maranhão;402;MA;21;6.565;1077;Nordeste
Alto Alegre do Maranhão;436;MA;21;24.543;1077;Nordeste
Alto Alegre do Pindaré;477;MA;21;26.411;1077;Nordeste
Alto Parnaíba;501;MA;21;11.382;1077;Nordeste
Amapá do Maranhão;550;MA;21;7.364;1077;Nordeste
Amarante do Maranhão;600;MA;21;38.333;1077;Nordeste
Anajatuba;709;MA;21;26.221;1077;Nordeste
Anapurus;808;MA;21;14.111;1077;Nordeste
Apicum-Açu;832;MA;21;17.984;1077;Nordeste
Araguanã;873;MA;21;11.347;1077;Nordeste
Araioses;907;MA;21;40.278;1077;Nordeste
Arame;956;MA;21;26.191;1077;Nordeste
Arari;1004;MA;21;30.521;1077;Nordeste
Axixá;1103;MA;21;12.079;1077;Nordeste
Bacabal;1202;MA;21;107.620;1077;Nordeste
Bacabeira;1251;MA;21;17.414;1077;Nordeste
Bacuri;1301;MA;21;16.610;1077;Nordeste
Bacurituba;1350;MA;21;5.374;1077;Nordeste
Balsas;1400;MA;21;106.094;1077;Nordeste
Barão de Grajaú;1509;MA;21;19.458;1077;Nordeste
Barra do Corda;1608;MA;21;87.672;1077;Nordeste
Barreirinhas;1707;MA;21;67.999;1077;Nordeste
Belágua;1731;MA;21;8.716;1077;Nordeste
Bela Vista do Maranhão;1772;MA;21;12.073;1077;Nordeste
Benedito Leite;1806;MA;21;5.597;1077;Nordeste
Bequimão;1905;MA;21;19.983;1077;Nordeste
Bernardo do Mearim;1939;MA;21;5.983;1077;Nordeste
Boa Vista do Gurupi;1970;MA;21;7.769;1077;Nordeste
Bom Jardim;2002;MA;21;34.035;1077;Nordeste
Bom Jesus das Selvas;2036;MA;21;29.588;1077;Nordeste
Bom Lugar;2077;MA;21;12.414;1077;Nordeste
Brejo;2101;MA;21;35.322;1077;Nordeste
Brejo de Areia;2150;MA;21;9.387;1077;Nordeste
Buriti;2200;MA;21;30.799;1077;Nordeste
Buriti Bravo;2309;MA;21;22.940;1077;Nordeste
Buriticupu;2325;MA;21;56.896;1077;Nordeste
Buritirana;2358;MA;21;13.157;1077;Nordeste
Cachoeira Grande;2374;MA;21;10.004;1077;Nordeste
Cajapió;2408;MA;21;10.342;1077;Nordeste
Cajari;2507;MA;21;16.711;1077;Nordeste
Campestre do Maranhão;2556;MA;21;12.553;1077;Nordeste
Cândido Mendes;2606;MA;21;20.413;1077;Nordeste
Cantanhede;2705;MA;21;24.976;1077;Nordeste
Capinzal do Norte;2754;MA;21;11.664;1077;Nordeste
Carolina;2804;MA;21;24.606;1077;Nordeste
Carutapera;2903;MA;21;24.855;1077;Nordeste
Caxias;3000;MA;21;163.428;1077;Nordeste
Cedral;3109;MA;21;10.444;1077;Nordeste
Central do Maranhão;3125;MA;21;7.233;1077;Nordeste
Centro do Guilherme;3158;MA;21;12.668;1077;Nordeste
Centro Novo do Maranhão;3174;MA;21;16.529;1077;Nordeste
Chapadinha;3208;MA;21;84.202;1077;Nordeste
Cidelândia;3257;MA;21;13.152;1077;Nordeste
Codó;3307;MA;21;118.295;1077;Nordeste
Coelho Neto;3406;MA;21;42.918;1077;Nordeste
Colinas;3505;MA;21;41.745;1077;Nordeste
Conceição do Lago-Açu;3554;MA;21;15.264;1077;Nordeste
Coroatá;3604;MA;21;61.351;1077;Nordeste
Cururupu;3703;MA;21;32.608;1077;Nordeste
Davinópolis;3752;MA;21;14.788;1077;Nordeste
Dom Pedro;3802;MA;21;23.579;1077;Nordeste
