cidade;cod_cidade;estado;cod_esatado;populacao;renda_domiciliar_per_capita;regiao
Itaú de Minas;33758;MG;31;14.655;2001;Sudeste
Itaúna;33808;MG;31;102.500;2001;Sudeste
Itaverava;33907;MG;31;5.752;2001;Sudeste
Itinga;34004;MG;31;13.982;2001;Sudeste
Itueta;34103;MG;31;6.218;2001;Sudeste
Ituiutaba;34202;MG;31;106.397;2001;Sudeste
Itumirim;34301;MG;31;6.845;2001;Sudeste
Iturama;34400;MG;31;40.011;2001;Sudeste
Itutinga;34509;MG;31;4.347;2001;Sudeste
Jaboticatubas;34608;MG;31;21.214;2001;Sudeste
Jacinto;34707;MG;31;11.169;2001;Sudeste
Jacuí;34806;MG;31;7.663;2001;Sudeste
Jacutinga;34905;MG;31;26.705;2001;Sudeste
Jaguaraçu;35001;MG;31;3.173;2001;Sudeste
Jaíba;35050;MG;31;39.379;2001;Sudeste
Jampruca;35076;MG;31;4.306;2001;Sudeste
Janaúba;35100;MG;31;73.281;2001;Sudeste
Januária;35209;MG;31;67.087;2001;Sudeste
Japaraíba;35308;MG;31;4.672;2001;Sudeste
Japonvar;35357;MG;31;8.357;2001;Sudeste
Jeceaba;35407;MG;31;6.428;2001;Sudeste
Jenipapo de Minas;35456;MG;31;6.124;2001;Sudeste
Jequeri;35506;MG;31;12.652;2001;Sudeste
Jequitaí;35605;MG;31;6.460;2001;Sudeste
Jequitibá;35704;MG;31;6.098;2001;Sudeste
Jequitinhonha;35803;MG;31;24.509;2001;Sudeste
Jesuânia;35902;MG;31;5.296;2001;Sudeste
Joaíma;36009;MG;31;14.084;2001;Sudeste
Joanésia;36108;MG;31;4.304;2001;Sudeste
João Monlevade;36207;MG;31;83.360;2001;Sudeste
João Pinheiro;36306;MG;31;48.532;2001;Sudeste
Joaquim Felício;36405;MG;31;3.891;2001;Sudeste
Jordânia;36504;MG;31;10.536;2001;Sudeste
José Gonçalves de Minas;36520;MG;31;3.993;2001;Sudeste
José Raydan;36553;MG;31;4.352;2001;Sudeste
Josenópolis;36579;MG;31;3.607;2001;Sudeste
Nova União;36603;MG;31;6.083;2001;Sudeste
Juatuba;36652;MG;31;32.726;2001;Sudeste
Juiz de Fora;36702;MG;31;565.764;2001;Sudeste
Juramento;36801;MG;31;3.815;2001;Sudeste
Juruaia;36900;MG;31;11.543;2001;Sudeste
Juvenília;36959;MG;31;5.929;2001;Sudeste
Ladainha;37007;MG;31;14.399;2001;Sudeste
Lagamar;37106;MG;31;6.672;2001;Sudeste
Lagoa da Prata;37205;MG;31;53.583;2001;Sudeste
Lagoa dos Patos;37304;MG;31;3.285;2001;Sudeste
Lagoa Dourada;37403;MG;31;13.116;2001;Sudeste
Lagoa Formosa;37502;MG;31;19.507;2001;Sudeste
Lagoa Grande;37536;MG;31;9.210;2001;Sudeste
Lagoa Santa;37601;MG;31;79.981;2001;Sudeste
Lajinha;37700;MG;31;21.422;2001;Sudeste
Lambari;37809;MG;31;20.950;2001;Sudeste
Lamim;37908;MG;31;3.226;2001;Sudeste
Laranjal;38005;MG;31;6.042;2001;Sudeste
Lassance;38104;MG;31;7.358;2001;Sudeste
Lavras;38203;MG;31;109.884;2001;Sudeste
Leandro Ferreira;38302;MG;31;3.270;2001;Sudeste
Leme do Prado;38351;MG;31;4.387;2001;Sudeste
Leopoldina;38401;MG;31;52.696;2001;Sudeste
Liberdade;38500;MG;31;4.775;2001;Sudeste
Lima Duarte;38609;MG;31;17.712;2001;Sudeste
Limeira do Oeste;38625;MG;31;9.087;2001;Sudeste
Lontra;38658;MG;31;8.968;2001;Sudeste
Luisburgo;38674;MG;31;7.195;2001;Sudeste
Luislândia;38682;MG;31;6.329;2001;Sudeste
Luminárias;38708;MG;31;5.731;2001;Sudeste
Luz;38807;MG;31;18.304;2001;Sudeste
Machacalis;38906;MG;31;6.579;2001;Sudeste
Machado;39003;MG;31;38.831;2001;Sudeste
Madre de Deus de Minas;39102;MG;31;5.341;2001;Sudeste
Malacacheta;39201;MG;31;17.751;2001;Sudeste
Mamonas;39250;MG;31;6.096;2001;Sudeste
Manga;39300;MG;31;19.188;2001;Sudeste
Manhuaçu;39409;MG;31;96.545;2001;Sudeste
Manhumirim;39508;MG;31;20.970;2001;Sudeste
Mantena;39607;MG;31;27.358;2001;Sudeste
Maravilhas;39706;MG;31;7.518;2001;Sudeste
Mar de Espanha;39805;MG;31;13.119;2001;Sudeste
Maria da Fé;39904;MG;31;14.557;2001;Sudeste
Mariana;40001;MG;31;64.058;2001;Sudeste
Marilac;40100;MG;31;4.320;2001;Sudeste
Mário Campos;40159;MG;31;16.546;2001;Sudeste
Maripá de Minas;40209;MG;31;3.532;2001;Sudeste
Marliéria;40308;MG;31;4.761;2001;Sudeste
Marmelópolis;40407;MG;31;3.299;2001;Sudeste
Martinho Campos;40506;MG;31;14.461;2001;Sudeste
Martins Soares;40530;MG;31;8.725;2001;Sudeste
Mata Verde;40555;MG;31;9.458;2001;Sudeste
Materlândia;40605;MG;31;3.982;2001;Sudeste
Mateus Leme;40704;MG;31;40.239;2001;Sudeste
Matias Barbosa;40803;MG;31;14.501;2001;Sudeste
Matias Cardoso;40852;MG;31;8.975;2001;Sudeste
Matipó;40902;MG;31;19.054;2001;Sudeste
Mato Verde;41009;MG;31;12.238;2001;Sudeste
Matozinhos;41108;MG;31;39.291;2001;Sudeste
Matutina;41207;MG;31;3.907;2001;Sudeste
Medeiros;41306;MG;31;4.040;2001;Sudeste
Medina;41405;MG;31;20.492;2001;Sudeste
Mendes Pimentel;41504;MG;31;5.651;2001;Sudeste
Mercês;41603;MG;31;10.609;2001;Sudeste
Mesquita;41702;MG;31;5.038;2001;Sudeste
Minas Novas;41801;MG;31;24.191;2001;Sudeste
Minduri;41900;MG;31;3.815;2001;Sudeste
Mirabela;42007;MG;31;14.029;2001;Sudeste
Miradouro;42106;MG;31;9.026;2001;Sudeste
Miraí;42205;MG;31;13.922;2001;Sudeste
Miravânia;42254;MG;31;4.011;2001;Sudeste
Moeda;42304;MG;31;5.291;2001;Sudeste
Moema;42403;MG;31;7.778;2001;Sudeste
Monjolos;42502;MG;31;2.196;2001;Sudeste
Monsenhor Paulo;42601;MG;31;8.550;2001;Sudeste
Montalvânia;42700;MG;31;14.160;2001;Sudeste
Monte Alegre de Minas;42809;MG;31;20.666;2001;Sudeste
Monte Azul;42908;MG;31;20.577;2001;Sudeste
Monte Belo;43005;MG;31;13.340;2001;Sudeste
Monte Carmelo;43104;MG;31;49.354;2001;Sudeste
Monte Formoso;43153;MG;31;4.449;2001;Sudeste
Monte Santo de Minas;43203;MG;31;21.301;2001;Sudeste
Montes Claros;43302;MG;31;434.321;2001;Sudeste
Monte Sião;43401;MG;31;24.933;2001;Sudeste
Montezuma;43450;MG;31;6.979;2001;Sudeste
Morada Nova de Minas;43500;MG;31;9.364;2001;Sudeste
Morro da Garça;43609;MG;31;2.438;2001;Sudeste
Morro do Pilar;43708;MG;31;3.174;2001;Sudeste
Munhoz;43807;MG;31;7.857;2001;Sudeste
Muriaé;43906;MG;31;108.161;2001;Sudeste
Mutum;44003;MG;31;28.670;2001;Sudeste
Muzambinho;44102;MG;31;22.527;2001;Sudeste
Nacip Raydan;44201;MG;31;2.437;2001;Sudeste
Nanuque;44300;MG;31;35.554;2001;Sudeste
Naque;44359;MG;31;6.442;2001;Sudeste
Natalândia;44375;MG;31;3.626;2001;Sudeste
Natércia;44409;MG;31;4.800;2001;Sudeste
Nazareno;44508;MG;31;8.390;2001;Sudeste
Nepomuceno;44607;MG;31;25.774;2001;Sudeste
Ninheira;44656;MG;31;10.915;2001;Sudeste
Nova Belém;44672;MG;31;3.156;2001;Sudeste
Nova Era;44706;MG;31;17.807;2001;Sudeste
Nova Lima;44805;MG;31;119.142;2001;Sudeste
Nova Módica;44904;MG;31;3.731;2001;Sudeste
Nova Ponte;45000;MG;31;15.113;2001;Sudeste
Nova Porteirinha;45059;MG;31;6.780;2001;Sudeste
Nova Resende;45109;MG;31;16.854;2001;Sudeste
Nova Serrana;45208;MG;31;112.910;2001;Sudeste
Novo Cruzeiro;45307;MG;31;27.453;2001;Sudeste
Novo Oriente de Minas;45356;MG;31;10.501;2001;Sudeste
Novorizonte;45372;MG;31;4.630;2001;Sudeste
Olaria;45406;MG;31;1.986;2001;Sudeste
Olhos-d'Água;45455;MG;31;5.520;2001;Sudeste
Olímpio Noronha;45505;MG;31;2.616;2001;Sudeste
Oliveira;45604;MG;31;40.552;2001;Sudeste
Oliveira Fortes;45703;MG;31;2.062;2001;Sudeste
Onça de Pitangui;45802;MG;31;3.027;2001;Sudeste
Oratórios;45851;MG;31;5.076;2001;Sudeste
Orizânia;45877;MG;31;8.759;2001;Sudeste
Ouro Branco;45901;MG;31;40.411;2001;Sudeste
Ouro Fino;46008;MG;31;33.227;2001;Sudeste
Ouro Preto;46107;MG;31;77.601;2001;Sudeste
Ouro Verde de Minas;46206;MG;31;5.858;2001;Sudeste
Padre Carvalho;46255;MG;31;5.085;2001;Sudeste
Padre Paraíso;46305;MG;31;17.537;2001;Sudeste
Paineiras;46404;MG;31;4.273;2001;Sudeste
Pains;46503;MG;31;8.341;2001;Sudeste
Pai Pedro;46552;MG;31;5.634;2001;Sudeste
Paiva;46602;MG;31;1.498;2001;Sudeste
Palma;46701;MG;31;5.742;2001;Sudeste
Palmópolis;46750;MG;31;6.373;2001;Sudeste
Papagaios;46909;MG;31;14.207;2001;Sudeste
Paracatu;47006;MG;31;98.397;2001;Sudeste
Pará de Minas;47105;MG;31;102.033;2001;Sudeste
Paraguaçu;47204;MG;31;22.357;2001;Sudeste
Paraisópolis;47303;MG;31;21.005;2001;Sudeste
Paraopeba;47402;MG;31;24.800;2001;Sudeste
Passabém;47501;MG;31;1.617;2001;Sudeste
Passa Quatro;47600;MG;31;15.842;2001;Sudeste
Passa Tempo;47709;MG;31;8.696;2001;Sudeste
Passa Vinte;47808;MG;31;2.301;2001;Sudeste
Passos;47907;MG;31;116.530;2001;Sudeste
Patis;47956;MG;31;4.863;2001;Sudeste
Patos de Minas;48004;MG;31;167.870;2001;Sudeste
Patrocínio;48103;MG;31;93.852;2001;Sudeste
Patrocínio do Muriaé;48202;MG;31;5.735;2001;Sudeste
Paula Cândido;48301;MG;31;8.786;2001;Sudeste
Paulistas;48400;MG;31;4.429;2001;Sudeste
Pavão;48509;MG;31;8.168;2001;Sudeste
Peçanha;48608;MG;31;17.843;2001;Sudeste
Pedra Azul;48707;MG;31;24.999;2001;Sudeste
Pedra Bonita;48756;MG;31;7.559;2001;Sudeste
Pedra do Anta;48806;MG;31;3.371;2001;Sudeste
Pedra do Indaiá;48905;MG;31;4.232;2001;Sudeste
Pedra Dourada;49002;MG;31;2.883;2001;Sudeste
Pedralva;49101;MG;31;10.924;2001;Sudeste
Pedras de Maria da Cruz;49150;MG;31;10.619;2001;Sudeste
Pedrinópolis;49200;MG;31;3.404;2001;Sudeste
Pedro Leopoldo;49309;MG;31;64.910;2001;Sudeste
Pedro Teixeira;49408;MG;31;1.854;2001;Sudeste
Pequeri;49507;MG;31;3.448;2001;Sudeste
Pequi;49606;MG;31;4.258;2001;Sudeste
Perdigão;49705;MG;31;12.925;2001;Sudeste
Perdizes;49804;MG;31;17.830;2001;Sudeste
Perdões;49903;MG;31;21.991;2001;Sudeste
Periquito;49952;MG;31;6.647;2001;Sudeste
Pescador;50000;MG;31;3.587;2001;Sudeste
Piau;50109;MG;31;2.854;2001;Sudeste
Piedade de Caratinga;50158;MG;31;8.883;2001;Sudeste
Piedade de Ponte Nova;50208;MG;31;4.056;2001;Sudeste
Piedade do Rio Grande;50307;MG;31;4.697;2001;Sudeste
Piedade dos Gerais;50406;MG;31;5.175;2001;Sudeste
Pimenta;50505;MG;31;8.794;2001;Sudeste
Pingo-d'Água;50539;MG;31;4.845;2001;Sudeste
Pintópolis;50570;MG;31;7.231;2001;Sudeste
Piracema;50604;MG;31;6.884;2001;Sudeste
Pirajuba;50703;MG;31;5.762;2001;Sudeste
Piranga;50802;MG;31;17.360;2001;Sudeste
Piranguçu;50901;MG;31;6.271;2001;Sudeste
Piranguinho;51008;MG;31;9.451;2001;Sudeste
Pirapetinga;51107;MG;31;11.408;2001;Sudeste
Pirapora;51206;MG;31;57.543;2001;Sudeste
Piraúba;51305;MG;31;11.958;2001;Sudeste
Pitangui;51404;MG;31;27.734;2001;Sudeste
Piumhi;51503;MG;31;37.742;2001;Sudeste
Planura;51602;MG;31;11.484;2001;Sudeste
Poço Fundo;51701;MG;31;16.791;2001;Sudeste
Poços de Caldas;51800;MG;31;171.533;2001;Sudeste
Pocrane;51909;MG;31;8.468;2001;Sudeste
Pompéu;52006;MG;31;32.305;2001;Sudeste
Ponte Nova;52105;MG;31;59.569;2001;Sudeste
Ponto Chique;52131;MG;31;3.807;2001;Sudeste
Ponto dos Volantes;52170;MG;31;11.077;2001;Sudeste
Porteirinha;52204;MG;31;38.668;2001;Sudeste
Porto Firme;52303;MG;31;10.825;2001;Sudeste
Poté;52402;MG;31;13.751;2001;Sudeste
Pouso Alegre;52501;MG;31;160.751;2001;Sudeste
Pouso Alto;52600;MG;31;6.755;2001;Sudeste
Prados;52709;MG;31;9.327;2001;Sudeste
Prata;52808;MG;31;29.578;2001;Sudeste
Pratápolis;52907;MG;31;8.551;2001;Sudeste
Pratinha;53004;MG;31;3.673;2001;Sudeste
Presidente Bernardes;53103;MG;31;4.883;2001;Sudeste
Presidente Juscelino;53202;MG;31;3.493;2001;Sudeste
Presidente Kubitschek;53301;MG;31;3.154;2001;Sudeste
Presidente Olegário;53400;MG;31;19.177;2001;Sudeste
Alto Jequitibá;53509;MG;31;8.596;2001;Sudeste
Prudente de Morais;53608;MG;31;11.940;2001;Sudeste
Quartel Geral;53707;MG;31;3.237;2001;Sudeste
Queluzito;53806;MG;31;1.800;2001;Sudeste
Raposos;53905;MG;31;16.735;2001;Sudeste
Raul Soares;54002;MG;31;23.882;2001;Sudeste
Recreio;54101;MG;31;11.337;2001;Sudeste
Reduto;54150;MG;31;8.170;2001;Sudeste
Resende Costa;54200;MG;31;11.520;2001;Sudeste
Resplendor;54309;MG;31;17.612;2001;Sudeste
Ressaquinha;54408;MG;31;4.641;2001;Sudeste
Riachinho;54457;MG;31;6.890;2001;Sudeste
Riacho dos Machados;54507;MG;31;8.886;2001;Sudeste
Ribeirão das Neves;54606;MG;31;344.828;2001;Sudeste
Ribeirão Vermelho;54705;MG;31;4.201;2001;Sudeste
Rio Acima;54804;MG;31;10.626;2001;Sudeste
Rio Casca;54903;MG;31;12.921;2001;Sudeste
Rio Doce;55009;MG;31;2.542;2001;Sudeste
Rio do Prado;55108;MG;31;4.679;2001;Sudeste
Rio Espera;55207;MG;31;5.479;2001;Sudeste
Rio Manso;55306;MG;31;5.727;2001;Sudeste
Rio Novo;55405;MG;31;8.689;2001;Sudeste
Rio Paranaíba;55504;MG;31;15.143;2001;Sudeste
Rio Pardo de Minas;55603;MG;31;29.123;2001;Sudeste
Rio Piracicaba;55702;MG;31;15.001;2001;Sudeste
Rio Pomba;55801;MG;31;17.856;2001;Sudeste
Rio Preto;55900;MG;31;5.240;2001;Sudeste
Rio Vermelho;56007;MG;31;12.815;2001;Sudeste
Ritápolis;56106;MG;31;5.115;2001;Sudeste
Rochedo de Minas;56205;MG;31;2.363;2001;Sudeste
Rodeiro;56304;MG;31;9.064;2001;Sudeste
Romaria;56403;MG;31;3.440;2001;Sudeste
Rosário da Limeira;56452;MG;31;4.896;2001;Sudeste
Rubelita;56502;MG;31;5.572;2001;Sudeste
Rubim;56601;MG;31;10.575;2001;Sudeste
Sabará;56700;MG;31;134.286;2001;Sudeste
Sabinópolis;56809;MG;31;14.382;2001;Sudeste
Sacramento;56908;MG;31;27.891;2001;Sudeste
Salinas;57005;MG;31;41.641;2001;Sudeste
Salto da Divisa;57104;MG;31;6.164;2001;Sudeste
Santa Bárbara;57203;MG;31;31.756;2001;Sudeste
Santa Bárbara do Leste;57252;MG;31;8.737;2001;Sudeste
Santa Bárbara do Monte Verde;57278;MG;31;3.199;2001;Sudeste
Santa Bárbara do Tugúrio;57302;MG;31;4.262;2001;Sudeste
Santa Cruz de Minas;57336;MG;31;8.321;2001;Sudeste
Santa Cruz de Salinas;57377;MG;31;3.944;2001;Sudeste
Santa Cruz do Escalvado;57401;MG;31;4.743;2001;Sudeste
Santa Efigênia de Minas;57500;MG;31;4.067;2001;Sudeste
Santa Fé de Minas;57609;MG;31;3.551;2001;Sudeste
Santa Helena de Minas;57658;MG;31;6.059;2001;Sudeste
Santa Juliana;57708;MG;31;16.568;2001;Sudeste
Santa Luzia;57807;MG;31;229.483;2001;Sudeste
Santa Margarida;57906;MG;31;16.903;2001;Sudeste
Santa Maria de Itabira;58003;MG;31;10.716;2001;Sudeste
Santa Maria do Salto;58102;MG;31;4.803;2001;Sudeste
Santa Maria do Suaçuí;58201;MG;31;12.898;2001;Sudeste
Santana da Vargem;58300;MG;31;6.781;2001;Sudeste
Santana de Cataguases;58409;MG;31;3.553;2001;Sudeste
Santana de Pirapama;58508;MG;31;7.079;2001;Sudeste
Santana do Deserto;58607;MG;31;3.819;2001;Sudeste
Santana do Garambéu;58706;MG;31;2.175;2001;Sudeste
Santana do Jacaré;58805;MG;31;4.265;2001;Sudeste
Santana do Manhuaçu;58904;MG;31;9.236;2001;Sudeste
Santana do Paraíso;58953;MG;31;48.286;2001;Sudeste
Santana do Riacho;59001;MG;31;5.579;2001;Sudeste
Santana dos Montes;59100;MG;31;3.507;2001;Sudeste
Santa Rita de Caldas;59209;MG;31;8.588;2001;Sudeste
Santa Rita de Jacutinga;59308;MG;31;4.836;2001;Sudeste
Santa Rita de Minas;59357;MG;31;6.952;2001;Sudeste
Santa Rita de Ibitipoca;59407;MG;31;3.344;2001;Sudeste
Santa Rita do Itueto;59506;MG;31;5.973;2001;Sudeste
Santa Rita do Sapucaí;59605;MG;31;42.320;2001;Sudeste
Santa Rosa da Serra;59704;MG;31;3.476;2001;Sudeste
Santa Vitória;59803;MG;31;21.745;2001;Sudeste
Santo Antônio do Amparo;59902;MG;31;17.651;2001;Sudeste
Santo Antônio do Aventureiro;60009;MG;31;3.881;2001;Sudeste
Santo Antônio do Grama;60108;MG;31;4.342;2001;Sudeste
Santo Antônio do Itambé;60207;MG;31;3.979;2001;Sudeste
Santo Antônio do Jacinto;60306;MG;31;10.397;2001;Sudeste
Santo Antônio do Monte;60405;MG;31;28.358;2001;Sudeste
Santo Antônio do Retiro;60454;MG;31;6.743;2001;Sudeste
Santo Antônio do Rio Abaixo;60504;MG;31;1.853;2001;Sudeste
Santo Hipólito;60603;MG;31;2.720;2001;Sudeste
Santos Dumont;60702;MG;31;43.392;2001;Sudeste
São Bento Abade;60801;MG;31;4.835;2001;Sudeste
São Brás do Suaçuí;60900;MG;31;4.133;2001;Sudeste
São Domingos das Dores;60959;MG;31;5.778;2001;Sudeste
São Domingos do Prata;61007;MG;31;17.771;2001;Sudeste
São Félix de Minas;61056;MG;31;3.252;2001;Sudeste
São Francisco;61106;MG;31;54.239;2001;Sudeste
São Francisco de Paula;61205;MG;31;6.293;2001;Sudeste
São Francisco de Sales;61304;MG;31;5.857;2001;Sudeste
São Francisco do Glória;61403;MG;31;4.866;2001;Sudeste
São Geraldo;61502;MG;31;10.517;2001;Sudeste
São Geraldo da Piedade;61601;MG;31;3.258;2001;Sudeste
São Geraldo do Baixio;61650;MG;31;3.175;2001;Sudeste
São Gonçalo do Abaeté;61700;MG;31;7.521;2001;Sudeste
São Gonçalo do Pará;61809;MG;31;12.192;2001;Sudeste
São Gonçalo do Rio Abaixo;61908;MG;31;12.353;2001;Sudeste
São Gonçalo do Sapucaí;62005;MG;31;24.480;2001;Sudeste
São Gotardo;62104;MG;31;43.309;2001;Sudeste
São João Batista do Glória;62203;MG;31;7.912;2001;Sudeste
São João da Lagoa;62252;MG;31;4.950;2001;Sudeste
São João da Mata;62302;MG;31;3.000;2001;Sudeste
São João da Ponte;62401;MG;31;24.269;2001;Sudeste
São João das Missões;62450;MG;31;13.467;2001;Sudeste
São João del Rei;62500;MG;31;94.062;2001;Sudeste
São João do Manhuaçu;62559;MG;31;11.614;2001;Sudeste
São João do Manteninha;62575;MG;31;5.468;2001;Sudeste
São João do Oriente;62609;MG;31;7.139;2001;Sudeste
São João do Pacuí;62658;MG;31;4.052;2001;Sudeste
São João do Paraíso;62708;MG;31;24.604;2001;Sudeste
São João Evangelista;62807;MG;31;15.617;2001;Sudeste
São João Nepomuceno;62906;MG;31;26.478;2001;Sudeste
São Joaquim de Bicas;62922;MG;31;36.496;2001;Sudeste
São José da Barra;62948;MG;31;8.084;2001;Sudeste
São José da Lapa;62955;MG;31;27.710;2001;Sudeste
São José da Safira;63003;MG;31;3.861;2001;Sudeste
São José da Varginha;63102;MG;31;4.677;2001;Sudeste
São José do Alegre;63201;MG;31;4.242;2001;Sudeste
São José do Divino;63300;MG;31;3.501;2001;Sudeste
São José do Goiabal;63409;MG;31;5.492;2001;Sudeste
São José do Jacuri;63508;MG;31;6.298;2001;Sudeste
São José do Mantimento;63607;MG;31;2.834;2001;Sudeste
São Lourenço;63706;MG;31;46.653;2001;Sudeste
São Miguel do Anta;63805;MG;31;6.430;2001;Sudeste
São Pedro da União;63904;MG;31;4.979;2001;Sudeste
São Pedro dos Ferros;64001;MG;31;7.194;2001;Sudeste
São Pedro do Suaçuí;64100;MG;31;5.166;2001;Sudeste
São Romão;64209;MG;31;10.553;2001;Sudeste
São Roque de Minas;64308;MG;31;7.341;2001;Sudeste
São Sebastião da Bela Vista;64407;MG;31;6.694;2001;Sudeste
São Sebastião da Vargem Alegre;64431;MG;31;3.219;2001;Sudeste
São Sebastião do Anta;64472;MG;31;6.386;2001;Sudeste
São Sebastião do Maranhão;64506;MG;31;10.244;2001;Sudeste
São Sebastião do Oeste;64605;MG;31;9.355;2001;Sudeste
São Sebastião do Paraíso;64704;MG;31;74.742;2001;Sudeste
São Sebastião do Rio Preto;64803;MG;31;1.248;2001;Sudeste
São Sebastião do Rio Verde;64902;MG;31;2.373;2001;Sudeste
São Tiago;65008;MG;31;11.517;2001;Sudeste
São Tomás de Aquino;65107;MG;31;6.853;2001;Sudeste
São Tomé das Letras;65206;MG;31;7.089;2001;Sudeste
São Vicente de Minas;65305;MG;31;6.935;2001;Sudeste
Sapucaí-Mirim;65404;MG;31;6.462;2001;Sudeste
Sardoá;65503;MG;31;5.164;2001;Sudeste
Sarzedo;65537;MG;31;39.327;2001;Sudeste
Setubinha;65552;MG;31;10.032;2001;Sudeste
Sem-Peixe;65560;MG;31;2.441;2001;Sudeste
Senador Amaral;65578;MG;31;6.458;2001;Sudeste
Senador Cortes;65602;MG;31;2.319;2001;Sudeste
Senador Firmino;65701;MG;31;7.945;2001;Sudeste
Senador José Bento;65800;MG;31;2.137;2001;Sudeste
Senador Modestino Gonçalves;65909;MG;31;4.035;2001;Sudeste
Senhora de Oliveira;66006;MG;31;5.584;2001;Sudeste
Senhora do Porto;66105;MG;31;3.088;2001;Sudeste
Senhora dos Remédios;66204;MG;31;10.640;2001;Sudeste
Sericita;66303;MG;31;7.536;2001;Sudeste
Seritinga;66402;MG;31;1.864;2001;Sudeste
Serra Azul de Minas;66501;MG;31;3.829;2001;Sudeste
Serra da Saudade;66600;MG;31;854;2001;Sudeste
Serra dos Aimorés;66709;MG;31;6.936;2001;Sudeste
Serra do Salitre;66808;MG;31;12.210;2001;Sudeste
Serrania;66907;MG;31;7.802;2001;Sudeste
Serranópolis de Minas;66956;MG;31;4.496;2001;Sudeste
Serranos;67004;MG;31;2.035;2001;Sudeste
Serro;67103;MG;31;22.550;2001;Sudeste
Sete Lagoas;67202;MG;31;237.931;2001;Sudeste
Silveirânia;67301;MG;31;2.391;2001;Sudeste
Silvianópolis;67400;MG;31;6.336;2001;Sudeste
Simão Pereira;67509;MG;31;3.060;2001;Sudeste
Simonésia;67608;MG;31;20.339;2001;Sudeste
Sobrália;67707;MG;31;5.175;2001;Sudeste
Soledade de Minas;67806;MG;31;5.733;2001;Sudeste
Tabuleiro;67905;MG;31;4.098;2001;Sudeste
Taiobeiras;68002;MG;31;34.392;2001;Sudeste
Taparuba;68051;MG;31;3.492;2001;Sudeste
Tapira;68101;MG;31;4.212;2001;Sudeste
Tapiraí;68200;MG;31;1.707;2001;Sudeste
Taquaraçu de Minas;68309;MG;31;4.368;2001;Sudeste
Tarumirim;68408;MG;31;15.072;2001;Sudeste
Teixeiras;68507;MG;31;12.634;2001;Sudeste
Teófilo Otoni;68606;MG;31;142.571;2001;Sudeste
Timóteo;68705;MG;31;84.087;2001;Sudeste
Tiradentes;68804;MG;31;8.008;2001;Sudeste
Tiros;68903;MG;31;8.172;2001;Sudeste
Tocantins;69000;MG;31;16.574;2001;Sudeste
Tocos do Moji;69059;MG;31;3.899;2001;Sudeste
Toledo;69109;MG;31;7.541;2001;Sudeste
Tombos;69208;MG;31;8.699;2001;Sudeste
Três Corações;69307;MG;31;78.079;2001;Sudeste
Três Marias;69356;MG;31;29.927;2001;Sudeste
Três Pontas;69406;MG;31;57.086;2001;Sudeste
Tumiritinga;69505;MG;31;5.973;2001;Sudeste
Tupaciguara;69604;MG;31;26.482;2001;Sudeste
Turmalina;69703;MG;31;20.650;2001;Sudeste
Turvolândia;69802;MG;31;5.078;2001;Sudeste
Ubá;69901;MG;31;107.222;2001;Sudeste
Ubaí;70008;MG;31;11.977;2001;Sudeste
Ubaporanga;70057;MG;31;13.423;2001;Sudeste
Uberaba;70107;MG;31;354.142;2001;Sudeste
Uberlândia;70206;MG;31;754.954;2001;Sudeste
Umburatiba;70305;MG;31;2.742;2001;Sudeste
Unaí;70404;MG;31;90.724;2001;Sudeste
União de Minas;70438;MG;31;3.848;2001;Sudeste
Uruana de Minas;70479;MG;31;3.360;2001;Sudeste
Urucânia;70503;MG;31;10.875;2001;Sudeste
Urucuia;70529;MG;31;18.291;2001;Sudeste
Vargem Alegre;70578;MG;31;5.834;2001;Sudeste
Vargem Bonita;70602;MG;31;2.206;2001;Sudeste
Vargem Grande do Rio Pardo;70651;MG;31;4.727;2001;Sudeste
Varginha;70701;MG;31;142.802;2001;Sudeste
Varjão de Minas;70750;MG;31;7.243;2001;Sudeste
Várzea da Palma;70800;MG;31;34.639;2001;Sudeste
Varzelândia;70909;MG;31;19.214;2001;Sudeste
Vazante;71006;MG;31;20.433;2001;Sudeste
Verdelândia;71030;MG;31;7.770;2001;Sudeste
Veredinha;71071;MG;31;5.257;2001;Sudeste
Veríssimo;71105;MG;31;3.480;2001;Sudeste
Vermelho Novo;71154;MG;31;5.034;2001;Sudeste
Vespasiano;71204;MG;31;136.826;2001;Sudeste
Viçosa;71303;MG;31;79.221;2001;Sudeste
Vieiras;71402;MG;31;3.780;2001;Sudeste
Mathias Lobato;71501;MG;31;3.069;2001;Sudeste
Virgem da Lapa;71600;MG;31;11.867;2001;Sudeste
Virgínia;71709;MG;31;9.142;2001;Sudeste
Virginópolis;71808;MG;31;10.519;2001;Sudeste
Virgolândia;71907;MG;31;4.530;2001;Sudeste
Visconde do Rio Branco;72004;MG;31;40.608;2001;Sudeste
Volta Grande;72103;MG;31;4.473;2001;Sudeste
Wenceslau Braz;72202;MG;31;2.387;2001;Sudeste
Afonso Cláudio;102;ES;32;32.446;2111;Sudeste
Águia Branca;136;ES;32;10.124;2111;Sudeste
Água Doce do Norte;169;ES;32;12.559;2111;Sudeste
Alegre;201;ES;32;30.744;2111;Sudeste
Alfredo Chaves;300;ES;32;14.373;2111;Sudeste
Alto Rio Novo;359;ES;32;7.747;2111;Sudeste
Anchieta;409;ES;32;32.584;2111;Sudeste
Apiacá;508;ES;32;7.474;2111;Sudeste
