empresa;nome;logradouro;bairro;cidade;estado;cep;latitude;longitude;data_extracao
cobasi;Pet Shop Cobasi Uberlândia;Avenida Rondon Pacheco;Tabajaras;Uberlândia;MG;38400-242;-189.176.448;-482.657.238;07/10/2025
cobasi;Pet Shop Cobasi Valinhos;Rua Luiz Spiandorelli Neto;Loteamento Paiquerê;Valinhos;SP;13271-570;-229.812.024;-470.127.132;07/10/2025
cobasi;Pet Shop Cobasi Via Parque Shopping;Avenida Ayrton Senna 3000;Barra da Tijuca;Rio de Janeiro;RJ;22775-904;-229.826.942;-43.362.939;07/10/2025
cobasi;Pet Shop Cobasi Viamão;Avenida Senador Salgado Filho;Querência;Viamão;RS;94440-000;-300.855.900.029;-510.283.044.136;07/10/2025
cobasi;Pet Shop Cobasi Vila Velha;Rua Luciano das Neves 2418;Divino Espírito Santo;Vila Velha;ES;29107-900;-203.477.821;-402.949.528;07/10/2025
cobasi;Pet Shop Cobasi Villa Lobos;Rua Manoel Velasco;Vila Hamburguesa;São Paulo;SP;05319-010;-23.939.590.043;-46.636;07/10/2025
cobasi;Pet Shop Cobasi Vinhedo;Estrada da Boiada;Santa Rosa;Vinhedo;SP;13289-020;-230.314.931;-469.876.299;07/10/2025
cobasi;Pet Shop Cobasi Várzea Grande;Avenida Presidente Arthur Bernardes;Centro-Sul;Várzea Grande;MT;78125-100;-156.515.199;-561.323.601;07/10/2025
cobasi;Pet Shop Cobasi Água Branca;Avenida Francisco Matarazzo;Água Branca;São Paulo;SP;05001-000;-231.856.599.608;-470.312.545.895;07/10/2025
cobasi;Pet Shop Cobasi Águas Claras;Avenida Sibipiruna;Sul (Águas Claras);Brasília;DF;71928-720;-15.885.750.017;-480.398.915.003;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Aldeota;Avenida Senador Virgílio Távora;Aldeota;Fortaleza;CE;60170-078;-37.357.094;-385.069.693;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Batista Campos;Travessa São Pedro;Campina;Belém;PA;66023-570;-14.517.346;-484.999.707;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Brasília Águas Claras;Rua 35;Norte (Águas Claras);Brasília;DF;71919-000;-158.352.342;-480.367.863;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Eusébio;Av. Eusébio de Queiroz;;Eusébio;CE;invalido;-387.933;-384.624.029;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Fortaleza Washington Soares;Avenida Washington Soares;Engenheiro Luciano Cavalcante;Fortaleza;CE;60810-350;-37.749.868;-384.876.205;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Goiânia Oeste;Avenida Portugal;Setor Oeste;Goiânia;GO;74140-020;-166.890.379;-492.702.758;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Manaíra Shopping;Avenida Governador Flávio Ribeiro Coutinho;Parque Verde;Cabedelo;PB;58102-835;-69.877.215;-348.287.221;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Graça;Avenida Euclydes da Cunha;Graça;Salvador;BA;40150-120;-129.979.705;-385.200.581;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Shopping;Avenida Tancredo Neves 2915;Caminho das Árvores;Salvador;BA;41820-910;-129.816.038;-384.643.358;07/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Tirol Natal;Avenida Prudente de Morais;Tirol;Natal;RN;59020-510;-58.034.577;-352.011.079;07/10/2025
cobasi;Pet&Fácil Washington Luis;Avenida Washington Luís;Santo Amaro;São Paulo;SP;04627-002;-236.371.354;-46.670.923;07/10/2025
pop pet;Pop Pet Jardim Nova Esperança – Goiânia GO;;;;;indisponivel;-166.461.774;-493.234.755;07/10/2025
pop pet;Pop Pet Abadia de Goiás (Parque Izabel);;;;;indisponivel;-167.615.256;-494.381.983;07/10/2025
pop pet;Pop Pet Morada Dos Passaros – Ap. de Goiânia GO;;;;;indisponivel;-167.809.472;-492.956.686;07/10/2025
pop pet;Pop Pet Madre Germana ll Etapa – Ap. de Goiânia GO;;;;;indisponivel;-16.824.927;-493.752.345;07/10/2025
pop pet;Pop Pet Goianira – GO;;;;;indisponivel;-165.009.686;-494.281.027;07/10/2025
pop pet;Pop Pet Jardim Balneario Meia Ponte – Goiânia GO;;;;;indisponivel;-166.190.541;-492.924.703;07/10/2025
pop pet;Pop Pet Senador Canedo (Jardim Das Oliveiras) – GO;;;;;indisponivel;-166.500.853;-491.613.408;07/10/2025
pop pet;Pop Pet Setor Cristina – Goiânia GO;;;;;indisponivel;-167.620.195;-49.353.472;07/10/2025
pop pet;Pop Pet Residencial Goiania Viva – GO;;;;;indisponivel;-166.954.524;-493.589.181;07/10/2025
pop pet;Pop Pet Parque Ibirapuera – Ap. de Goiânia GO;;;;;indisponivel;-168.082.324;-49.332.218;07/10/2025
pop pet;Pop Pet Setor Pai Eterno – Trindade GO;;;;;indisponivel;-166.526.501;-494.898.727;07/10/2025
pop pet;Pop Pet Inhumas (Setor Central) – GO;;;;;indisponivel;-163.598.542;-495.044.241;07/10/2025
pop pet;Pop Pet Retiro Do Bosque – Ap. de Goiânia GO;;;;;indisponivel;-168.257.636;-492.385.775;07/10/2025
pop pet;Pop Pet Solar Parque – Inhumas GO;;;;;indisponivel;-163.728.973;-494.860.066;07/10/2025
pop pet;Pop Pet Jardim Curitiba Iv – Goiânia GO;;;;;indisponivel;-166.124.738;-493.477.512;07/10/2025
pop pet;Pop Pet Loteamento Nova Vila – Goiânia GO;;;;;indisponivel;-166.566.425;-492.546.384;07/10/2025
pop pet;Pop Pet Setor Urias Magalhaes – Goiânia GO;;;;;indisponivel;-166.466.049;-492.801.573;07/10/2025
pop pet;Pop Pet Parque Das Nações – Ap. de Goiânia GO;;;;;indisponivel;-168.084.576;-493.081.053;07/10/2025
pop pet;Pop Pet Setor Alto Da Primavera I – Indiara GO;;;;;indisponivel;-171.423.778;-499.933.762;07/10/2025
pop pet;Pop Pet Bairro Santo Hilario – Goiânia GO;;;;;indisponivel;-166.471.326;-491.936.731;07/10/2025
pop pet;Pop Pet Riacho Fundo I – Brasília DF;;;;;indisponivel;-158.821.784;-480.142.486;07/10/2025
pop pet;Pop Pet Nova Maraba (Folha 21) – PA;;;;;indisponivel;-53.400.864;-490.971.975;07/10/2025
pop pet;Pop Pet Residencial Eli Forte – Goiânia GO;;;;;indisponivel;-16.732.596;-493.528.265;07/10/2025
pop pet;Pop Pet Vila Redenção – Goiânia GO;;;;;indisponivel;-167.192.808;-492.445.692;07/10/2025
pop pet;Pop Pet Setor Habitacional Vicente Pires – Brasília DF;;;;;indisponivel;-157.944.298;-480.510.421;07/10/2025
pop pet;Pop Pet Jardim Guanabara Ill – Goiânia GO;;;;;indisponivel;-166.151.433;-492.237.207;07/10/2025
pop pet;Pop Pet Jardim America (C-205) – Goiânia GO;;;;;indisponivel;-166.981.487;-49.286.789;07/10/2025
pop pet;Pop Pet Jardim America (T-9) – Goiânia GO;;;;;indisponivel;-167.090.481;-492.902.501;07/10/2025
pop pet;Pop Pet Vila Jayara – Anapolis GO;;;;;indisponivel;-162.859.254;-489.749.512;07/10/2025
pop pet;Pop Pet Vera Cruz (Centro) – Ap. de Goiânia GO;;;;;indisponivel;-168.250.869;-492.489.862;07/10/2025
pop pet;Pop Pet Setor Aeroporto – Goiânia GO;;;;;indisponivel;-166.711.843;-492.728.308;07/10/2025
pop pet;Pop Pet Santa Genoveva – Goiânia GO;;;;;indisponivel;-166.345.909;-492.390.409;07/10/2025
pop pet;Pop Pet Cardoso Continuação – Ap. de Goiânia GO;;;;;indisponivel;-167.715.479;-493.121.294;07/10/2025
pop pet;Pop Pet Jardim Bela Vista – Goânia GO;;;;;indisponivel;-167.296.875;-492.327.133;07/10/2025
pop pet;Pop Pet Bairro Goiá – Goiânia GO;;;;;indisponivel;-166.870.163;-493.319.463;07/10/2025
pop pet;Pop Pet Cidade Satelite São Luiz – Ap. de Goiânia GO;;;;;indisponivel;-167.620.139;-492.793.042;07/10/2025
pop pet;Pop Pet Campinas – Goiânia GO;;;;;indisponivel;-166.621.825;-492.946.955;07/10/2025
pop pet;Pop Pet Hidrolandia – GO;;;;;indisponivel;-169.661.548;-492.366.846;07/10/2025
pop pet;Pop Pet Perim – Goiânia GO;;;;;indisponivel;-166.492.344;-492.994.383;07/10/2025
pop pet;Pop Pet São Luis  Montes Belos – GO;;;;;indisponivel;-165.239.331;-503.803.827;07/10/2025
pop pet;Pop Pet Cidade Nova (Av Transamazonica) – PA;;;;;indisponivel;-53.680.893;-491.320.558;07/10/2025
pop pet;Pop Pet São Judas Tadeu – Goiânia GO;;;;;indisponivel;-166.149.701;-492.523.747;07/10/2025
pop pet;Pop Pet Cidade Vera Cruz – Ap. de Goiânia GO;;;;;indisponivel;-167.617.437;-492.911.164;07/10/2025
pop pet;Pop Pet Sitio Santa Luzia – Ap. de Goiânia GO;;;;;indisponivel;-167.497.511;-492.292.306;07/10/2025
pop pet;Pop Pet Vianopolis – GO;;;;;indisponivel;-167.470.788;-48.521.034;07/10/2025
pop pet;Pop Pet Aragoiania – GO;;;;;indisponivel;-169.138.389;-494.543.749;07/10/2025
pop pet;Pop Pet Marechal Rondon – Goiânia GO;;;;;indisponivel;-166.555.622;-492.740.611;07/10/2025
pop pet;Pop Pet Jardim Planalto – Goiânia GO;;;;;indisponivel;-167.163.077;-493.112;07/10/2025
pop pet;Pop Pet Ipora – GO;;;;;indisponivel;-164.480.377;-511.204.017;07/10/2025
pop pet;Pop Pet Leste Universitario – Goiânia GO;;;;;indisponivel;-164.480.377;-511.204.017;07/10/2025
pop pet;Pop Pet Senador Canedo (Centro) – GO;;;;;indisponivel;-167.021.785;-491.024.251;07/10/2025
pop pet;Pop Pet Guaraí – TO;;;;;indisponivel;-88.356.771;-485.147.625;07/10/2025
pop pet;Pop Pet Vila Mauá (Bandeiras) – Goiânia GO;;;;;indisponivel;-167.006.562;-493.174.082;07/10/2025
pop pet;Pop Pet Jaraguá – GO;;;;;indisponivel;-157.481.809;-493.323.534;07/10/2025
pop pet;Pop Pet Conj. Vera Cruz – Goiânia GO;;;;;indisponivel;-166.777.656;-493.890.765;07/10/2025
pop pet;Pop Pet Dom Fernando – Goiânia GO;;;;;indisponivel;-166.664.264;-491.904.545;07/10/2025
pop pet;Pop Pet Vila Pedroso – Goiânia GO;;;;;indisponivel;-166.591.751;-491.859.491;07/10/2025
pop pet;Pop Pet Morrinhos – GO;;;;;indisponivel;-177.347.553;-491.345.334;07/10/2025
pop pet;Pop Pet Praça Da Biblia – Goiânia GO;;;;;indisponivel;-166.712.657;-492.362.507;07/10/2025
pop pet;Pop Pet Jardim Atlantico – Goiânia GO;;;;;indisponivel;-167.349.525;-493.098.214;07/10/2025
pop pet;Pop Pet Goianesia – GO;;;;;indisponivel;-167.349.525;-493.098.214;07/10/2025
pop pet;Pop Pet Curitiba (Jc-10) – Goiânia GO;;;;;indisponivel;-16.606.922;-493.351.373;07/10/2025
pop pet;Pop Pet Canarana – MT;;;;;indisponivel;-135.548.587;-522.778.139;07/10/2025
pop pet;Pop Pet Barra Do Garças – MT;;;;;indisponivel;-158.888.857;-522.685.205;07/10/2025
pop pet;Pop Pet Parque Trindade (Parque Atheneu) – Ap. de Goiânia GO;;;;;indisponivel;-167.472.926;-492.082.343;07/10/2025
pop pet;Pop Pet Araguaina – TO;;;;;indisponivel;-7.185.664;-48.218.459;07/10/2025
pop pet;Pop Pet Jardim Goias – Rio Verde GO;;;;;indisponivel;-177.909.489;-509.272.955;07/10/2025
pop pet;Pop Pet Senador Canedo (Morada Do Morro) – GO;;;;;indisponivel;-166.868.117;-491.172.103;07/10/2025
pop pet;Pop Pet Rubiataba – GO;;;;;indisponivel;-151.621.785;-498.030.797;07/10/2025
pop pet;Pop Pet Morada Do Sol (Mangalo) – Goiânia GO;;;;;indisponivel;-166.210.475;-493.259.047;07/10/2025
pop pet;Pop Pet São Miguel Do Araguaia – GO;;;;;indisponivel;-132.784.172;-501.704.415;07/10/2025
pop pet;Pop Pet Anapolis (Portal Do Cerrado) – GO;;;;;indisponivel;-162.867.143;-489.364.195;07/10/2025
pop pet;Pop Pet Vila Brasilia – Aparecida de Goiânia GO;;;;;indisponivel;-167.339.079;-492.590.309;07/10/2025
pop pet;Pop Pet Quarta Radial (Setor Bela Vista) – Goiânia GO;;;;;indisponivel;-167.339.079;-492.590.309;07/10/2025
pop pet;Pop Pet Mineiros – GO;;;;;indisponivel;-175.663.138;-525.654.937;07/10/2025
pop pet;Pop Pet Aragarças – GO;;;;;indisponivel;-158.960.577;-522.472.803;07/10/2025
pop pet;Pop Pet Jardim America (C-104) – Goiânia GO;;;;;indisponivel;-167.219.682;-492.903.853;07/10/2025
pop pet;Pop Pet Montividiu – GO;;;;;indisponivel;-174.493.062;-511.784.787;07/10/2025
pop pet;Pop Pet Palmeiras – GO;;;;;indisponivel;;;07/10/2025
pop pet;Pop Pet Nova Maraba (Folha 28) – PA;;;;;indisponivel;-53.495.658;-490.945.183;07/10/2025
pop pet;Pop Pet Imperatriz – MA;;;;;indisponivel;-55.163.706;-474.686.649;07/10/2025
pop pet;Pop Pet Jardim Tropical (Lago Dos Patos) Ap. de Goiânia – GO;;;;;indisponivel;-167.682.419;-493.504.981;07/10/2025
pop pet;Pop Pet Itapuranga – GO;;;;;indisponivel;-155.605.256;-499.436.104;07/10/2025
pop pet;Pop Pet Faiçalville (Av. Rio Verde) – Goiânia GO;;;;;indisponivel;-167.349.576;-493.098.214;07/10/2025
pop pet;Pop Pet Joao Pinheiro – MG;;;;;indisponivel;-177.464.627;-46.176.712;07/10/2025
pop pet;Pop Pet Anapolis (Jamel Cecilio) – GO;;;;;indisponivel;-163.465.034;-489.375.167;07/10/2025
pop pet;Pop Pet Santa Luzia – MG;;;;;indisponivel;-19.786.049;-43.918.408;07/10/2025
pop pet;Pop Pet Dourados – MS;;;;;indisponivel;-221.993.767;-548.156.815;07/10/2025
pop pet;Pop Pet Vila Regina – Goiânia GO;;;;;indisponivel;-16.655.417;-493.352.863;07/10/2025
pop pet;Pop Pet São Felix – PA;;;;;indisponivel;-166.555.622;-492.760.996;07/10/2025
pop pet;Pop Pet Orizona – GO;;;;;indisponivel;-170.302.266;-482.984.248;07/10/2025
pop pet;Pop Pet Trindade (Vila Joao Braz) – GO;;;;;indisponivel;-166.448.498;-494.913.597;07/10/2025
pop pet;Pop Pet Tucurui – PA;;;;;indisponivel;-37.724.932;-49.709.736;07/10/2025
pop pet;Pop Pet Novo Repartimento – PA;;;;;indisponivel;-4.247.246;-499.519.115;07/10/2025
pop pet;Pop Pet Varginha – MG;;;;;indisponivel;-215.828.327;-454.376.236;07/10/2025
pop pet;Pop Pet Agua Boa – MT;;;;;indisponivel;-140.570.259;-521.594.683;07/10/2025
pop pet;Pop Pet Cidade De Goias – GO;;;;;indisponivel;-159.445.728;-501.466.159;07/10/2025
pop pet;Pop Pet Porangatu – GO;;;;;indisponivel;-134.444.882;-491.506.807;07/10/2025
pop pet;Pop Pet Parque Amazonia – Goiânia GO;;;;;indisponivel;-167.295.043;-492.842.484;07/10/2025
pop pet;Pop Pet Itumbiara – GO;;;;;indisponivel;-167.870.362;-493.680.378;07/10/2025
pop pet;Pop Pet Edeia – GO;;;;;indisponivel;-173.360.228;-499.307.866;07/10/2025
pop pet;Pop Pet Primavera Do Leste – MT;;;;;indisponivel;-155.451.579;-54.301.582;07/10/2025
pop pet;Pop Pet Mangabeira – PB;;;;;indisponivel;-71.775.473;-348.391.423;07/10/2025
pop pet;Pop Pet Parauapebas – PA;;;;;indisponivel;-60.579.573;-498.914.797;07/10/2025
pop pet;Pop Pet Santarem – PA;;;;;indisponivel;-24.249.986;-54.712.057;07/10/2025
pop pet;Pop Pet Piracanjuba – GO;;;;;indisponivel;-17.306.982;-490.315.018;07/10/2025
pop pet;Pop Pet Neropolis – GO;;;;;indisponivel;-164.064.889;-492.220.703;07/10/2025
pop pet;Pop Pet Catalão – GO;;;;;indisponivel;-181.624.123;-479.567.532;07/10/2025
pop pet;Pop Pet Cidade Jardim Goiânia – GO;;;;;indisponivel;-166.844.571;-493.157.161;07/10/2025
pop pet;Pop Pet Bessa – João Pessoa PB;;;;;indisponivel;-70.814.621;-3.483.325;07/10/2025
pop pet;Pop Pet Av. São Paulo – Aparecida de Goiânia GO;;;;;indisponivel;-16.738.228;-49.256.834;07/10/2025
pop pet;Pop Pet Veiga Jardim – Aparecida de Goiânia GO;;;;;indisponivel;16.779.951;-49.278.880;07/10/2025
pop pet;Pop Pet Vila Alzira – Aparecida de Goiânia GO;;;;;indisponivel;-167.615.564;-492.604.167;07/10/2025
pop pet;Pop Pet Novo Horizonte – Goiânia GO;;;;;indisponivel;-167.179.729;-493.202.771;07/10/2025
pop pet;Pop Pet Bela Vista de Goiás – GO;;;Bela Vista de Goiás;GO;75240-000;-169.725.565;-489.550.267;07/10/2025
pop pet;Pop Pet Indiara – GO;;;;;invalido;-17.142.383;-49.989.149;07/10/2025
pop pet;Pop Pet BH – Minas Gerais;Rua Canário;Goiânia;Belo Horizonte;MG;31950-390;-19.866.166;-438.967.874;07/10/2025
pop pet;Pop Pet Jardim América (C1) Goiânia – GO;Avenida C 1;Jardim América;Goiânia;GO;74265-010;-1.669.356;-4.928.933;07/10/2025
pop pet;Pop Pet Silvania – GO;;;Silvânia;GO;75180-000;-166.680.815;-486.132.824;07/10/2025
pop pet;Pop Pet Palmas (QD 804) – TO;Quadra ARSE 81 Alameda 14;Plano Diretor Sul;Palmas;TO;77023-044;-102.318.605;-483.284.794;07/10/2025
pop pet;Pop Pet Conj Riviera – Goiânia GO;Avenida Liberdade;Conjunto Riviera;Goiânia;GO;74730-010;-166.911.493;-492.114.047;07/10/2025
pop pet;Pop Pet Acreuna – GO;;;Acreúna;GO;75960-000;-173.964.433;-503.753.614;07/10/2025
pop pet;Pop Pet Canaa dos Carajas – PA;;;Canaã dos Carajás;PA;68537-000;-65.320.872;-498.512.188;07/10/2025
pop pet;Pop Pet Colina Azul – Goiânia GO;Rua Tesourinha;Colina Azul;Aparecida de Goiânia;GO;74970-760;-168.221.222;-492.957.588;07/10/2025
pop pet;Pop Pet Formosa – GO;Avenida Brasília;Formosinha;Formosa;GO;73813-010;-155.481.898;-473.348.924;07/10/2025
pop pet;Pop Pet Anicuns – GO;;;Anicuns;GO;76170-000;-164.613.315;-499.588.111;07/10/2025
petland;Petland Lins;Rua Dom Bosco;Vila Alta;Lins;SP;16400-505;-2.167.198;-497.574.013;07/10/2025
petland;Petland Vila Gumercindo;Rua Tupanaci;Vila Gumercindo;São Paulo;SP;04131-020;-23.548;-463.742.640;07/10/2025
petland;Petland Textil;;;;;indisponivel;-23.559.247.496.720.400;-465.439.052;07/10/2025
petland;Petland Menino Deus;Avenida Getúlio Vargas;Menino Deus;Porto Alegre;RS;90150-002;-30.037.680.009;-51.23;07/10/2025
petland;Petland Arvoredo;Avenida Princesa Isabel;Parque Recreio;Contagem;MG;32110-000;-198.792.202;-440.219.003;07/10/2025
petland;Petland Lajeado;Avenida Benjamin Constant;Centro;Lajeado;RS;95900-056;-29.462.995;-519.668.399;07/10/2025
petland;Petland Ipiranga;Rua Bom Pastor;Ipiranga;São Paulo;SP;04203-052;-232.977.099.666;-469.090.260.907;07/10/2025
petland;Petland Chácara Santo Antônio;Rua Cancioneiro Popular;Santo Amaro;São Paulo;SP;04710-000;-23.548;-469.749.018.514;07/10/2025
petland;Petland Limeira;Rua Sete de Setembro;Centro;Limeira;SP;13480-150;-225.665.354;-473.974.368;07/10/2025
petland;Petland Vila Mascote;Avenida Mascote;Vila Mascote;São Paulo;SP;04363-000;-232.779.999.695;-463.414.734.789;07/10/2025
petland;Petland Tude Bastos;Avenida Irmãos Adorno;Sítio do Campo;Praia Grande;SP;11725-320;-239.970.893;-464.217.894;07/10/2025
petland;Petland Araçatuba;Rua Sarjob Mendes;Icaray;Araçatuba;SP;16020-360;-212.236.144;-504.497.105;07/10/2025
petland;Petland Grageru;Avenida Ministro Geraldo Barreto Sobral;Grageru;Aracaju;SE;49027-255;-109.451.838;-370.624.862;07/10/2025
petland;Petland Aliança;Rua Bom Pastor;Ipiranga;São Paulo;SP;04203-052;-232.977.099.666;-469.090.260.907;07/10/2025
petland;Petland Outlet Premium Imigrantes;Estrada da Cama Patente;Alvarenga;São Bernardo do Campo;SP;09842-100;-23.694;-465.388.561.919;07/10/2025
petland;Petland Vila A;Avenida Engenheiro Hildemar Leite França;Vila Residencial A;Foz do Iguaçu;PR;85860-320;-255.384.599.903;-54.577.426.122;07/10/2025
petland;Petland Tapejara;;;Tapejara;RS;99950-000;-280.678.199.995;-52.014;07/10/2025
petland;Petland  São Mateus;Avenida Presidente Itamar Franco;São Mateus;Juiz de Fora;MG;36016-321;-21.768.205;-433.501.397;07/10/2025
petland;Petland Rio Branco;Avenida Doutor Ulysses Guimarães;Vila Nogueira;Diadema;SP;09990-080;-236.715.999.944;-466.072.753.633;07/10/2025
petland;Petland Parque São Lucas;Rua Francisco Fett;Vila Paulo Silas;São Paulo;SP;03264-000;-236.929.900.171;-46.636;07/10/2025
petland;Petland Novo Eldorado;Avenida Doutor Cincinato Cajado Braga;Novo Eldorado;Contagem;MG;32341-310;-199.350.502;-440.526.866;07/10/2025
petland;Petland Mexicão;Avenida Capitão-mor Aguiar;Centro;São Vicente;SP;11310-201;-239.671.961;-463.915.641;07/10/2025
petland;Petland Marco Belém;Avenida Rômulo Maiorana;Marco;Belém;PA;66093-672;-14.414.112;-484.655.217;07/10/2025
petland;Petland Jardim das Flores;Rua Osório Duque Estrada;Pestana;Osasco;SP;06122-000;-235.401.596;-467.977.195;07/10/2025
petland;Petland Horto Florestal;Rua Izidro Roque da Silva Telo;Horto Florestal;Sorocaba;SP;18074-745;-235.015.299;-474.525.603;07/10/2025
petland;Petland Parque dos Anjos;Avenida Antônio Gomes Correa;Parque dos Anjos;Gravataí;RS;94190-300;-299.277.099.901;-509.732.005.163;07/10/2025
petland;Petland Mongaguá;;;Mongaguá;SP;11730-000;-241.075.246;-466.801.919;07/10/2025
petland;Petland Campo Bom;;;Campo Bom;RS;93700-000;-296.788.945.671;-510.618.405.609;07/10/2025
petland;Petland Brasílio Mall;Rua Brasílio Machado;Centro;São Bernardo do Campo;SP;09715-140;-23.700.210.005;-46.565;07/10/2025
petland;Petland Bom Fim;Praça da Alfândega;Centro Histórico;Porto Alegre;RS;90010-150;-300.327.299.961;-51.23;07/10/2025
petland;Petland Avenida T1;Avenida T 1;Setor Bueno;Goiânia;GO;74210-025;-167.004.399;-49.276.539;07/10/2025
petland;Petland Enseada;Avenida Dom Pedro I;Enseada;Guarujá;SP;11440-000;-239.948.444;-462.568.678;07/10/2025
petland;Petland Vinhais;Rua do Arame;Vinhais;São Luís;MA;65074-380;-25.104.119;-442.504.104;07/10/2025
petland;Petland Vila São Francisco;Avenida Martin Luther King;Cidade São Francisco;São Paulo;SP;05352-020;-239.428.300.407;-462.053.040.548;07/10/2025
petland;Petland Vila Mirim;Rua Primeiro de Maio;Mirim;Praia Grande;SP;11704-710;-240.285.831;-464.881.622;07/10/2025
petland;Petland Vila Madalena;Rua Natingui;Vila Madalena;São Paulo;SP;05443-001;-239.543.500.441;-461.927.375.876;07/10/2025
petland;Petland Presidente Prudente;Rua Álvares Machado;Vila Euclides;Presidente Prudente;SP;19015-450;-221.270.737;-514.009.725;07/10/2025
petland;Petland Varginha;Avenida Francisco Navarra;Centro;Varginha;MG;37006-003;-215.560.669;-454.368.543;07/10/2025
petland;Petland Unaí;Rua Eli Pinto de Carvalho;Cruzeiro;Unaí;MG;38616-010;-163.661.499;-46.899.058;07/10/2025
petland;Petland Tirol;Avenida Hermes da Fonseca;Tirol;Natal;RN;59020-315;-58.034.577;-352.011.079;07/10/2025
petland;Petland São Caetano do Sul;Rua Rafael Correa Sampaio;Santa Paula;São Caetano do Sul;SP;09541-250;-236.257.900.073;-46.551;07/10/2025
petland;Petland Santos Dumont;;;Santos Dumont;MG;36240-000;-214.662.142;-435.500.883;07/10/2025
petland;Petland Santo Antônio;Rua das Magnólias;Jardim Primavera;Guarujá;SP;11432-320;-239.874.056;-462.717.048;07/10/2025
petland;Petland Saboo;Rua Flaminio Levy;Saboó;Santos;SP;11085-080;-239.331.245;-463.488.019;07/10/2025
petland;Petland Presidente Venceslau;;;Presidente Venceslau;SP;19400-000;-218.737.026;-518.452.266;07/10/2025
petland;Petland Presidente Vargas;;;Presidente Venceslau;SP;19400-000;-218.737.026;-518.452.266;07/10/2025
petland;Petland Petrópolis;Avenida Protásio Alves;Petrópolis;Porto Alegre;RS;90410-003;-300.231.899.978;-512.186.686.153;07/10/2025
petland;Petland Ilhabela;;;Ilhabela;SP;11630-000;-238.158.392;-453.664.809;07/10/2025
petland;Petland Perdizes;Rua Apinajés;Perdizes;São Paulo;SP;05017-000;-235.394.736.427;-466.817.360.327;07/10/2025
petland;Petland Península;Avenida São Marcos;São Marcos;São Luís;MA;65077-310;-24.882.276;-442.982.047;07/10/2025
petland;Petland Pedro Marques;Rua Pedro Marques;Centro;Itapetininga;SP;18200-270;-23.589.346;-480.445.597;07/10/2025
petland;Petland Santana Pedro Doll;Rua Pedro Doll;Santana;São Paulo;SP;02404-000;-234.764.499.904;-465.579.504.702;07/10/2025
petland;Petland Paulista;Rua Bela Cintra;Consolação;São Paulo;SP;01415-001;-235.524.085.573;-46.655.224.424;07/10/2025
petland;Petland Parque das Américas;Rua Bolívia;Parque das Américas;Mauá;SP;09350-636;-236.604.399.964;-464.527.457.021;07/10/2025
petland;Petland Papini;;;;;indisponivel;361.614.974;-1.152.890.058;07/10/2025
petland;Petland Nicomedes;Avenida Nicomedes Alves dos Santos;Morada da Colina;Uberlândia;MG;38411-106;-189.631.213;-482.736.062;07/10/2025
petland;Petland Nebraska;Rua Nebraska;Brooklin Novo;São Paulo;SP;04560-010;-236.124.075.642;-466.789.609.418;07/10/2025
petland;Petland Matozinhos;Avenida Tomé Portes Del Rei;Vila Santo Antônio (Matozinhos);São João Del Rei;MG;36305-058;-211.256.939;-442.372.126;07/10/2025
petland;Petland Pinheiros – Mateus Grou;Rua Mateus Grou;Pinheiros;São Paulo;SP;05415-050;-239.510.200.413;-46.636;07/10/2025
petland;Petland José Menino;Rua Rei Jorge VI;José Menino;Santos;SP;11065-310;-23.967.423;-463.560.768;07/10/2025
petland;Petland Jasmim;Rua Jasmim;Chácara Primavera;Campinas;SP;13087-460;-228.554.178;-470.486.638;07/10/2025
petland;Petland Jardim dos Colibris;Avenida Josué Ferreira da Silva;Jardim dos Colibris;Indaiatuba;SP;13349-125;-23.119.243;-472.547.852;07/10/2025
petland;Petland Janga;Avenida Doutor Cláudio José Gueiros Leite;Janga;Paulista;PE;53437-000;-79.393.032;-348.249.069;07/10/2025
petland;Petland Jaguaribe;Avenida Flora;Bussocaba;Osasco;SP;06053-130;-23.533;-467.984.788.456;07/10/2025
petland;Petland Jaboticabeiras;Praça Marta de Miranda de El Rei;Padre Cursino;Taubaté;SP;12030-760;-230.204.559;-455.563.555;07/10/2025
petland;Petland Independência;Avenida Independência;Independência;Taubaté;SP;12031-000;-230.395.693;-455.688.392;07/10/2025
petland;Petland Higienópolis;Praça Vilaboim;Higienópolis;São Paulo;SP;01241-010;-235.565.500.015;-466.453.266.737;07/10/2025
petland;Petland Guaianazes Otelo;Rua Otelo Augusto Ribeiro;Guaianazes;São Paulo;SP;08412-000;-230.261.799.449;-472.052.215.857;07/10/2025
petland;Petland Jaú;Rua General Isidoro;Chácara Braz Miraglia;Jaú;SP;17207-270;-222.899.353;-48.553.312;07/10/2025
petland;Petland Garcia;;;;;indisponivel;;;07/10/2025
