empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cod_cidade;data_extracao
petz;petz maringa;Avenida Paraná;Zona 07;Maringá;PR;Sul;87020-085;425.983;-23.425;-51.9421386933;2482;15200;08/10/2025
petz;petz mateus leme;Rua Mateus Leme;Bom Retiro;Curitiba;PR;Sul;80520-174;1.829.225;-25.4078125;-49.271846;2482;6902;08/10/2025
petz;petz mauro ramos;Avenida Mauro Ramos;Centro;Florianópolis;SC;Sul;88020-302;576.361;-27.5947499957;-48.5464611447;2601;5407;08/10/2025
petz;petz miguel sutil;Avenida Miguel Sutil;Jardim Mariana;Cuiabá;MT;Centro-Oeste;78040-790;682.932;-15.5790011;-56.1097477;2276;3403;08/10/2025
petz;petz mogi das cruzes;Avenida Francisco Rodrigues Filho;Botujuru;Mogi das Cruzes;SP;Sudeste;08840-000;468.120;-23.523;-46.2109687036;2662;30607;08/10/2025
petz;petz mogi guacu;Avenida Mogi Mirim;Areião;Mogi Guaçu;SP;Sudeste;13844-110;159.735;-22.379356;-46.9420796;2662;30706;08/10/2025
petz;petz moinhos de vento;Rua Quintino Bocaiúva;Rio Branco;Porto Alegre;RS;Sul;90440-051;1.389.322;-30.0223799939;-51.217732992;2608;14902;08/10/2025
petz;petz mooca;Avenida Paes de Barros;Mooca;São Paulo;SP;Sudeste;03114-001;11.895.578;-23.6774200191;-46.777176384;2662;50308;08/10/2025
petz;petz mooca plaza shopping;Rua Capitão Pacheco e Chaves;Vila Prudente;São Paulo;SP;Sudeste;03126-000;11.895.578;-23.678230015;-46.493940041;2662;50308;08/10/2025
petz;petz morumbi;Rua Aureliano Guimarães;Vila Andrade;São Paulo;SP;Sudeste;05727-160;11.895.578;-23.9813500506;-46.636;2662;50308;08/10/2025
petz;petz nacoes unidas;Avenida das Nações Unidas;Vila Almeida;São Paulo;SP;Sudeste;04795-100;11.895.578;-23.2268799659;-46.9862902068;2662;50308;08/10/2025
petz;petz natal;Avenida Senador Salgado Filho;Lagoa Nova;Natal;RN;Nordeste;59075-000;785.368;-5.8259362;-35.2099611;1616;8102;08/10/2025
petz;petz natal zona norte;Avenida Doutor João Medeiros Filho;Potengi;Natal;RN;Nordeste;59108-550;785.368;-5.7511801;-35.2551617;1616;8102;08/10/2025
petz;petz nordestina;Avenida Nordestina;Cidade Nova São Miguel;São Paulo;SP;Sudeste;08042-117;11.895.578;-23.548;-46.5018922575;2662;50308;08/10/2025
petz;petz norte sul plaza;Avenida Presidente Ernesto Geisel;Jardim Jockey Club;Campo Grande;MS;Centro-Oeste;79080-105;954.537;-20.4697105;-54.6201211;2169;2704;08/10/2025
petz;petz nossa senhora do carmo;Avenida Nossa Senhora do Carmo;Carmo;Belo Horizonte;MG;Sudeste;30330-000;2.416.339;-19.9436545;-43.9323522;2001;6200;08/10/2025
petz;petz nova iguacu;Avenida Abílio Augusto Távora;Jardim Alvorada;Nova Iguaçu;RJ;Sudeste;26265-090;843.046;-22.7820278;-43.5390469;2490;3500;08/10/2025
petz;petz novo hamburgo;Rua Castro Alves;Rio Branco;Novo Hamburgo;RS;Sul;93310-270;235.879;-29.6783600085;-51.1305856359;2608;13409;08/10/2025
petz;petz olinda;Rua Carmelita Soares Muniz de Araújo;Casa Caiada;Olinda;PE;Nordeste;53130-645;365.402;-7.9940002;-34.8400759;1453;9600;08/10/2025
petz;petz osasco;Avenida dos Autonomistas;Centro;Osasco;SP;Sudeste;06090-010;756.952;-23.5234599921;-46.8024054244;2662;34401;08/10/2025
petz;petz pacaembu;Praça Charles Miller;Pacaembu;São Paulo;SP;Sudeste;01234-010;11.895.578;-23.5398999919;-46.636;2662;50308;08/10/2025
petz;petz palmas;Quadra 101 Sul Avenida Joaquim Teotônio Segurado;Plano Diretor Sul;Palmas;TO;Norte;77015-002;323.625;-10.1902356;-48.3338925;1737;21000;08/10/2025
petz;petz pampulha;Avenida Professor Magalhães Penido;Aeroporto;Belo Horizonte;MG;Sudeste;31270-652;2.416.339;-19.8524132;-43.95509;2001;6200;08/10/2025
petz;petz pao de acucar jabaquara;Avenida Engenheiro Armando de Arruda Pereira;Jabaquara;São Paulo;SP;Sudeste;04308-001;11.895.578;-23.548;-46.3504074528;2662;50308;08/10/2025
petz;petz parada de taipas;Avenida Raimundo Pereira de Magalhães;Jardim Marilu;São Paulo;SP;Sudeste;02989-095;11.895.578;-23.548;-46.5062119762;2662;50308;08/10/2025
petz;petz parkshopping brasilia;SMAS;Zona Industrial (Guará);Brasília;DF;Centro-Oeste;71219-900;2.982.818;-15.8332054737;-47.9561142456;3444;108;08/10/2025
petz;petz parnamirim;Avenida Dezessete de Agosto;Parnamirim;Recife;PE;Nordeste;52060-590;1.587.707;-8.0334239;-34.9103805;1453;11606;08/10/2025
petz;petz parque flamboyant;Avenida Deputado Jamel Cecílio;Jardim Goiás;Goiânia;GO;Centro-Oeste;74810-100;1.494.599;-16.7062994;-49.2382611;2098;8707;08/10/2025
petz;petz parque shopping bahia;Avenida Santos Dumont;Centro;Lauro de Freitas;BA;Nordeste;42702-400;217.960;-12.8982314;-38.3314455;1366;19207;08/10/2025
petz;petz parque shopping maceio;Avenida Comendador Gustavo Paiva;Cruz das Almas;Maceió;AL;Nordeste;57038-000;994.464;-9.6294255;-35.6997298;1331;4302;08/10/2025
petz;petz passeio das aguas;Avenida Perimetral Norte;Fazenda Caveiras;Goiânia;GO;Centro-Oeste;74445-360;1.494.599;-16.6313049729;-49.2774114112;2098;8707;08/10/2025
petz;petz pelotas;Avenida Ferreira Viana;Areal;Pelotas;RS;Sul;96085-000;336.131;-31.772;-52.3312491227;2608;14407;08/10/2025
petz;petz pereira barreto;Rua Thales dos Santos Freire;Baeta Neves;São Bernardo do Campo;SP;Sudeste;09751-020;840.499;-23.6839199915;-46.576007925;2662;48708;08/10/2025
petz;petz pindamonhangaba;Avenida Doutor Jorge Tibiriçá;Chácara da Galega;Pindamonhangaba;SP;Sudeste;12422-050;172.027;-22.9251224;-45.4616987;2662;38006;08/10/2025
petz;petz piracicaba;Avenida Centenário;São Dimas;Piracicaba;SP;Sudeste;13416-000;438.827;-22.7103065;-47.6402638;2662;38709;08/10/2025
petz;petz pituba;Avenida Manoel Dias da Silva;Pituba;Salvador;BA;Nordeste;41830-001;2.568.928;-13.0078744;-38.4631582;1366;27408;08/10/2025
petz;petz plaza avenida shopping;Avenida José Munia;Jardim Redentor;São José do Rio Preto;SP;Sudeste;15085-350;501.597;-20.8458300049;-49.379;2662;49805;08/10/2025
petz;petz pocos de caldas;Avenida João Pinheiro;Centro;Poços de Caldas;MG;Sudeste;37701-387;171.533;-21.7844858;-46.5922018;2001;51800;08/10/2025
petz;petz pompeia;Avenida Francisco Matarazzo;Água Branca;São Paulo;SP;Sudeste;05001-200;11.895.578;-23.1855699588;-46.2406472328;2662;50308;08/10/2025
petz;petz ponta verde;Avenida Professor Sandoval Arroxelas;Ponta Verde;Maceió;AL;Nordeste;57035-230;994.464;-9.6588449;-35.7042189;1331;4302;08/10/2025
petz;petz porto velho shopping;Avenida Prefeito Chiquilito Erse;Flodoaldo Pontes Pinto;Porto Velho;RO;Norte;76820-408;514.873;-8.7484671;-63.8729199;1717;205;08/10/2025
petz;petz praia grande;av. presidente kennedy, 2900;guilhermina;praia grande;SP;Sudeste;11600-000;365.577;;;2662;41000;08/10/2025
petz;petz presidente kennedy;Avenida Sargento Hermínio Sampaio;Presidente Kennedy;Fortaleza;CE;Nordeste;60355-503;2.574.412;-3.7299849;-38.5716667;1225;4400;08/10/2025
petz;petz presidente prudente;Rua Barão do Rio Branco;Centro;Presidente Prudente;SP;Sudeste;19010-000;234.083;-22.121126;-51.393006;2662;41406;08/10/2025
petz;petz protasio alves;Avenida Protásio Alves;Petrópolis;Porto Alegre;RS;Sul;91310-000;1.389.322;-30.033;-51.1824913472;2608;14902;08/10/2025
petz;petz radial leste;Avenida Alcântara Machado;Brás;São Paulo;SP;Sudeste;03102-007;11.895.578;-23.510559996;-46.6768410107;2662;50308;08/10/2025
petz;petz raja gabaglia;Avenida Raja Gabaglia;Santa Lúcia;Belo Horizonte;MG;Sudeste;30360-670;2.416.339;-19.9621872;-43.947033;2001;6200;08/10/2025
petz;petz ribeirao independencia;Avenida Independência;Jardim Sumaré;Ribeirão Preto;SP;Sudeste;14025-393;728.400;-21.1876768;-47.8069268;2662;43402;08/10/2025
petz;petz ribeirao presidente vargas;Avenida Presidente Vargas;Jardim Santa Ângela;Ribeirão Preto;SP;Sudeste;14020-525;728.400;-21.1704008;-47.8103238;2662;43402;08/10/2025
petz;petz ricardo jafet;Avenida Doutor Ricardo Jafet;Ipiranga;São Paulo;SP;Sudeste;04260-000;11.895.578;-23.548;-46.3557089288;2662;50308;08/10/2025
petz;petz rio claro;Avenida Presidente Kennedy;Estádio;Rio Claro;SP;Sudeste;13501-270;208.857;-22.4234127;-47.5625382;2662;43907;08/10/2025
petz;petz rio grande;Avenida Presidente Vargas;Vila Junção;Rio Grande;RS;Sul;96202-188;198.958;-32.0346399957;-52.0994246715;2608;15602;08/10/2025
petz;petz riomar;Avenida Herculano Bandeira;Pina;Recife;PE;Nordeste;51110-131;1.587.707;-8.0941077;-34.8855697;1453;11606;08/10/2025
petz;petz rio verde;Avenida Presidente Vargas;Jardim Presidente;Rio Verde;GO;Centro-Oeste;75908-420;238.025;-17.8037892;-50.944611;2098;18805;08/10/2025
petz;petz rita maria;Rua Henrique Valgas;Centro;Florianópolis;SC;Sul;88010-220;576.361;-27.596639995;-48.5485937783;2601;5407;08/10/2025
petz;petz roberto freire;Rua Leôncio Etelvino de Medeiros;Capim Macio;Natal;RN;Nordeste;59078-570;785.368;-5.8521242;-35.203595;1616;8102;08/10/2025
petz;petz ruben bento alves;av. rubem bento alves, 3483;universitario;caxias do sul;RS;Sul;95032-440;479.256;;;2608;5108;08/10/2025
petz;petz salvador bonoco;Avenida Mário Leal Ferreira;Brotas;Salvador;BA;Nordeste;40285-600;2.568.928;-12.9857613;-38.4998158;1366;27408;08/10/2025
petz;petz salvador paralela;Avenida Luís Viana Filho;Imbuí;Salvador;BA;Nordeste;41720-200;2.568.928;-12.9683501;-38.4411764;1366;27408;08/10/2025
petz;petz samambaia do sul;Quadra Quadra 302;Samambaia Sul (Samambaia);Brasília;DF;Centro-Oeste;72300-630;2.982.818;-15.889003;-48.107767;3444;108;08/10/2025
petz;petz santa barbara doeste;Avenida Corifeu Azevedo Marques;Loteamento Colina Santa Bárbara;Santa Bárbara D'Oeste;SP;Sudeste;13450-088;189.338;-22.7584972;-47.4098806;2662;45803;08/10/2025
petz;petz santa cecilia;Avenida General Olímpio da Silveira;Santa Cecília;São Paulo;SP;Sudeste;01150-000;11.895.578;-23.542239996;-46.636;2662;50308;08/10/2025
petz;petz santa maria;Avenida Hélvio Basso;Nossa Senhora Medianeira;Santa Maria;RS;Sul;97070-805;282.244;-29.6941700055;-53.807;2608;16907;08/10/2025
petz;petz santo andre;Avenida Ramiro Colleoni;Centro;Santo André;SP;Sudeste;09040-160;778.711;-23.6659800058;-46.5401617791;2662;47809;08/10/2025
petz;petz santo andre dom pedro;Avenida Dom Pedro II;Jardim;Santo André;SP;Sudeste;09080-110;778.711;-23.664;-46.5455662108;2662;47809;08/10/2025
petz;petz santos dumont;Avenida Santos Dumont;Cocó;Fortaleza;CE;Nordeste;60192-018;2.574.412;-3.7465795;-38.4797835;1225;4400;08/10/2025
petz;petz santos macuco;Rua Doutor Manoel Tourinho;Macuco;Santos;SP;Sudeste;11015-031;429.567;-23.9528844;-46.3183032;2662;48500;08/10/2025
petz;petz sao bernardo;Avenida Rotary;Centro;São Bernardo do Campo;SP;Sudeste;09721-000;840.499;-23.694;-46.5571372016;2662;48708;08/10/2025
petz;petz sao carlos;Avenida Francisco Pereira Lopes;Parque Santa Mônica;São Carlos;SP;Sudeste;13561-250;265.294;-22.0051411;-47.9020416;2662;48906;08/10/2025
petz;petz sao jose do rio preto;Avenida Presidente Juscelino Kubitschek de Oliveira;Jardim Maracanã;São José do Rio Preto;SP;Sudeste;15092-175;501.597;-20.811761;-49.3762272;2662;49805;08/10/2025
petz;petz sao leopoldo;Avenida Getúlio Vargas;Fião;São Leopoldo;RS;Sul;93020-566;225.669;-29.7750206;-51.1547076;2608;18705;08/10/2025
petz;petz sao luis;Avenida Daniel de La Touche;Cohama;São Luís;MA;Nordeste;65074-115;1.088.057;-2.5137864;-44.2449287;1077;11300;08/10/2025
petz;petz sao miguel;Avenida São Miguel;Vila Norma;São Paulo;SP;Sudeste;08070-001;11.895.578;-23.548;-46.1188114288;2662;50308;08/10/2025
petz;petz sao vicente;Avenida Antônio Emmerick;Vila Cascatinha;São Vicente;SP;Sudeste;11390-001;338.407;-23.9609574;-46.3769929;2662;51009;08/10/2025
petz;petz seminario;Avenida Nossa Senhora Aparecida;Seminário;Curitiba;PR;Sul;80440-000;1.829.225;-25.428;-49.2638318291;2482;6902;08/10/2025
petz;petz serra;Avenida Eldes Scherrer Souza;Parque Residencial Laranjeiras;Serra;ES;Sudeste;29165-680;572.274;-20.1944911;-40.2565549;2111;5002;08/10/2025
petz;petz sete lagoas;Avenida Raquel Teixeira Viana;Canaã;Sete Lagoas;MG;Sudeste;35700-293;237.931;-19.4668329;-44.2544129;2001;67202;08/10/2025
petz;petz shopping centervale;Avenida Deputado Benedito Matarazzo 9403;Jardim Paulista;São José dos Campos;SP;Sudeste;12215-900;724.756;-23.223701;-45.9009074;2662;49904;08/10/2025
petz;petz shopping golden square;Avenida Kennedy;Jardim do Mar;São Bernardo do Campo;SP;Sudeste;09726-252;840.499;-23.7028200023;-46.5553680712;2662;48708;08/10/2025
petz;petz shopping grande rio;r. maria soares sendas, 111;parque barreto;sao joao de meriti;RJ;Sudeste;25575-825;466.536;;;2490;5109;08/10/2025
petz;petz shopping grand plaza;Avenida Industrial;Campestre;Santo André;SP;Sudeste;09080-510;778.711;-23.664;-46.5459592592;2662;47809;08/10/2025
petz;petz shopping itaguacu;Rua Gerôncio Thives;Barreiros;São José;SC;Sul;88117-292;289.949;-27.5843617;-48.6120995;2601;16602;08/10/2025
petz;petz shopping jockey plaza;Rua Konrad Adenauer;Tarumã;Curitiba;PR;Sul;82821-020;1.829.225;-25.428;-49.2010498647;2482;6902;08/10/2025
petz;petz shopping maua;Avenida Governador Mário Covas Júnior;Centro;Mauá;SP;Sudeste;09390-040;429.380;-23.6667372;-46.4598263;2662;29401;08/10/2025
petz;petz shopping pantanal;Avenida G;Jardim Aclimação;Cuiabá;MT;Centro-Oeste;78050-250;682.932;-15.5880554;-56.0760854;2276;3403;08/10/2025
petz;petz shopping sul valparaiso;Quadra 1;Parque Esplanada III;Valparaíso de Goiás;GO;Centro-Oeste;72876-902;213.506;-16.0775373;-47.9787391;2098;21858;08/10/2025
petz;petz silva jardim;Rodovia BR-116;Tarumã;Curitiba;PR;Sul;82590-300;1.829.225;-25.3525799923;-49.273;2482;6902;08/10/2025
petz;petz silviano brandao;Avenida Silviano Brandão;Horto;Belo Horizonte;MG;Sudeste;31015-015;2.416.339;-19.909275;-43.9180412;2001;6200;08/10/2025
petz;petz sorocaba;Praça Dom Tadeu Strunck;Centro;Sorocaba;SP;Sudeste;18035-095;757.459;-23.5076903;-47.4523587;2662;52205;08/10/2025
petz;petz sorocaba tauste;Avenida General Carneiro;Vila Lucy;Sorocaba;SP;Sudeste;18043-003;757.459;-23.5043243;-47.4750024;2662;52205;08/10/2025
petz;petz sumare;Avenida da Amizade;Parque Jatobá (Nova Veneza);Sumaré;SP;Sudeste;13175-646;289.787;-22.8166383;-47.2446664;2662;52403;08/10/2025
petz;petz suzano;Rua Sete de Setembro 555;Parque Suzano;Suzano;SP;Sudeste;08673-900;318.765;-23.543;-46.3056987194;2662;52502;08/10/2025
petz;petz taboao da serra;Rua do Tesouro;Parque Santos Dumont;Taboão da Serra;SP;Sudeste;06754-190;11.895.578;-23.602;-46.7539821659;2662;50308;08/10/2025
petz;petz taguatinga;Quadra QS 1 Rua 212;Areal (Águas Claras);Brasília;DF;Centro-Oeste;71950-550;2.982.818;-15.8532553;-48.0344484;3444;108;08/10/2025
petz;petz tambore;Alameda Araguaia;Alphaville Industrial;Barueri;SP;Sudeste;06455-000;330.339;-23.5220700085;-46.876;2662;5708;08/10/2025
petz;petz tatui;Rua São Bento;Centro;Tatuí;SP;Sudeste;18270-820;128.560;-23.3506728;-47.8424272;2662;54003;08/10/2025
petz;petz tauste campinas;Avenida dos Imbés;Alphaville Dom Pedro;Campinas;SP;Sudeste;13097-172;1.185.977;-22.9099384;-47.0626332;2662;9502;08/10/2025
petz;petz teodoro sampaio;Rua Teodoro Sampaio;Pinheiros;São Paulo;SP;Sudeste;05406-100;11.895.578;-23.9500300465;-46.636;2662;50308;08/10/2025
petz;petz teotonio vilela;Avenida Senador Teotônio Vilela;Jardim São Rafael;São Paulo;SP;Sudeste;04864-001;11.895.578;-23.8930600401;-46.2595951048;2662;50308;08/10/2025
petz;petz teresina;Avenida João XXIII;Jóquei;Teresina;PI;Nordeste;64049-010;902.644;-5.0781871;-42.74991;1350;11001;08/10/2025
petz;petz torquato tapajos;av. torquato tapajos, 313;flores;manaus;AM;Norte;69048-660;2.279.686;;;1238;2603;08/10/2025
petz;petz torres;Avenida Comendador Franco;Guabirotuba;Curitiba;PR;Sul;81520-000;1.829.225;-25.4654400084;-49.273;2482;6902;08/10/2025
petz;petz trimais;Avenida Tucuruvi;Tucuruvi;São Paulo;SP;Sudeste;02305-002;11.895.578;-23.4916599931;-46.574542132;2662;50308;08/10/2025
petz;petz uberaba;Avenida Leopoldino de Oliveira;Centro;Uberaba;MG;Sudeste;38010-000;354.142;-19.7496894;-47.9341255;2001;70107;08/10/2025
petz;petz uberlandia;Avenida Rondon Pacheco;Tabajaras;Uberlândia;MG;Sudeste;38400-242;754.954;-18.9176448;-48.2657238;2001;70206;08/10/2025
petz;petz varzea grande;Avenida Miguel Sutil;Cidade Alta;Cuiabá;MT;Centro-Oeste;78030-485;314.627;-15.6067708;-56.1216663;2276;8402;08/10/2025
petz;petz vicente rao;Avenida Professor Vicente Ráo;Jardim Petrópolis;São Paulo;SP;Sudeste;04636-001;11.895.578;-23.2459599691;-46.3065230019;2662;50308;08/10/2025
petz;petz vila galvao;Rua Maria Primo de Jesus;Vila Galvão;Guarulhos;SP;Sudeste;07056-040;1.345.364;-23.4538199917;-46.533;2662;18800;08/10/2025
petz;petz vila isabel;Rua Teodoro da Silva;Vila Isabel;Rio de Janeiro;RJ;Sudeste;20560-025;6.729.894;-22.9185673;-43.2507474;2490;4557;08/10/2025
petz;petz vila mariana;Rua Vergueiro;Vila Mariana;São Paulo;SP;Sudeste;04102-000;11.895.578;-23.5802582809;-46.6392371252;2662;50308;08/10/2025
petz;petz vila matilde;Avenida Conde de Frontin;Tatuapé;São Paulo;SP;Sudeste;03501-000;11.895.578;-23.3777199799;-46.8217480603;2662;50308;08/10/2025
petz;petz vila velha;Travessa Santa Leopoldina;Coqueiral de Itaparica;Vila Velha;ES;Sudeste;29102-320;502.899;-20.3545362;-40.2945134;2111;5200;08/10/2025
petz;petz vitoria;Avenida Nossa Senhora da Penha;Santa Lúcia;Vitória;ES;Sudeste;29056-075;342.800;-20.2982193;-40.2999592;2111;5309;08/10/2025
petz;petz vitoria da conquista;Avenida Olívia Flores;Candeias;Vitória da Conquista;BA;Nordeste;45028-610;394.024;-14.8605196;-40.8267051;1366;33307;08/10/2025
petz;petz washington luis;Avenida Washington Luís;Santo Amaro;São Paulo;SP;Sudeste;04662-003;11.895.578;-23.8537300363;-46.9695021994;2662;50308;08/10/2025
petz;petz washington soares;Avenida Washington Soares;Engenheiro Luciano Cavalcante;Fortaleza;CE;Nordeste;60810-350;2.574.412;-3.7749868;-38.4876205;1225;4400;08/10/2025
cobasi;cobasi getulio vargas - osasco;avenida getulio vargas;;osasco;SP;Sudeste;indisponivel;756.952;;;2662;34401;08/10/2025
cobasi;cobasi jandira mall;rua manoel alves garcia;;jandira;SP;Sudeste;indisponivel;121.988;;;2662;25003;08/10/2025
cobasi;cobasi joao pessoa;rua bacharel jose de oliveira curchatuz;;joao pessoa;PB;Nordeste;indisponivel;888.679;;;1401;7507;08/10/2025
cobasi;cobasi marilia esmeralda;avenida das esmeraldas;;marilia;SP;Sudeste;indisponivel;246.627;;;2662;29005;08/10/2025
cobasi;cobasi presidente prudente;avenida onze de maio;;presidente prudente;SP;Sudeste;indisponivel;234.083;;;2662;41406;08/10/2025
cobasi;cobasi riviera de sao lourenco;rua aprovada 239;;bertioga;SP;Sudeste;indisponivel;66.873;;;2662;6359;08/10/2025
cobasi;pet shop cobasi alphaville;Alameda Rio Negro;Alphaville Centro Industrial e Empresarial/Alphaville.;Barueri;SP;Sudeste;06454-000;330.339;-23.5001099961;-46.8878758994;2662;5708;08/10/2025
cobasi;pet shop cobasi alto da boa vista;Avenida Santo Amaro;Santo Amaro;São Paulo;SP;Sudeste;04702-002;11.895.578;-23.8577800354;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi alto de pinheiros;Avenida General Furtado Nascimento;Alto de Pinheiros;São Paulo;SP;Sudeste;05465-070;11.895.578;-23.1392199516;-47.0819131554;2662;50308;08/10/2025
cobasi;pet shop cobasi americana;Avenida Brasil;Jardim São Paulo;Americana;SP;Sudeste;13468-000;246.655;-22.7378463;-47.3335688;2662;1608;08/10/2025
cobasi;pet shop cobasi andradas;Avenida dos Andradas;Pompéia;Belo Horizonte;MG;Sudeste;30280-020;2.416.339;-19.9161426;-43.9092584;2001;6200;08/10/2025
cobasi;pet shop cobasi aracaju rio mar;Avenida Delmiro Gouveia;Coroa do Meio;Aracaju;SE;Nordeste;49035-500;628.849;-10.9594312;-37.0419023;1473;308;08/10/2025
cobasi;pet shop cobasi araraquara;Avenida Alberto Benassi;Jardim Bandeirantes;Araraquara;SP;Sudeste;14804-300;252.318;-21.7864532;-48.2205797;2662;3208;08/10/2025
cobasi;pet shop cobasi araraquara savegnago;rua mauricio gali;;araraquara;SP;Sudeste;indisponivel;252.318;;;2662;3208;08/10/2025
cobasi;pet shop cobasi aracatuba;Rua Luiz Pereira Barreto;Vila São Paulo;Araçatuba;SP;Sudeste;16015-445;207.775;-21.2028539;-50.4536793;2662;2804;08/10/2025
cobasi;pet shop cobasi assai anhanguera;Rua Samuel Klabin 193;Bela Aliança;São Paulo;SP;Sudeste;05077-903;11.895.578;-23.4443199877;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi assai interlagos;Avenida Sargento Geraldo Sant'Ana;Jardim Taquaral;São Paulo;SP;Sudeste;04674-225;11.895.578;-23.2408299685;-46.9710730021;2662;50308;08/10/2025
cobasi;pet shop cobasi assai marginal tiete;Avenida Condessa Elisabeth de Robiano;Jardim América da Penha;São Paulo;SP;Sudeste;03704-000;11.895.578;-23.742400024;-46.8480590975;2662;50308;08/10/2025
cobasi;pet shop cobasi atibaia;Rua José Alvim;Centro;Atibaia;SP;Sudeste;12940-750;166.043;-23.1164904;-46.5522265;2662;4107;08/10/2025
cobasi;pet shop cobasi atibaia ii;Avenida Brigadeiro José Vicente Faria Lima;Centro;Atibaia;SP;Sudeste;12940-284;166.043;-23.1175492;-46.5567066;2662;4107;08/10/2025
cobasi;pet shop cobasi atlantica;Avenida Atlântica;Interlagos;São Paulo;SP;Sudeste;04772-005;11.895.578;-23.548;-46.2891459381;2662;50308;08/10/2025
cobasi;pet shop cobasi augusta;Rua Augusta;Cerqueira César;São Paulo;SP;Sudeste;01412-000;11.895.578;-23.5330599959;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi av. jundiai;Avenida Jundiaí;Anhangabaú;Jundiaí;SP;Sudeste;13208-051;460.313;-23.1909011;-46.8999397;2662;25904;08/10/2025
cobasi;pet shop cobasi av. morumbi;Avenida Morumbi;Morumbi;São Paulo;SP;Sudeste;05606-200;11.895.578;-23.9710900446;-47.0975230552;2662;50308;08/10/2025
cobasi;pet shop cobasi avenida sao miguel;Avenida São Miguel;Vila Norma;São Paulo;SP;Sudeste;08070-002;11.895.578;-24.0221200517;-46.1188114309;2662;50308;08/10/2025
cobasi;pet shop cobasi bh belvedere;Rua Maria Luiza Santiago;Santa Lúcia;Belo Horizonte;MG;Sudeste;30360-740;2.416.339;-19.9734626;-43.9480794;2001;6200;08/10/2025
cobasi;pet shop cobasi bh castelo;Avenida Heráclito Mourão de Miranda;Alípio de Melo;Belo Horizonte;MG;Sudeste;30840-032;2.416.339;-19.89405;-44.0041007;2001;6200;08/10/2025
cobasi;pet shop cobasi bh contorno;Avenida do Contorno;Santa Efigênia;Belo Horizonte;MG;Sudeste;30110-017;2.416.339;-19.9139617;-43.9323353;2001;6200;08/10/2025
cobasi;pet shop cobasi bh del rey;Avenida Presidente Carlos Luz;Caiçaras;Belo Horizonte;MG;Sudeste;31250-010;2.416.339;-19.9012987;-43.9667394;2001;6200;08/10/2025
cobasi;pet shop cobasi barra carrefour;Avenida das Américas;Barra da Tijuca;Rio de Janeiro;RJ;Sudeste;22640-102;6.729.894;-22.9999428;-43.341407;2490;4557;08/10/2025
cobasi;pet shop cobasi barra guanabara;Avenida das Américas;Barra da Tijuca;Rio de Janeiro;RJ;Sudeste;22631-003;6.729.894;-23.0008235;-43.3456628;2490;4557;08/10/2025
cobasi;pet shop cobasi barra sul;Avenida Diário de Notícias;Cristal;Porto Alegre;RS;Sul;90810-080;1.389.322;-30.0504600069;-51.2098322109;2608;14902;08/10/2025
cobasi;pet shop cobasi barreiros;Avenida Leoberto Leal;Barreiros;São José;SC;Sul;88117-001;289.949;-27.615;-48.6149989394;2601;16602;08/10/2025
cobasi;pet shop cobasi barretos;Avenida Engenheiro Necker Carvalho de Camargos;América;Barretos;SP;Sudeste;14783-085;126.600;-20.5696797;-48.5757464;2662;5500;08/10/2025
cobasi;pet shop cobasi bauru;Rua São Gonçalo;Vila Altinópolis;Bauru;SP;Sudeste;17012-170;391.740;-22.314459;-49.0586951;2662;6003;08/10/2025
cobasi;pet shop cobasi belem bosque grao para;Passagem Cruzeiro;Mangueirão;Belém;PA;Norte;66640-840;1.398.531;-1.3794267;-48.453117;1344;1402;08/10/2025
cobasi;pet shop cobasi birigui;Avenida Euclides Miragaia;Jardim Jussara Maria;Birigüi;SP;Sudeste;16204-000;122.988;-21.3031528;-50.3585193;2662;6508;08/10/2025
cobasi;pet shop cobasi blumenau neumarkt;Rua Sete de Setembro;Centro;Blumenau;SC;Sul;89010-201;380.597;-26.919360001;-49.0655962518;2601;2404;08/10/2025
cobasi;pet shop cobasi blumenau norte shopping;Rodovia BR-470;Salto do Norte;Blumenau;SC;Sul;89065-800;380.597;-26.8885799887;-49.0318833641;2601;2404;08/10/2025
cobasi;pet shop cobasi botafogo;rua voluntarios da patria;;rio de janeiro;RJ;Sudeste;indisponivel;6.729.894;;;2490;4557;08/10/2025
cobasi;pet shop cobasi botucatu mall;Avenida Professor José Pedretti Neto;Conjunto Residencial Frei Fidelis;Botucatu;SP;Sudeste;18606-125;150.442;-22.898978;-48.4484111;2662;7506;08/10/2025
cobasi;pet shop cobasi braganca paulista;Rua Alpheu Grimello;Taboão;Bragança Paulista;SP;Sudeste;12916-010;184.634;-22.9743115;-46.5353135;2662;7605;08/10/2025
cobasi;pet shop cobasi braganca paulista - av. dos imigrantes;avenida dos imigrantes;;braganca paulista;SP;Sudeste;12802-000;184.634;;;2662;7605;08/10/2025
cobasi;pet shop cobasi brasilia venancio;SCS Quadra 8 Bloco B Lotes 50/60;Asa Sul;Brasília;DF;Centro-Oeste;70333-900;2.982.818;-15.820697;-47.917206;3444;108;08/10/2025
