empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cod_cidade;data_extracao
cobasi;pet shop cobasi sbc faria lima;Avenida Brigadeiro Faria Lima;Centro;São Bernardo do Campo;SP;Sudeste;09720-000;840.499;-23.700570008;-46.565;2662;48708;08/10/2025
cobasi;pet shop cobasi sp ipiranga;Avenida Doutor Ricardo Jafet;Vila Firmiano Pinto;São Paulo;SP;Sudeste;04123-030;11.895.578;-23.3093199739;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi sabara;Rua Moacir Simões da Rocha;Jardim Itapeva;São Paulo;SP;Sudeste;04674-150;11.895.578;-23.2409199627;-46.9709748329;2662;50308;08/10/2025
cobasi;pet shop cobasi salto;Avenida José Maria Marques de Oliveira;Vila Norma;Salto;SP;Sudeste;13327-300;140.125;-23.1825156;-47.312556;2662;45209;08/10/2025
cobasi;pet shop cobasi salvador rio vermelho;Avenida Juracy Magalhães Júnior;Rio Vermelho;Salvador;BA;Nordeste;41940-060;2.568.928;-13.0057625;-38.4847772;1366;27408;08/10/2025
cobasi;pet shop cobasi santa barbara d’oeste tivoli;Rua do Osmio;Jardim Mollon;Santa Bárbara D'Oeste;SP;Sudeste;13456-625;189.338;-22.7471;-47.3657;2662;45803;08/10/2025
cobasi;pet shop cobasi santana;Rua Voluntários da Pátria;Santana;São Paulo;SP;Sudeste;02402-200;11.895.578;-23.4767199851;-46.713755009;2662;50308;08/10/2025
cobasi;pet shop cobasi santo andre av. dos estados;Avenida dos Estados;Parque Jaçatuba;Santo André;SP;Sudeste;09290-520;778.711;-23.6303399906;-46.538;2662;47809;08/10/2025
cobasi;pet shop cobasi santo andre p. barreto;Praça Engenheiro Roldão dos Santos Ferreira;Paraíso;Santo André;SP;Sudeste;09190-695;778.711;-23.6878500049;-46.5119604594;2662;47809;08/10/2025
cobasi;pet shop cobasi santo andre prestes maia;Praça Uirapuru;Santa Maria;Santo André;SP;Sudeste;09071-220;778.711;-23.6573399912;-46.545271427;2662;47809;08/10/2025
cobasi;pet shop cobasi santos afonso pena;Avenida Affonso Penna;Aparecida;Santos;SP;Sudeste;11020-002;429.567;-23.9590362;-46.3200008;2662;48500;08/10/2025
cobasi;pet shop cobasi santos conselheiro nebias;avenida conselheiro nebias;;santos;SP;Sudeste;indisponivel;429.567;;;2662;48500;08/10/2025
cobasi;pet shop cobasi santos francisco glicerio;Avenida General Francisco Glicério;Encruzilhada;Santos;SP;Sudeste;11065-400;429.567;-23.9673822;-46.3328146;2662;48500;08/10/2025
cobasi;pet shop cobasi sena madureira;Rua Sena Madureira;Vila Clementino;São Paulo;SP;Sudeste;04021-001;11.895.578;-23.3200299688;-46.3873214347;2662;50308;08/10/2025
cobasi;pet shop cobasi shop. estacao cuiaba;Avenida Miguel Sutil;Santa Rosa;Cuiabá;MT;Centro-Oeste;78040-365;682.932;-15.5874562;-56.1225948;2276;3403;08/10/2025
cobasi;pet shop cobasi shopping aricanduva;Avenida Aricanduva 5555;Jardim Santa Terezinha (Zona Leste);São Paulo;SP;Sudeste;03527-900;11.895.578;-23.5894000079;-46.6811607367;2662;50308;08/10/2025
cobasi;pet shop cobasi shopping eldorado;Avenida Rebouças;Pinheiros;São Paulo;SP;Sudeste;05402-600;11.895.578;-23.9496700432;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi sorocaba av. sao paulo;rua antonio fernandes;;sorocaba;SP;Sudeste;indisponivel;757.459;;;2662;52205;08/10/2025
cobasi;pet shop cobasi sorocaba itavuvu;Avenida Itavuvu;Jardim Maria Antônia Prado;Sorocaba;SP;Sudeste;18076-005;757.459;-23.4785453;-47.4746565;2662;52205;08/10/2025
cobasi;pet shop cobasi sorocaba pannunzio;Avenida Doutor Armando Pannunzio;Jardim Vera Cruz;Sorocaba;SP;Sudeste;18050-000;757.459;-23.523089;-47.4910365;2662;52205;08/10/2025
cobasi;pet shop cobasi sorocaba panoramico;Avenida Comendador Pereira Inácio;Jardim Vergueiro;Sorocaba;SP;Sudeste;18030-005;757.459;-23.5180018;-47.4530326;2662;52205;08/10/2025
cobasi;pet shop cobasi sumare;Avenida Sumaré;Perdizes;São Paulo;SP;Sudeste;05016-090;11.895.578;-23.548;-46.2392727778;2662;50308;08/10/2025
cobasi;pet shop cobasi sumare parkcity shopping;Avenida Rebouças;Jardim Paulista;Sumaré;SP;Sudeste;13171-065;289.787;-22.8297121;-47.2664776;2662;52403;08/10/2025
cobasi;pet shop cobasi sao bernardo jurubatuba;Rua Jurubatuba;Centro;São Bernardo do Campo;SP;Sudeste;09725-001;840.499;-23.686529995;-46.5731576573;2662;48708;08/10/2025
cobasi;pet shop cobasi sao caetano;Avenida Guido Aliberti;Santo Antônio;São Caetano do Sul;SP;Sudeste;09530-200;172.109;-23.623;-46.5525717152;2662;48807;08/10/2025
cobasi;pet shop cobasi sao carlos;Passeio dos Flamboyants;Parque Faber Castell I;São Carlos;SP;Sudeste;13561-352;265.294;-22.0087082;-47.8909263;2662;48906;08/10/2025
cobasi;pet shop cobasi sao jose do rio preto falavina;Avenida Domingos Falavina;Jardim Marajó;São José do Rio Preto;SP;Sudeste;15046-265;501.597;-20.7795492;-49.386255;2662;49805;08/10/2025
cobasi;pet shop cobasi sao jose do rio preto iguatemi;Avenida Presidente Juscelino Kubitschek de Oliveira;Iguatemi;São José do Rio Preto;SP;Sudeste;15093-340;501.597;-20.811761;-49.3762272;2662;49805;08/10/2025
cobasi;pet shop cobasi sao jose dos campos;Avenida Deputado Benedito Matarazzo;Parque Residencial Aquarius;São José dos Campos;SP;Sudeste;12246-840;724.756;-23.2184518;-45.9027805;2662;49904;08/10/2025
cobasi;pet shop cobasi sao jose dos campos jardim oriente;Rua Andorra;Jardim América;São José dos Campos;SP;Sudeste;12235-050;724.756;-23.2322233;-45.8971143;2662;49904;08/10/2025
cobasi;pet shop cobasi sao jose dos campos nelson davila;Avenida Doutor Nelson D'Avila;Jardim São Dimas;São José dos Campos;SP;Sudeste;12245-030;724.756;-23.1921926;-45.8853637;2662;49904;08/10/2025
cobasi;pet shop cobasi sao jose dos pinhais av. torres;Avenida das Torres;São Pedro;São José dos Pinhais;PR;Sul;83005-450;345.644;-25.535;-49.2065984598;2482;25506;08/10/2025
cobasi;pet shop cobasi sao judas;Avenida Jabaquara;Mirandópolis;São Paulo;SP;Sudeste;04045-003;11.895.578;-23.7784900271;-46.3845725253;2662;50308;08/10/2025
cobasi;pet shop cobasi sao vicente;Avenida Presidente Wilson;Itararé;São Vicente;SP;Sudeste;11320-001;338.407;-23.9682565;-46.3762476;2662;51009;08/10/2025
cobasi;pet shop cobasi tambore;Alameda Araguaia;Alphaville Industrial;Barueri;SP;Sudeste;06455-000;330.339;-23.5220700085;-46.876;2662;5708;08/10/2025
cobasi;pet shop cobasi tatuape;Rua Visconde de Itaboraí;Vila Azevedo;São Paulo;SP;Sudeste;03308-050;11.895.578;-23.6987500219;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi taubate;Avenida Dom Pedro I;Terra Nova;Taubaté;SP;Sudeste;12081-810;321.298;-23.0295331;-45.538758;2662;54102;08/10/2025
cobasi;pet shop cobasi taubate ii;Avenida Charles Schnneider;Parque Senhor do Bonfim;Taubaté;SP;Sudeste;12040-000;321.298;-23.0315669;-45.59953;2662;54102;08/10/2025
cobasi;pet shop cobasi teodoro sampaio;Rua Navarro de Andrade;Pinheiros;São Paulo;SP;Sudeste;05418-020;11.895.578;-23.1446199568;-47.07602262;2662;50308;08/10/2025
cobasi;pet shop cobasi teotonio vilela;Avenida Senador Teotônio Vilela;Vila São José (Cidade Dutra);São Paulo;SP;Sudeste;04833-000;11.895.578;-23.8776700373;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi tutoia;Rua Tutóia;Vila Mariana;São Paulo;SP;Sudeste;04007-002;11.895.578;-23.3221899761;-46.3896776545;2662;50308;08/10/2025
cobasi;pet shop cobasi uberaba;Praça Santos Dumont;Santos Dumont;Uberaba;MG;Sudeste;38050-590;354.142;-19.7473668;-47.939154;2001;70107;08/10/2025
cobasi;pet shop cobasi uberlandia;Avenida Rondon Pacheco;Tabajaras;Uberlândia;MG;Sudeste;38400-242;754.954;-18.9176448;-48.2657238;2001;70206;08/10/2025
cobasi;pet shop cobasi valinhos;Rua Luiz Spiandorelli Neto;Loteamento Paiquerê;Valinhos;SP;Sudeste;13271-570;131.277;-22.9812024;-47.0127132;2662;56206;08/10/2025
cobasi;pet shop cobasi via parque shopping;Avenida Ayrton Senna 3000;Barra da Tijuca;Rio de Janeiro;RJ;Sudeste;22775-904;6.729.894;-22.9826942;-43.362939;2490;4557;08/10/2025
cobasi;pet shop cobasi viamao;Avenida Senador Salgado Filho;Querência;Viamão;RS;Sul;94440-000;232.113;-30.0855900029;-51.0283044136;2608;23002;08/10/2025
cobasi;pet shop cobasi vila velha;Rua Luciano das Neves 2418;Divino Espírito Santo;Vila Velha;ES;Sudeste;29107-900;502.899;-20.3477821;-40.2949528;2111;5200;08/10/2025
cobasi;pet shop cobasi villa lobos;Rua Manoel Velasco;Vila Hamburguesa;São Paulo;SP;Sudeste;05319-010;11.895.578;-23.939590043;-46.636;2662;50308;08/10/2025
cobasi;pet shop cobasi vinhedo;Estrada da Boiada;Santa Rosa;Vinhedo;SP;Sudeste;13289-020;79.235;-23.0314931;-46.9876299;2662;56701;08/10/2025
cobasi;pet shop cobasi varzea grande;Avenida Presidente Arthur Bernardes;Centro-Sul;Várzea Grande;MT;Centro-Oeste;78125-100;314.627;-15.6515199;-56.1323601;2276;8402;08/10/2025
cobasi;pet shop cobasi agua branca;Avenida Francisco Matarazzo;Água Branca;São Paulo;SP;Sudeste;05001-000;11.895.578;-23.1856599608;-47.0312545895;2662;50308;08/10/2025
cobasi;pet shop cobasi aguas claras;Avenida Sibipiruna;Sul (Águas Claras);Brasília;DF;Centro-Oeste;71928-720;2.982.818;-15.885750017;-48.0398915003;3444;108;08/10/2025
cobasi;pet shop mundo pet cobasi aldeota;Avenida Senador Virgílio Távora;Aldeota;Fortaleza;CE;Nordeste;60170-078;2.574.412;-3.7357094;-38.5069693;1225;4400;08/10/2025
cobasi;pet shop mundo pet cobasi batista campos;Travessa São Pedro;Campina;Belém;PA;Norte;66023-570;1.398.531;-1.4517346;-48.4999707;1344;1402;08/10/2025
cobasi;pet shop mundo pet cobasi brasilia aguas claras;Rua 35;Norte (Águas Claras);Brasília;DF;Centro-Oeste;71919-000;2.982.818;-15.8352342;-48.0367863;3444;108;08/10/2025
cobasi;pet shop mundo pet cobasi eusebio;av. eusebio de queiroz;;eusebio;CE;Nordeste;61765-070;80.304;;;1225;4285;08/10/2025
cobasi;pet shop mundo pet cobasi fortaleza washington soares;Avenida Washington Soares;Engenheiro Luciano Cavalcante;Fortaleza;CE;Nordeste;60810-350;2.574.412;-3.7749868;-38.4876205;1225;4400;08/10/2025
cobasi;pet shop mundo pet cobasi goiania oeste;Avenida Portugal;Setor Oeste;Goiânia;GO;Centro-Oeste;74140-020;1.494.599;-16.6890379;-49.2702758;2098;8707;08/10/2025
cobasi;pet shop mundo pet cobasi manaira shopping;Avenida Governador Flávio Ribeiro Coutinho;Parque Verde;Cabedelo;PB;Nordeste;58102-835;70.067;-6.9877215;-34.8287221;1401;3209;08/10/2025
cobasi;pet shop mundo pet cobasi salvador graca;Avenida Euclydes da Cunha;Graça;Salvador;BA;Nordeste;40150-120;2.568.928;-12.9979705;-38.5200581;1366;27408;08/10/2025
cobasi;pet shop mundo pet cobasi salvador shopping;Avenida Tancredo Neves 2915;Caminho das Árvores;Salvador;BA;Nordeste;41820-910;2.568.928;-12.9816038;-38.4643358;1366;27408;08/10/2025
cobasi;pet shop mundo pet cobasi tirol natal;Avenida Prudente de Morais;Tirol;Natal;RN;Nordeste;59020-510;785.368;-5.8034577;-35.2011079;1616;8102;08/10/2025
cobasi;pet&facil washington luis;Avenida Washington Luís;Santo Amaro;São Paulo;SP;Sudeste;04627-002;11.895.578;-23.6371354;-46.670923;2662;50308;08/10/2025
petland;petland lins;Rua Dom Bosco;Vila Alta;Lins;SP;Sudeste;16400-505;76.729;-21.67198;-49.7574013;2662;27108;08/10/2025
petland;petland vila gumercindo;Rua Tupanaci;Vila Gumercindo;São Paulo;SP;Sudeste;04131-020;11.895.578;-23.548;-46.3742640957;2662;50308;08/10/2025
petland;petland textil;Avenida Guilherme Giorgi;Vila Carrão;São Paulo;SP;Sudeste;03422-001;11.895.578;-23.7120700169;-46.8149739476;2662;50308;08/10/2025
petland;petland menino deus;Avenida Getúlio Vargas;Menino Deus;Porto Alegre;RS;Sul;90150-002;1.389.322;-30.037680009;-51.23;2608;14902;08/10/2025
petland;petland arvoredo;Avenida Princesa Isabel;Parque Recreio;Contagem;MG;Sudeste;32110-000;649.975;-19.8792202;-44.0219003;2001;18601;08/10/2025
petland;petland lajeado;Avenida Benjamin Constant;Centro;Lajeado;RS;Sul;95900-056;96.651;-29.462995;-51.9668399;2608;11403;08/10/2025
petland;petland ipiranga;Rua Bom Pastor;Ipiranga;São Paulo;SP;Sudeste;04203-052;11.895.578;-23.2977099666;-46.9090260907;2662;50308;08/10/2025
petland;petland chacara santo antonio;Rua Cancioneiro Popular;Santo Amaro;São Paulo;SP;Sudeste;04710-000;11.895.578;-23.548;-46.9749018514;2662;50308;08/10/2025
petland;petland limeira;Rua Sete de Setembro;Centro;Limeira;SP;Sudeste;13480-150;300.728;-22.5665354;-47.3974368;2662;26902;08/10/2025
petland;petland vila mascote;Avenida Mascote;Vila Mascote;São Paulo;SP;Sudeste;04363-000;11.895.578;-23.2779999695;-46.3414734789;2662;50308;08/10/2025
petland;petland tude bastos;Avenida Irmãos Adorno;Sítio do Campo;Praia Grande;SP;Sudeste;11725-320;365.577;-23.9970893;-46.4217894;2662;41000;08/10/2025
petland;petland aracatuba;Rua Sarjob Mendes;Icaray;Araçatuba;SP;Sudeste;16020-360;207.775;-21.2236144;-50.4497105;2662;2804;08/10/2025
petland;petland grageru;Avenida Ministro Geraldo Barreto Sobral;Grageru;Aracaju;SE;Nordeste;49027-255;628.849;-10.9451838;-37.0624862;1473;308;08/10/2025
petland;petland alianca;Rua Bom Pastor;Ipiranga;São Paulo;SP;Sudeste;04203-052;11.895.578;-23.2977099666;-46.9090260907;2662;50308;08/10/2025
petland;petland outlet premium imigrantes;Estrada da Cama Patente;Alvarenga;São Bernardo do Campo;SP;Sudeste;09842-100;840.499;-23.694;-46.5388561919;2662;48708;08/10/2025
petland;petland vila a;Avenida Engenheiro Hildemar Leite França;Vila Residencial A;Foz do Iguaçu;PR;Sul;85860-320;295.500;-25.5384599903;-54.577426122;2482;8304;08/10/2025
petland;petland tapejara;;;Tapejara;RS;Sul;99950-000;25.201;-28.0678199995;-52.014;2608;20909;08/10/2025
petland;petland  sao mateus;Avenida Presidente Itamar Franco;São Mateus;Juiz de Fora;MG;Sudeste;36016-321;565.764;-21.768205;-43.3501397;2001;36702;08/10/2025
petland;petland rio branco;Avenida Doutor Ulysses Guimarães;Vila Nogueira;Diadema;SP;Sudeste;09990-080;404.118;-23.6715999944;-46.6072753633;2662;13801;08/10/2025
petland;petland parque sao lucas;Rua Francisco Fett;Vila Paulo Silas;São Paulo;SP;Sudeste;03264-000;11.895.578;-23.6929900171;-46.636;2662;50308;08/10/2025
petland;petland novo eldorado;Avenida Doutor Cincinato Cajado Braga;Novo Eldorado;Contagem;MG;Sudeste;32341-310;649.975;-19.9350502;-44.0526866;2001;18601;08/10/2025
petland;petland mexicao;Avenida Capitão-mor Aguiar;Centro;São Vicente;SP;Sudeste;11310-201;338.407;-23.9671961;-46.3915641;2662;51009;08/10/2025
petland;petland marco belem;Avenida Rômulo Maiorana;Marco;Belém;PA;Norte;66093-672;1.398.531;-1.4414112;-48.4655217;1344;1402;08/10/2025
petland;petland jardim das flores;Rua Osório Duque Estrada;Pestana;Osasco;SP;Sudeste;06122-000;756.952;-23.5401596;-46.7977195;2662;34401;08/10/2025
petland;petland horto florestal;Rua Izidro Roque da Silva Telo;Horto Florestal;Sorocaba;SP;Sudeste;18074-745;757.459;-23.5015299;-47.4525603;2662;52205;08/10/2025
petland;petland parque dos anjos;Avenida Antônio Gomes Correa;Parque dos Anjos;Gravataí;RS;Sul;94190-300;275.294;-29.9277099901;-50.9732005163;2608;9209;08/10/2025
petland;petland mongagua;;;Mongaguá;SP;Sudeste;11730-000;64.519;-24.1075246;-46.6801919;2662;31100;08/10/2025
petland;petland campo bom;;;Campo Bom;RS;Sul;93700-000;64.704;-29.6788945671;-51.0618405609;2608;3905;08/10/2025
petland;petland brasilio mall;Rua Brasílio Machado;Centro;São Bernardo do Campo;SP;Sudeste;09715-140;840.499;-23.700210005;-46.565;2662;48708;08/10/2025
petland;petland bom fim;Praça da Alfândega;Centro Histórico;Porto Alegre;RS;Sul;90010-150;1.389.322;-30.0327299961;-51.23;2608;14902;08/10/2025
petland;petland avenida t1;Avenida T 1;Setor Bueno;Goiânia;GO;Centro-Oeste;74210-025;1.494.599;-16.7004399;-49.276539;2098;8707;08/10/2025
petland;petland enseada;Avenida Dom Pedro I;Enseada;Guarujá;SP;Sudeste;11440-000;294.973;-23.9948444;-46.2568678;2662;18701;08/10/2025
petland;petland vinhais;Rua do Arame;Vinhais;São Luís;MA;Nordeste;65074-380;1.088.057;-2.5104119;-44.2504104;1077;11300;08/10/2025
petland;petland vila sao francisco;Avenida Martin Luther King;Cidade São Francisco;São Paulo;SP;Sudeste;05352-020;11.895.578;-23.9428300407;-46.2053040548;2662;50308;08/10/2025
petland;petland vila mirim;Rua Primeiro de Maio;Mirim;Praia Grande;SP;Sudeste;11704-710;365.577;-24.0285831;-46.4881622;2662;41000;08/10/2025
petland;petland vila madalena;Rua Natingui;Vila Madalena;São Paulo;SP;Sudeste;05443-001;11.895.578;-23.9543500441;-46.1927375876;2662;50308;08/10/2025
petland;petland presidente prudente;Rua Álvares Machado;Vila Euclides;Presidente Prudente;SP;Sudeste;19015-450;234.083;-22.1270737;-51.4009725;2662;41406;08/10/2025
petland;petland varginha;Avenida Francisco Navarra;Centro;Varginha;MG;Sudeste;37006-003;142.802;-21.5560669;-45.4368543;2001;70701;08/10/2025
petland;petland unai;Rua Eli Pinto de Carvalho;Cruzeiro;Unaí;MG;Sudeste;38616-010;90.724;-16.3661499;-46.899058;2001;70404;08/10/2025
petland;petland tirol;Avenida Hermes da Fonseca;Tirol;Natal;RN;Nordeste;59020-315;785.368;-5.8034577;-35.2011079;1616;8102;08/10/2025
petland;petland sao caetano do sul;Rua Rafael Correa Sampaio;Santa Paula;São Caetano do Sul;SP;Sudeste;09541-250;172.109;-23.6257900073;-46.551;2662;48807;08/10/2025
petland;petland santos dumont;;;Santos Dumont;MG;Sudeste;36240-000;43.392;-21.4662142;-43.5500883;2001;60702;08/10/2025
petland;petland santo antonio;Rua das Magnólias;Jardim Primavera;Guarujá;SP;Sudeste;11432-320;294.973;-23.9874056;-46.2717048;2662;18701;08/10/2025
petland;petland saboo;Rua Flaminio Levy;Saboó;Santos;SP;Sudeste;11085-080;429.567;-23.9331245;-46.3488019;2662;48500;08/10/2025
petland;petland presidente venceslau;;;Presidente Venceslau;SP;Sudeste;19400-000;35.902;-21.8737026;-51.8452266;2662;41505;08/10/2025
petland;petland presidente vargas;;;Presidente Venceslau;SP;Sudeste;19400-000;35.902;-21.8737026;-51.8452266;2662;41505;08/10/2025
petland;petland petropolis;Avenida Protásio Alves;Petrópolis;Porto Alegre;RS;Sul;90410-003;1.389.322;-30.0231899978;-51.2186686153;2608;14902;08/10/2025
petland;petland ilhabela;;;Ilhabela;SP;Sudeste;11630-000;36.329;-23.8158392;-45.3664809;2662;20400;08/10/2025
petland;petland perdizes;Rua Apinajés;Perdizes;São Paulo;SP;Sudeste;05017-000;11.895.578;-23.5394736427;-46.6817360327;2662;50308;08/10/2025
petland;petland peninsula;Avenida São Marcos;São Marcos;São Luís;MA;Nordeste;65077-310;1.088.057;-2.4882276;-44.2982047;1077;11300;08/10/2025
petland;petland pedro marques;Rua Pedro Marques;Centro;Itapetininga;SP;Sudeste;18200-270;163.774;-23.589346;-48.0445597;2662;22307;08/10/2025
petland;petland santana pedro doll;Rua Pedro Doll;Santana;São Paulo;SP;Sudeste;02404-000;11.895.578;-23.4764499904;-46.5579504702;2662;50308;08/10/2025
petland;petland paulista;Rua Bela Cintra;Consolação;São Paulo;SP;Sudeste;01415-001;11.895.578;-23.5524085573;-46.655224424;2662;50308;08/10/2025
petland;petland parque das americas;Rua Bolívia;Parque das Américas;Mauá;SP;Sudeste;09350-636;429.380;-23.6604399964;-46.4527457021;2662;29401;08/10/2025
petland;petland papini;Rua Cambuci do Vale;Cidade Dutra;São Paulo;SP;Sudeste;04805-110;11.895.578;-23.8699300338;-46.2848262141;2662;50308;08/10/2025
petland;petland nicomedes;Avenida Nicomedes Alves dos Santos;Morada da Colina;Uberlândia;MG;Sudeste;38411-106;754.954;-18.9631213;-48.2736062;2001;70206;08/10/2025
petland;petland nebraska;Rua Nebraska;Brooklin Novo;São Paulo;SP;Sudeste;04560-010;11.895.578;-23.6124075642;-46.6789609418;2662;50308;08/10/2025
petland;petland matozinhos;Avenida Tomé Portes Del Rei;Vila Santo Antônio (Matozinhos);São João Del Rei;MG;Sudeste;36305-058;94.062;-21.1256939;-44.2372126;2001;62500;08/10/2025
petland;petland pinheiros – mateus grou;Rua Mateus Grou;Pinheiros;São Paulo;SP;Sudeste;05415-050;11.895.578;-23.9510200413;-46.636;2662;50308;08/10/2025
petland;petland jose menino;Rua Rei Jorge VI;José Menino;Santos;SP;Sudeste;11065-310;429.567;-23.967423;-46.3560768;2662;48500;08/10/2025
petland;petland jasmim;Rua Jasmim;Chácara Primavera;Campinas;SP;Sudeste;13087-460;1.185.977;-22.8554178;-47.0486638;2662;9502;08/10/2025
petland;petland jardim dos colibris;Avenida Josué Ferreira da Silva;Jardim dos Colibris;Indaiatuba;SP;Sudeste;13349-125;267.796;-23.119243;-47.2547852;2662;20509;08/10/2025
petland;petland janga;Avenida Doutor Cláudio José Gueiros Leite;Janga;Paulista;PE;Nordeste;53437-000;362.960;-7.9393032;-34.8249069;1453;10707;08/10/2025
petland;petland jaguaribe;Avenida Flora;Bussocaba;Osasco;SP;Sudeste;06053-130;756.952;-23.533;-46.7984788456;2662;34401;08/10/2025
petland;petland jaboticabeiras;Praça Marta de Miranda de El Rei;Padre Cursino;Taubaté;SP;Sudeste;12030-760;321.298;-23.0204559;-45.5563555;2662;54102;08/10/2025
petland;petland independencia;Avenida Independência;Independência;Taubaté;SP;Sudeste;12031-000;321.298;-23.0395693;-45.5688392;2662;54102;08/10/2025
petland;petland higienopolis;Praça Vilaboim;Higienópolis;São Paulo;SP;Sudeste;01241-010;11.895.578;-23.5565500015;-46.6453266737;2662;50308;08/10/2025
petland;petland guaianazes otelo;Rua Otelo Augusto Ribeiro;Guaianazes;São Paulo;SP;Sudeste;08412-000;11.895.578;-23.0261799449;-47.2052215857;2662;50308;08/10/2025
petland;petland jau;Rua General Isidoro;Chácara Braz Miraglia;Jaú;SP;Sudeste;17207-270;137.323;-22.2899353;-48.553312;2662;25300;08/10/2025
petland;petland garcia;Avenida Jorge Amado;Jardins;Aracaju;SE;Nordeste;49025-330;628.849;-10.9387749;-37.0531148;1473;308;08/10/2025
petland;petland formiga;Avenida Doutor Henrique Braga;Centro;Formiga;MG;Sudeste;35570-030;70.668;-20.4628628;-45.4325227;2001;26109;08/10/2025
petland;petland santa rosa;Avenida Expedicionário Weber;Central;Santa Rosa;RS;Sul;98787-000;79.395;-27.8616407;-54.454857;2608;17202;08/10/2025
petland;petland dom nery;Rua Dom Nery;Vila Embaré;Valinhos;SP;Sudeste;13271-170;131.277;-22.9684707;-47.0011055;2662;56206;08/10/2025
petland;petland dom joaquim;Avenida Dom Joaquim;Centro;Pelotas;RS;Sul;96020-260;336.131;-31.7450526;-52.336725;2608;14407;08/10/2025
petland;petland dom bosco;Avenida Brigadeiro Eduardo Gomes;Dom Bosco;Belo Horizonte;MG;Sudeste;30850-222;2.416.339;-19.9154186;-44.0008902;2001;6200;08/10/2025
petland;petland cupece;Avenida Cupecê;Jardim Prudência;São Paulo;SP;Sudeste;04365-000;11.895.578;-23.2778199652;-46.636;2662;50308;08/10/2025
petland;petland cidade nova;Rua Armando Salles de Oliveira;Vila Todos os Santos;Indaiatuba;SP;Sudeste;13330-585;267.796;-23.079944;-47.2172921;2662;20509;08/10/2025
petland;petland bento goncalves;Rua Olavo Bilac;Cidade Alta;Bento Gonçalves;RS;Sul;95700-362;127.775;-29.1719814;-51.5161829;2608;2105;08/10/2025
petland;petland canal 3;Avenida Washington Luís;Gonzaga;Santos;SP;Sudeste;11055-000;429.567;-23.9673822;-46.3328146;2662;48500;08/10/2025
petland;petland campo belo;Rua Conde de Porto Alegre;Campo Belo;São Paulo;SP;Sudeste;04608-002;11.895.578;-23.2493799671;-46.636;2662;50308;08/10/2025
petland;petland cambui;Rua dos Bandeirantes;Cambuí;Campinas;SP;Sudeste;13024-010;1.185.977;-22.8921264;-47.0546529;2662;9502;08/10/2025
petland;petland botucatu;Avenida Doutor Vital Brasil;Vila São Lúcio;Botucatu;SP;Sudeste;18603-193;150.442;-22.8841808;-48.4441654;2662;7506;08/10/2025
petland;petland bom retiro;Rua Olga Assunção;Novo Horizonte;Betim;MG;Sudeste;32606-016;429.236;-19.9444194;-44.204051;2001;6705;08/10/2025
petland;petland benjamin constant;Avenida Benjamin Constant;Floresta;Porto Alegre;RS;Sul;90550-005;1.389.322;-30.0463200085;-51.23;2608;14902;08/10/2025
petland;petland 13 de julho;;;aracaju;SE;Nordeste;49025-630;628.849;;;1473;308;08/10/2025
petland;petland batatais;;;batatais;SP;Sudeste;14300-000;59.873;;;2662;5906;08/10/2025
petland;petland barra muriae;Rua Gil Moreira;Barra;Muriaé;MG;Sudeste;36884-112;108.161;-21.1278887;-42.3824038;2001;43906;08/10/2025
petland;petland avenida brasil;Avenida Brasil;Vila Itapura;Campinas;SP;Sudeste;13023-075;1.185.977;-22.8990196;-47.0585262;2662;9502;08/10/2025
petland;petland araguaina;Rua Vinte e Cinco de Dezembro;Setor Central;Araguaína;TO;Norte;77804-030;181.493;-7.1901421;-48.2082624;1737;2109;08/10/2025
petland;petland analia franco;Rua Professor João de Oliveira Torres;Jardim Anália Franco;São Paulo;SP;Sudeste;03337-010;11.895.578;-23.3940999774;-46.636;2662;50308;08/10/2025
petland;petland aclimacao;Avenida da Aclimação;Aclimação;São Paulo;SP;Sudeste;01531-000;11.895.578;-23.5693300084;-46.6592676017;2662;50308;08/10/2025
petland;petland 5 de novembro;Avenida 5 de Novembro;Vila Nastri;Itapetininga;SP;Sudeste;18207-320;163.774;-23.6014345;-48.0617431;2662;22307;08/10/2025
petland;petland vila mariana;Avenida Conselheiro Rodrigues Alves;Vila Mariana;São Paulo;SP;Sudeste;04014-011;11.895.578;-23.548;-46.3884013667;2662;50308;08/10/2025
petland;petland vila clementino;Rua Luís Góis;Mirandópolis;São Paulo;SP;Sudeste;04043-350;11.895.578;-23.548;-46.3847688792;2662;50308;08/10/2025
petland;petland turu;Avenida São Luís Rei de França;Turu;São Luís;MA;Nordeste;65065-470;1.088.057;-2.5607800101;-44.303;1077;11300;08/10/2025
petland;petland tatuape;Rua Azevedo Soares;Vila Gomes Cardim;São Paulo;SP;Sudeste;03322-002;11.895.578;-23.3955399838;-46.636;2662;50308;08/10/2025
petland;petland sinop;Avenida das Itaúbas;Setor Comercial;Sinop;MT;Centro-Oeste;78550-196;216.029;-11.8543759;-55.5107714;2276;7909;08/10/2025
