empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cidade_cod_ibge;data_extracao
petz;Petz Mogi das Cruzes;Av. Francisco Rodrigues Filho, 1550;Botujuru;Mogi das Cruzes;SP;Sudeste;08840-000;468120.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Mogi Guaçu;Av. Mogi Mirim, 970;Areião;Mogi Guaçu;SP;Sudeste;13844-110;159735.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Moinhos de Vento;Rua Quintino Bocaiúva, 433;Floresta;Porto Alegre;RS;Sul;90440-051;1389322.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Mooca;Av. Paes de Barros, 1654;Mooca;São Paulo;SP;Sudeste;03114-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Mooca Plaza Shopping;R. Cap. Pacheco e Chaves, 313;Vila Prudente;São Paulo;SP;Sudeste;03126-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Morumbi;Rua Aureliano Guimarães, 201;Morumbi;São Paulo;SP;Sudeste;05727-160;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Nações Unidas;Avenida das Nações Unidas, 20727;Vila Almeida;São Paulo;SP;Sudeste;04795-100;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Natal;Av. Sen. Salgado Filho, 2431;Lagoa Nova;Natal;RN;Nordeste;59075-000;785368.0;;;1616.0;2400109.0;08/10/2025
petz;Petz Natal Zona Norte;Av. Dr. João Medeiros Filho, 1420;Potengi;Natal;RN;Nordeste;59108-550;785368.0;;;1616.0;2400109.0;08/10/2025
petz;Petz Nordestina;Av. Nordestina, 2740;Cidade Nova São Miguel;São Paulo;SP;Sudeste;08042-117;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Norte Sul Plaza;"Av. Presidente Ernesto Geisel, 2300
                                             - Shopping Norte Sul Plaza";Jardim Joquei Club;Campo Grande;MS;Centro-Oeste;79080-105;954537.0;;;2169.0;5000203.0;08/10/2025
petz;Petz Nossa Senhora do Carmo;Av. Nossa Senhora do Carmo, 1448;São Pedro;Belo Horizonte;MG;Sudeste;30330-000;2416339.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Nova Iguaçu;Av. Abílio Augusto Távora, 292;Jardim Alvorada;Nova Iguaçu;RJ;Sudeste;26265-090;843046.0;;;2490.0;3300100.0;08/10/2025
petz;Petz Novo Hamburgo;Rua Castro Alves, 205;Rio Branco;Novo Hamburgo;RS;Sul;93310-270;235879.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Olinda;R. Carmelita Muniz de Araújo, 225;Casa Caiada;Olinda;PE;Nordeste;53130-645;365402.0;;;1453.0;2600054.0;08/10/2025
petz;Petz Osasco;"Av. dos Autonomistas, 1473
                                             - Parte A";Vila Yara;Osasco;SP;Sudeste;06090-010;756952.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Pacaembu;Praça Charles Miller, 117;Pacaembu;São Paulo;SP;Sudeste;01234-010;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Palmas;Q. 101 Sul Avenida LO 3, S/N;Plano Diretor Sul;Palmas;TO;Norte;77015-002;323625.0;;;1737.0;1700251.0;08/10/2025
petz;Petz Pampulha;Av. Professor Magalhães Penido, 1000;Liberdade;Belo Horizonte;MG;Sudeste;31270-652;2416339.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Pão de Açúcar Jabaquara;Av. Eng. Armando de Arruda Pereira, 1900;Jardim Oriental;São Paulo;SP;Sudeste;04308-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Parada de Taipas;Av. Raimundo Pereira de Magalhães, 12219;Parada De Taipas;São Paulo;SP;Sudeste;02989-095;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz ParkShopping Brasília;"ParkShopping Brasília,  
                                             - SMAS Trecho 1";Guará;Brasília;DF;Centro-Oeste;71219-900;2982818.0;;;3444.0;5300108.0;08/10/2025
petz;Petz Parnamirim;Av. Dezessete de Agosto, 295;Parnamirim;Recife;PE;Nordeste;52060-590;1587707.0;;;1453.0;2600054.0;08/10/2025
petz;Petz Parque Flamboyant;"Av. Deputado Jamel Cecílio, 2697
                                             - quadra B16, lotes 17/19";Jardim Goiás;Goiânia;GO;Centro-Oeste;74810-100;1494599.0;;;2098.0;5200050.0;08/10/2025
petz;Petz Parque Shopping Bahia;Avenida Santos Dumont, 4360;Centro;Lauro de Freitas;BA;Nordeste;42702-400;217960.0;;;1366.0;2900108.0;08/10/2025
petz;Petz Parque Shopping Maceió;Av. Comendador Gustavo Paiva, 5945;Cruz das Almas;Maceió;AL;Nordeste;57038-000;994464.0;;;1331.0;2700102.0;08/10/2025
petz;Petz Passeio das Águas;"Av. Perimetral Norte, 8303
                                             - Fazenda das Caveiras";Passeio das Águas;Goiânia;GO;Centro-Oeste;74445-360;1494599.0;;;2098.0;5200050.0;08/10/2025
petz;Petz Pelotas;Avenida Ferreira Viana, 1511;Areal;Pelotas;RS;Sul;96085-000;336131.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Pereira Barreto;"Rua Thales Dos Santos Freire, 36
                                             - Quadra 8B LOT 26,27,28,29 e 30";Baeta Neves;São Bernardo do Campo;SP;Sudeste;09751-020;840499.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Pindamonhangaba;Av. Dr. Jorge Tibiriçá, 593;Chácara Galega;Pindamonhangaba;SP;Sudeste;12422-050;172027.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Piracicaba;Av. Centenário, 780;São Dimas;Piracicaba;SP;Sudeste;13416-000;438827.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Pituba;Av. Manoel Dias da Silva, 1251;Pituba;Salvador;BA;Nordeste;41830-001;2568928.0;;;1366.0;2900108.0;08/10/2025
petz;Petz Plaza Avenida Shopping;"Av. José Munia, 4775
                                             - Shopping Plaza Avenida, Piso T";Redentor;São José do Rio Preto;SP;Sudeste;15085-350;501597.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Poços de Caldas;Av. João Pinheiro, 711;Centro;Poços de Caldas;MG;Sudeste;37701-387;171533.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Pompeia;"Av. Francisco Matarazzo, 2000
                                             - Complexo SP MEGA STORES";Água Branca;São Paulo;SP;Sudeste;05001-200;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Ponta Verde;R. Prof. Sandoval Arroxelas, 1078;Ponta Verde;Maceió;AL;Nordeste;57035-230;994464.0;;;1331.0;2700102.0;08/10/2025
petz;Petz Porto Velho Shopping;Av. Pref. Chiquilito Erse, 3288;Flodoaldo Pontes Pinto;Porto Velho;RO;Norte;76820-408;514873.0;;;1717.0;1100015.0;08/10/2025
petz;Petz Praia Grande;Av. Presidente Kennedy, 2900;Guilhermina;Praia Grande;SP;Sudeste;11600-000;365577.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Presidente Kennedy;"Av. Sgt. Hermínio Sampaio, 2965
                                             - ao lado do Assai Atacadista";Pres. Kennedy;Fortaleza;CE;Nordeste;60355-503;2574412.0;;;1225.0;2300101.0;08/10/2025
petz;Petz Presidente Prudente;Av. Manoel Goulart, 2671;Centro Educacional;Presidente Prudente;SP;Sudeste;19010-000;234083.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Protásio Alves;"Av. Protásio Alves, 4194
                                             - Loja 2";Petrópolis;Porto Alegre;RS;Sul;91310-000;1389322.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Radial Leste;Av. Alcântara Machado , 3300;bras;São Paulo;SP;Sudeste;03102-007;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Raja Gabaglia;Avenida Raja Gabaglia, 3230;Estoril Belo Horizonte;Belo Horizonte;MG;Sudeste;30360-670;2416339.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Ribeirão Independência;Avenida Independência , 1810;Jardim Sumare;Ribeirão Preto;SP;Sudeste;14025-393;728400.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Ribeirão Presidente Vargas;Av. Pres. Vargas, 2265;Jardim Santa Ângela;Ribeirão Preto;SP;Sudeste;14020-525;728400.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Ricardo Jafet;Av. Dr. Ricardo Jafet, 1750;Vila Mariana;São Paulo;SP;Sudeste;04260-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Rio Claro;Avenida Presidente Kennedy, 414;Estadio;Rio Claro;SP;Sudeste;13501-270;208857.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Rio Grande;Avenida Presidente Vargas, 794;Vila Junção;Rio Grande;RS;Sul;96202-188;198958.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Riomar;"Av. República do Líbano, 251
                                             - Shopping RioMar Recife";Pina;Recife;PE;Nordeste;51110-131;1587707.0;;;1453.0;2600054.0;08/10/2025
petz;Petz Rio Verde;Av. Pres. Vargas Q 37, 27;Jardim Pres.;Rio Verde;GO;Centro-Oeste;75908-420;238025.0;;;2098.0;5200050.0;08/10/2025
petz;Petz Rita Maria;Rua Henrique Valgas, 64;Centro;Florianópolis;SC;Sul;88010-220;576361.0;;;2601.0;4200051.0;08/10/2025
petz;Petz Roberto Freire;Avenida Engenheiro Roberto Freire, 20;Capim Macio;Natal;RN;Nordeste;59078-570;785368.0;;;1616.0;2400109.0;08/10/2025
petz;Petz Ruben Bento Alves;Av. Rubem Bento Alves, 3483;Universitário;Caxias do Sul;RS;Sul;95032-440;479256.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Salvador Bonocô;Av. Mario Leal Ferreira, 500;Bonocô;Salvador;BA;Nordeste;40285-600;2568928.0;;;1366.0;2900108.0;08/10/2025
petz;Petz Salvador Paralela;Av. Luís Viana, 2768;Imbuí;Salvador;BA;Nordeste;41720-200;2568928.0;;;1366.0;2900108.0;08/10/2025
petz;Petz Samambaia do Sul;"Quadra 302, S/N
                                             - Conjunto 7";Samambaia do Sul;Brasília;DF;Centro-Oeste;72300-630;2982818.0;;;3444.0;5300108.0;08/10/2025
petz;Petz Santa Bárbara D'Oeste;Av. Corifeu de Azevedo Marques, 1102;Colina;Santa Bárbara d;SP;;13450-088;;;;;;08/10/2025
petz;Petz Santa Cecília;Av. General Olímpio da Silveira, 68;Santa Cecília;São Paulo;SP;Sudeste;01150-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Santa Maria;Av. Hélvio Basso, 1201;Duque de Caxias;Santa Maria;RS;Sul;97070-805;282244.0;;;2608.0;4300034.0;08/10/2025
petz;Petz Santo André;Av. Ramiro Colleoni , 355;Vila Assunção;Santo André;SP;Sudeste;09040-160;778711.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Santo André Dom Pedro;Av. Dom Pedro II, 933;Jardim;Santo André;SP;Sudeste;09080-110;778711.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Santos Dumont;Avenida Santos Dumont, 5650;Cocó;Fortaleza;CE;Nordeste;60192-018;2574412.0;;;1225.0;2300101.0;08/10/2025
petz;Petz Santos Macuco;Rua Dr. Manoel Tourinho, 385;Macuco;Santos;SP;Sudeste;11015-031;429567.0;;;2662.0;3500105.0;08/10/2025
petz;Petz São Bernardo;"Av. Rotary, 825
                                             - junto ao Center Castilho";Centro;São Bernardo do Campo;SP;Sudeste;09721-000;840499.0;;;2662.0;3500105.0;08/10/2025
petz;Petz São Carlos;Av. Francisco Pereira Lopes, 1701;Parque Maria Santa Mônica;São Carlos;SP;Sudeste;13561-250;265294.0;;;2662.0;3500105.0;08/10/2025
petz;Petz São José do Rio Preto;Av. Pres. Juscelino K. Oliveira, 400;Jardim Maracanã;São José do Rio Preto;SP;Sudeste;15092-175;501597.0;;;2662.0;3500105.0;08/10/2025
petz;Petz São Leopoldo;Av. Getúlio Vargas, 1802;Fião;São Leopoldo;RS;Sul;93020-566;225669.0;;;2608.0;4300034.0;08/10/2025
petz;Petz São Luís;Av. Daniel De La Touch, 10240;Vila Vicente Fialho;São Luís;MA;Nordeste;65074-115;1088057.0;;;1077.0;2100055.0;08/10/2025
petz;Petz São Miguel;Av. São Miguel, 7988;Vila Norma;São Paulo;SP;Sudeste;08070-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz São Vicente;Avenida Antônio Emmerick, 23;Vila Cascatinha;São Vicente;SP;Sudeste;11390-001;338407.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Seminário;Av. Nossa Senhora Aparecida, 582;Seminário;Curitiba;PR;Sul;80440-000;1829225.0;;;2482.0;4100103.0;08/10/2025
petz;Petz Serra;Avenida Eldes Scherrer Souza, 1511;Parque Res. Laranjeiras;Serra;ES;Sudeste;29165-680;572274.0;;;2111.0;3200102.0;08/10/2025
petz;Petz Sete Lagoas;Avenida Raquel Teixeira Viana, 983;Canaã;Sete Lagoas;MG;Sudeste;35700-293;237931.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Shopping CenterVale;Av. Deputado Benedito Matarazzo, 9403;Jardim Oswaldo Cruz;São José dos Campos;SP;Sudeste;12215-900;724756.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Shopping Golden Square;Avenida Kennedy, 700;Jardim do Mar;São Bernardo do Campo;SP;Sudeste;09726-252;840499.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Shopping Grande Rio;R. Maria Soares Sendas, 111;Parque Barreto;São João de Meriti;RJ;Sudeste;25575-825;466536.0;;;2490.0;3300100.0;08/10/2025
petz;Petz Shopping Grand Plaza;Av. Industrial, 600;Centro;Santo André;SP;Sudeste;09080-510;778711.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Shopping Itaguaçu;R. Gerôncio Thives, 1079;Barreiros;São José;SC;Sul;88117-292;289949.0;;;2601.0;4200051.0;08/10/2025
petz;Petz Shopping Jockey Plaza;R. Konrad Adenauer, 370;Tarumã;Curitiba;PR;Sul;82821-020;1829225.0;;;2482.0;4100103.0;08/10/2025
petz;Petz Shopping Mauá;Av. Gov. Mario Covas Júnior, 01;Centro;Mauá;SP;Sudeste;09390-040;429380.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Shopping Pantanal;Av. Historiador Rubens de Mendonça, 3.300;Jardim Aclimacao;Cuiabá;MT;Centro-Oeste;78050-250;682932.0;;;2276.0;5100102.0;08/10/2025
petz;Petz Shopping Sul Valparaíso;Q. 1 Valparaíso Shopping, S/N;Parque Esplanada III;Valparaíso de Goiás;GO;Centro-Oeste;72876-902;213506.0;;;2098.0;5200050.0;08/10/2025
petz;Petz Silva Jardim;Rua João Negrão, 1028;Rebouças;Curitiba;PR;Sul;82590-300;1829225.0;;;2482.0;4100103.0;08/10/2025
petz;Petz Silviano Brandão;Av. Silviano Brandão, 2457;Sagrada Família;Belo Horizonte;MG;Sudeste;31015-015;2416339.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Sorocaba;Av. Dom Aguirre, 2121;Santa Rosália;Sorocaba;SP;Sudeste;18035-095;757459.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Sorocaba Tauste;"Avenida General Carneiro, 1120
                                             - Loja 08";Vila Lucy;Sorocaba;SP;Sudeste;18043-003;757459.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Sumaré;Av. da Amizade, 2371;Parque Euclides Miranda;Sumaré;SP;Sudeste;13175-646;289787.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Suzano;Rua Sete de Setembro, 555;Parque Suzano;Suzano;SP;Sudeste;08673-900;318765.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Taboão da Serra;R. do Tesouro, 662;Taboão da Serra;São Paulo;SP;Sudeste;06754-190;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Taguatinga;"Quadra QS 1, Rua 212, S/N
                                             - Lote 11, 13 e 15";Areal (Águas Claras);Brasília;DF;Centro-Oeste;71950-550;2982818.0;;;3444.0;5300108.0;08/10/2025
petz;Petz Tamboré;"Alameda Araguaia, 2179
                                             - Parte A,junto a Kalunga";Tamboré;Barueri;SP;Sudeste;06455-000;330339.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Tatuí;Rua São Bento, 287;Centro;Tatuí;SP;Sudeste;18270-820;128560.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Tauste Campinas;Av. dos Imbês, 52;Alphaville Dom Pedro;Campinas;SP;Sudeste;13097-172;1185977.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Teodoro Sampaio;Rua Teodoro Sampaio, 1424;Pinheiros;São Paulo;SP;Sudeste;05406-100;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Teotônio Vilela;Av. Senador Teotônio Vilela ,  4482;Vila Sao Jose;São Paulo;SP;Sudeste;04864-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Teresina;Av. João XXIII, 1176;Noivos;Teresina;PI;Nordeste;64049-010;902644.0;;;1350.0;2200053.0;08/10/2025
petz;Petz Torquato Tapajós;Av. Torquato Tapajós, 313;Flores;Manaus;AM;Norte;69048-660;2279686.0;;;1238.0;1300029.0;08/10/2025
petz;Petz Torres;Av. Com. Franco, 2958;Guabirotuba;Curitiba;PR;Sul;81520-000;1829225.0;;;2482.0;4100103.0;08/10/2025
petz;Petz Trimais;"Av. Tucuruvi, 220
                                             - Shopping Trimais";Tucuruvi;São Paulo;SP;Sudeste;02305-002;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Uberaba;Av. Leopoldino de Oliveira, 4001;Estados Unidos;Uberaba;MG;Sudeste;38010-000;354142.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Uberlândia;Av. Rondon Pacheco, 505;Tabajaras;Uberlândia;MG;Sudeste;38400-242;754954.0;;;2001.0;3100104.0;08/10/2025
petz;Petz Várzea Grande;Av. João Ponce de Arruda, 1096;Centro Norte;Várzea Grande;MT;Centro-Oeste;78030-485;314627.0;;;2276.0;5100102.0;08/10/2025
petz;Petz Vicente Rao;Av. Professor Vicente Rao, 1700;Jardim Petropolis;São Paulo;SP;Sudeste;04636-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Vila Galvão;R. Maria Primo de Jesus, 47;Vila Galvão;Guarulhos;SP;Sudeste;07056-040;1345364.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Vila Isabel;Rua Teodoro da Silva, 668;Vila Isabel;Rio de Janeiro;RJ;Sudeste;20560-025;6729894.0;;;2490.0;3300100.0;08/10/2025
petz;Petz Vila Mariana;Rua Vergueiro, 2604;Vila Mariana;São Paulo;SP;Sudeste;04102-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Vila Matilde;Avenida Conde de Frontin, 2416;Tatuapé;São Paulo;SP;Sudeste;03501-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Vila Velha;Rodovia do Sol, 256;Itapuã;Vila Velha;ES;Sudeste;29102-320;502899.0;;;2111.0;3200102.0;08/10/2025
petz;Petz Vitória;Av. Nossa Senhora da Penha, 1819;Santa Lucia;Vitória;ES;Sudeste;29056-075;342800.0;;;2111.0;3200102.0;08/10/2025
petz;Petz Vitória da Conquista;Av. Olivia Flores, 973;Candeias;Vitória da Conquista;BA;Nordeste;45028-610;394024.0;;;1366.0;2900108.0;08/10/2025
petz;Petz Washington Luís;Av. Washington Luís, 2737;Brooklin;São Paulo;SP;Sudeste;04662-003;11895578.0;;;2662.0;3500105.0;08/10/2025
petz;Petz Washington Soares;Av. Washington Soares, 2300;Edson Queiroz;Fortaleza;CE;Nordeste;60810-350;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Cobasi Getúlio Vargas - Osasco;Avenida Getúlio Vargas;;Osasco;SP;Sudeste;;756952.0;;;2662.0;3500105.0;08/10/2025
cobasi;Cobasi Jandira Mall;Rua Manoel Alves Garcia;;Jandira;SP;Sudeste;;121988.0;;;2662.0;3500105.0;08/10/2025
cobasi;Cobasi João Pessoa;Rua Bacharel José de Oliveira Curchatuz;;João Pessoa;PB;Nordeste;;888679.0;;;1401.0;2500106.0;08/10/2025
cobasi;Cobasi Marília Esmeralda;Avenida das Esmeraldas;;Marília;SP;Sudeste;;246627.0;;;2662.0;3500105.0;08/10/2025
cobasi;Cobasi Presidente Prudente;Avenida Onze de Maio;;Presidente Prudente;SP;Sudeste;;234083.0;;;2662.0;3500105.0;08/10/2025
cobasi;Cobasi Riviera de São Lourenço;Rua Aprovada 239;;Bertioga;SP;Sudeste;;66873.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Alphaville;Rua Alameda Rio Negro;;Barueri;SP;Sudeste;06454-000;330339.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Alto da Boa Vista;Avenida Santo Amaro;;São Paulo;SP;Sudeste;04702-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Alto de Pinheiros;Rua General Furtado Nascimento;;São Paulo;SP;Sudeste;05465-070;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Americana;Avenida Brasil;;Americana;SP;Sudeste;13468-000;246655.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Andradas;Avenida dos Andradas;;Belo Horizonte;MG;Sudeste;30280-020;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Aracaju Rio Mar;Avenida Delmiro Gouveia;;Aracaju;SE;Nordeste;49035-500;628849.0;;;1473.0;2800100.0;08/10/2025
cobasi;Pet Shop Cobasi Araraquara;Shopping Jaraguá - Av. Alberto Benassi;;Araraquara;SP;Sudeste;14804-300;252318.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Araraquara Savegnago;Rua Maurício Gali;;Araraquara;SP;Sudeste;;252318.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Araçatuba;Rua Luiz Pereira Barreto;;Araçatuba;SP;Sudeste;16015-445;207775.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Assai Anhanguera;Rua Samuel Klabin;;São Paulo;SP;Sudeste;05077-903;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Assaí Interlagos;Avenida Sargento Geraldo Santana;;São Paulo;SP;Sudeste;04674-225;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Assaí Marginal Tietê;Avenida Condessa Elisabeth de Robiano;;São Paulo;SP;Sudeste;03704-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Atibaia;Rua Pref. Takao Ono;;Atibaia;SP;Sudeste;12940-750;166043.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Atibaia II;Av. Brigadeiro José Vicente Faria Lima;;Atibaia;SP;Sudeste;12940-284;166043.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Atlântica;Av. Atlântica;;São Paulo;SP;Sudeste;04772-005;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Augusta;Rua Augusta;;São Paulo;SP;Sudeste;01412-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Av. Jundiaí;Avenida Jundiaí;;Jundiaí;SP;Sudeste;13208-051;460313.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Av. Morumbi;Avenida Morumbi;;São Paulo;SP;Sudeste;05606-200;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Avenida São Miguel;Avenida São Miguel;;São Paulo;SP;Sudeste;08070-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi BH Belvedere;Rua Maria Luiza Santiago;;Belo Horizonte;MG;Sudeste;30360-740;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi BH Castelo;Avenida Heraclito Mourao de Miranda;;Belo Horizonte;MG;Sudeste;30840-032;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi BH Contorno;Avenida do Contorno;;Belo Horizonte;MG;Sudeste;30110-017;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi BH Del Rey;Av. Presidente Carlos Luz;;Belo Horizonte;MG;Sudeste;31250-010;2416339.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Barra Carrefour;Avenida das Américas;;Rio de Janeiro;RJ;Sudeste;22640-102;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Barra Guanabara;Avenida das Américas;;Rio de Janeiro;RJ;Sudeste;22631-003;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Barra Sul;Av. Diário de Notícias;;Porto Alegre;RS;Sul;90810-080;1389322.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Barreiros;Avenida Leoberto Leal;;São José;SC;Sul;88117-001;289949.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Barretos;Av. Engenheiro Necker Carvalho de Camargo;;Barretos;SP;Sudeste;14783-085;126600.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Bauru;Rua São Gonçalo;;Bauru;SP;Sudeste;17012-170;391740.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Belém Bosque Grão Pará;Avenida Centenário;;Belém;PA;Norte;66640-840;1398531.0;;;1344.0;1500107.0;08/10/2025
cobasi;Pet Shop Cobasi Birigui;Avenida Euclides Miragaia;;Birigui;SP;Sudeste;16204-000;122988.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Blumenau Neumarkt;Rua Sete de Setembro;;Blumenau;SC;Sul;89010-201;380597.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Blumenau Norte Shopping;Rodovia BR 470;;Blumenau;SC;Sul;89065-800;380597.0;;;2601.0;4200051.0;08/10/2025
cobasi;Pet Shop Cobasi Botafogo;Rua Voluntários da Pátria;;Rio de Janeiro;RJ;Sudeste;;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Botucatu Mall;Avenida Professor José Pedretti Neto;;Botucatu;SP;Sudeste;18606-125;150442.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Bragança Paulista;Av. Alpheu Grimello (Loja 01);;Bragança Paulista;SP;Sudeste;12916-010;184634.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Bragança Paulista - Av. dos Imigrantes;Avenida dos Imigrantes;;Bragança Paulista;SP;Sudeste;12802-000;184634.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Brasilia Venancio;SCS Quadra 8 Bloco B;;Brasília;DF;Centro-Oeste;70333-900;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Brasília Asa Norte;Edificio Carlton Center Sepn;;Brasília;DF;Centro-Oeste;70770-525;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Brasília CasaPark;SGCV Sul Shopping Casa Park;;Brasília;DF;Centro-Oeste;71215-900;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Brasília Pistão Sul;Quadra Setor D Sul;;Brasília;DF;Centro-Oeste;72020-111;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Cobasi Brasília Sia;Rua Sia Trecho;;Brasília;DF;Centro-Oeste;71200-020;2982818.0;;;3444.0;5300108.0;08/10/2025
