empresa;nome;logradouro;bairro;cidade;estado;regiao;cep;populacao;latitude;longitude;renda_domiciliar_per_capita;cidade_cod_ibge;data_extracao
cobasi;Pet Shop Cobasi Sorocaba Av. São Paulo;Rua Antonio Fernandes;;Sorocaba;SP;Sudeste;;757459.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sorocaba Itavuvu;Av. Itavuvu;;Sorocaba;SP;Sudeste;18076-005;757459.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sorocaba Pannunzio;Av. Dr. Armando Pannunzio;;Sorocaba;SP;Sudeste;18050-000;757459.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sorocaba Panorâmico;Rodovia Raposo Tavares;;Sorocaba;SP;Sudeste;18030-005;757459.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sumaré;Av. Sumaré;;São Paulo;SP;Sudeste;05016-090;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Sumaré ParkCity Shopping;Av. Rebouças;;Sumaré;SP;Sudeste;13171-065;289787.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São Bernardo Jurubatuba;Rua Jurubatuba;;São Bernardo do Campo;SP;Sudeste;09725-001;840499.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São Caetano;Alameda Caulim;;São Caetano do Sul;SP;Sudeste;09530-200;172109.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São Carlos;Rua Passeio dos Flamboyants;;São Carlos;SP;Sudeste;13561-352;265294.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Falavina;Av. Domingos Falavina;;São José do Rio Preto;SP;Sudeste;15046-265;501597.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José do Rio Preto Iguatemi;Av. Juscelino Kubitschek;;São José do Rio Preto;SP;Sudeste;15093-340;501597.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José dos Campos;Av. Dep. Benedito Matarazzo;;São José dos Campos;SP;Sudeste;12246-840;724756.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Jardim Oriente;Shopping Jd. Oriente - Rua Andorra;;São José dos Campos;SP;Sudeste;12235-050;724756.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José dos Campos Nelson D'Ávila;Av. Dr. Nelson D´Ávila;;São José dos Campos;SP;Sudeste;12245-030;724756.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São José dos Pinhais Av. Torres;Av. Torres;;São José dos Pinhais;PR;Sul;83005-450;345644.0;;;2482.0;4100103.0;08/10/2025
cobasi;Pet Shop Cobasi São Judas;Av. Jabaquara;;São Paulo;SP;Sudeste;04045-003;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi São Vicente;Avenida Presidente Wilson;;São Vicente;SP;Sudeste;11320-001;338407.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Tamboré;Alameda Araguaia;;Barueri;SP;Sudeste;06455-000;330339.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Tatuapé;Rua Visconde de Itaboraí;;São Paulo;SP;Sudeste;03308-050;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Taubaté;Av Dom Pedro I;;Taubaté;SP;Sudeste;12081-810;321298.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Taubaté II;Avenida Charles Schnneider;;Taubaté;SP;Sudeste;12040-000;321298.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Teodoro Sampaio;Rua Teodoro Sampaio;;São Paulo;SP;Sudeste;05418-020;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Teotônio Vilela;Avenida Senador Teotônio Vilela;;São Paulo;SP;Sudeste;04833-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Tutoia;R. Tutóia;;São Paulo;SP;Sudeste;04007-002;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Uberaba;Av. Santos Dumont;;Uberaba;MG;Sudeste;38050-590;354142.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Uberlândia;Av Rondon Pacheco;;Uberlândia;MG;Sudeste;38400-242;754954.0;;;2001.0;3100104.0;08/10/2025
cobasi;Pet Shop Cobasi Valinhos;Rua Luiz Spiandorelli Neto;;Valinhos;SP;Sudeste;13271-570;131277.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Via Parque Shopping;Avenida Ayrton Senna;;Rio de Janeiro;RJ;Sudeste;22775-904;6729894.0;;;2490.0;3300100.0;08/10/2025
cobasi;Pet Shop Cobasi Viamão;Rodovia Tapir Rocha;;Viamão;RS;Sul;94440-000;232113.0;;;2608.0;4300034.0;08/10/2025
cobasi;Pet Shop Cobasi Vila Velha;Shopping Vila Velha – Av. Luciano das Neves;;Vila Velha;ES;Sudeste;29107-900;502899.0;;;2111.0;3200102.0;08/10/2025
cobasi;Pet Shop Cobasi Villa Lobos;Rua Manoel Velasco;;São Paulo;SP;Sudeste;05319-010;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Vinhedo;Estrada da Boiada;;Vinhedo;SP;Sudeste;13289-020;79235.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Várzea Grande;Avenida Presidente Arthur Bernardes;;Varzea Grande;MT;Centro-Oeste;78125-100;314627.0;;;2276.0;5100102.0;08/10/2025
cobasi;Pet Shop Cobasi Água Branca;Avenida Francisco Matarazzo;;São Paulo;SP;Sudeste;05001-000;11895578.0;;;2662.0;3500105.0;08/10/2025
cobasi;Pet Shop Cobasi Águas Claras;Avenida Sibipiruna;;Brasília;DF;Centro-Oeste;71928-720;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Aldeota;Av. Senador Virgílio Távora;;Fortaleza;CE;Nordeste;60170-078;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Batista Campos;Travessa São Pedro;;Belém;PA;Norte;66023-570;1398531.0;;;1344.0;1500107.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Brasília Águas Claras;Rua 35 Norte;;Brasília;DF;Centro-Oeste;71919-000;2982818.0;;;3444.0;5300108.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Eusébio;Av. Eusébio de Queiroz;;Eusébio;CE;Nordeste;61765-070;80304.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Fortaleza Washington Soares;Avenida Washington Soares;;Fortaleza;CE;Nordeste;60810-350;2574412.0;;;1225.0;2300101.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Goiânia Oeste;Avenida Assis Chateaubriand;;Goiânia;GO;Centro-Oeste;74140-020;1494599.0;;;2098.0;5200050.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Manaíra Shopping;Av. Governador Flávio Ribeiro Coutinho;;Cabedelo;PB;Nordeste;58102-835;70067.0;;;1401.0;2500106.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Graça;Av. Euclydes da Cunha;;Salvador;BA;Nordeste;40150-120;2568928.0;;;1366.0;2900108.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Salvador Shopping;Avenida Tancredo Neves;;Salvador;BA;Nordeste;41820-910;2568928.0;;;1366.0;2900108.0;08/10/2025
cobasi;Pet Shop Mundo Pet Cobasi Tirol Natal;Av. Prudente de Morais;;Natal;RN;Nordeste;59020-510;785368.0;;;1616.0;2400109.0;08/10/2025
cobasi;Pet&Fácil Washington Luis;Av. Washington Luis;;São Paulo;SP;Sudeste;04627-002;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Lins;Rua Dom Bosco;Vila Alta;Lins;SP;Sudeste;16400-505;76729.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Gumercindo;Rua Tupanaci;Vila Gumercindo;São Paulo;SP;Sudeste;04131-020;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Textil;;;São Paulo;SP;Sudeste;03422-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Menino Deus;Avenida Getúlio Vargas;Menino Deus;Porto Alegre;RS;Sul;90150-002;1389322.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Arvoredo;Avenida Princesa Isabel;Parque Recreio;Contagem;MG;Sudeste;32110-000;649975.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Lajeado;Avenida Benjamin Constant;Centro;Lajeado;RS;Sul;95900-056;96651.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Ipiranga;Rua Bom Pastor;Ipiranga;São Paulo;SP;Sudeste;04203-052;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Chácara Santo Antônio;Rua Cancioneiro Popular;Santo Amaro;São Paulo;SP;Sudeste;04710-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Limeira;Rua Sete de Setembro;Centro;Limeira;SP;Sudeste;13480-150;300728.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Mascote;Avenida Mascote;Vila Mascote;São Paulo;SP;Sudeste;04363-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Tude Bastos;Avenida Irmãos Adorno;Sítio do Campo;Praia Grande;SP;Sudeste;11725-320;365577.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Araçatuba;Rua Sarjob Mendes;Icaray;Araçatuba;SP;Sudeste;16020-360;207775.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Grageru;Avenida Ministro Geraldo Barreto Sobral;Grageru;Aracaju;SE;Nordeste;49027-255;628849.0;;;1473.0;2800100.0;08/10/2025
petland;Petland Aliança;Rua Bom Pastor;Ipiranga;São Paulo;SP;Sudeste;04203-052;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Outlet Premium Imigrantes;Estrada da Cama Patente;Alvarenga;São Bernardo do Campo;SP;Sudeste;09842-100;840499.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila A;Avenida Engenheiro Hildemar Leite França;Vila Residencial A;Foz do Iguaçu;PR;Sul;85860-320;295500.0;;;2482.0;4100103.0;08/10/2025
petland;Petland Tapejara;;;Tapejara;RS;Sul;99950-000;25201.0;;;2608.0;4300034.0;08/10/2025
petland;Petland  São Mateus;Avenida Presidente Itamar Franco;São Mateus;Juiz de Fora;MG;Sudeste;36016-321;565764.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Rio Branco;Avenida Doutor Ulysses Guimarães;Vila Nogueira;Diadema;SP;Sudeste;09990-080;404118.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Parque São Lucas;Rua Francisco Fett;Vila Paulo Silas;São Paulo;SP;Sudeste;03264-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Novo Eldorado;Avenida Doutor Cincinato Cajado Braga;Novo Eldorado;Contagem;MG;Sudeste;32341-310;649975.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Mexicão;Avenida Capitão-mor Aguiar;Centro;São Vicente;SP;Sudeste;11310-201;338407.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Marco Belém;Avenida Rômulo Maiorana;Marco;Belém;PA;Norte;66093-672;1398531.0;;;1344.0;1500107.0;08/10/2025
petland;Petland Jardim das Flores;Rua Osório Duque Estrada;Pestana;Osasco;SP;Sudeste;06122-000;756952.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Horto Florestal;Rua Izidro Roque da Silva Telo;Horto Florestal;Sorocaba;SP;Sudeste;18074-745;757459.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Parque dos Anjos;Avenida Antônio Gomes Correa;Parque dos Anjos;Gravataí;RS;Sul;94190-300;275294.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Mongaguá;;;Mongaguá;SP;Sudeste;11730-000;64519.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Campo Bom;;;Campo Bom;RS;Sul;93700-000;64704.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Brasílio Mall;Rua Brasílio Machado;Centro;São Bernardo do Campo;SP;Sudeste;09715-140;840499.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Bom Fim;Praça da Alfândega;Centro Histórico;Porto Alegre;RS;Sul;90010-150;1389322.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Avenida T1;Avenida T 1;Setor Bueno;Goiânia;GO;Centro-Oeste;74210-025;1494599.0;;;2098.0;5200050.0;08/10/2025
petland;Petland Enseada;Avenida Dom Pedro I;Enseada;Guarujá;SP;Sudeste;11440-000;294973.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vinhais;Rua do Arame;Vinhais;São Luís;MA;Nordeste;65074-380;1088057.0;;;1077.0;2100055.0;08/10/2025
petland;Petland Vila São Francisco;Avenida Martin Luther King;Cidade São Francisco;São Paulo;SP;Sudeste;05352-020;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Mirim;Rua Primeiro de Maio;Mirim;Praia Grande;SP;Sudeste;11704-710;365577.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Madalena;Rua Natingui;Vila Madalena;São Paulo;SP;Sudeste;05443-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Presidente Prudente;Rua Álvares Machado;Vila Euclides;Presidente Prudente;SP;Sudeste;19015-450;234083.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Varginha;Avenida Francisco Navarra;Centro;Varginha;MG;Sudeste;37006-003;142802.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Unaí;Rua Eli Pinto de Carvalho;Cruzeiro;Unaí;MG;Sudeste;38616-010;90724.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Tirol;Avenida Hermes da Fonseca;Tirol;Natal;RN;Nordeste;59020-315;785368.0;;;1616.0;2400109.0;08/10/2025
petland;Petland São Caetano do Sul;Rua Rafael Correa Sampaio;Santa Paula;São Caetano do Sul;SP;Sudeste;09541-250;172109.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Santos Dumont;;;Santos Dumont;MG;Sudeste;36240-000;43392.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Santo Antônio;Rua das Magnólias;Jardim Primavera;Guarujá;SP;Sudeste;11432-320;294973.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Saboo;Rua Flaminio Levy;Saboó;Santos;SP;Sudeste;11085-080;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Presidente Venceslau;;;Presidente Venceslau;SP;Sudeste;19400-000;35902.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Presidente Vargas;;;Presidente Venceslau;SP;Sudeste;19400-000;35902.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Petrópolis;Avenida Protásio Alves;Petrópolis;Porto Alegre;RS;Sul;90410-003;1389322.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Ilhabela;;;Ilhabela;SP;Sudeste;11630-000;36329.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Perdizes;Rua Apinajés;Perdizes;São Paulo;SP;Sudeste;05017-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Península;Avenida São Marcos;São Marcos;São Luís;MA;Nordeste;65077-310;1088057.0;;;1077.0;2100055.0;08/10/2025
petland;Petland Pedro Marques;Rua Pedro Marques;Centro;Itapetininga;SP;Sudeste;18200-270;163774.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Santana Pedro Doll;Rua Pedro Doll;Santana;São Paulo;SP;Sudeste;02404-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Paulista;Rua Bela Cintra;Consolação;São Paulo;SP;Sudeste;01415-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Parque das Américas;Rua Bolívia;Parque das Américas;Mauá;SP;Sudeste;09350-636;429380.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Papini;;;São Paulo;SP;Sudeste;04805-110;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Nicomedes;Avenida Nicomedes Alves dos Santos;Morada da Colina;Uberlândia;MG;Sudeste;38411-106;754954.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Nebraska;Rua Nebraska;Brooklin Novo;São Paulo;SP;Sudeste;04560-010;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Matozinhos;Avenida Tomé Portes Del Rei;Vila Santo Antônio (Matozinhos);São João Del Rei;MG;Sudeste;36305-058;94062.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Pinheiros – Mateus Grou;Rua Mateus Grou;Pinheiros;São Paulo;SP;Sudeste;05415-050;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland José Menino;Rua Rei Jorge VI;José Menino;Santos;SP;Sudeste;11065-310;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jasmim;Rua Jasmim;Chácara Primavera;Campinas;SP;Sudeste;13087-460;1185977.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jardim dos Colibris;Avenida Josué Ferreira da Silva;Jardim dos Colibris;Indaiatuba;SP;Sudeste;13349-125;267796.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Janga;Avenida Doutor Cláudio José Gueiros Leite;Janga;Paulista;PE;Nordeste;53437-000;362960.0;;;1453.0;2600054.0;08/10/2025
petland;Petland Jaguaribe;Avenida Flora;Bussocaba;Osasco;SP;Sudeste;06053-130;756952.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jaboticabeiras;Praça Marta de Miranda de El Rei;Padre Cursino;Taubaté;SP;Sudeste;12030-760;321298.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Independência;Avenida Independência;Independência;Taubaté;SP;Sudeste;12031-000;321298.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Higienópolis;Praça Vilaboim;Higienópolis;São Paulo;SP;Sudeste;01241-010;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Guaianazes Otelo;Rua Otelo Augusto Ribeiro;Guaianazes;São Paulo;SP;Sudeste;08412-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jaú;Rua General Isidoro;Chácara Braz Miraglia;Jaú;SP;Sudeste;17207-270;137323.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Garcia;;;Aracaju;SE;Nordeste;49025-330;628849.0;;;1473.0;2800100.0;08/10/2025
petland;Petland Formiga;Avenida Doutor Henrique Braga;Centro;Formiga;MG;Sudeste;35570-030;70668.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Santa Rosa;Avenida Expedicionário Weber;Central;Santa Rosa;RS;Sul;98787-000;79395.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Dom Nery;Rua Dom Nery;Vila Embaré;Valinhos;SP;Sudeste;13271-170;131277.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Dom Joaquim;Avenida Dom Joaquim;Centro;Pelotas;RS;Sul;96020-260;336131.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Dom Bosco;Avenida Brigadeiro Eduardo Gomes;Dom Bosco;Belo Horizonte;MG;Sudeste;30850-222;2416339.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Cupecê;Avenida Cupecê;Jardim Prudência;São Paulo;SP;Sudeste;04365-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Cidade Nova;Rua Armando Salles de Oliveira;Vila Todos os Santos;Indaiatuba;SP;Sudeste;13330-585;267796.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Bento Gonçalves;Rua Olavo Bilac;Cidade Alta;Bento Gonçalves;RS;Sul;95700-362;127775.0;;;2608.0;4300034.0;08/10/2025
petland;Petland Canal 3;Avenida Washington Luís;Gonzaga;Santos;SP;Sudeste;11055-000;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Campo Belo;Rua Conde de Porto Alegre;Campo Belo;São Paulo;SP;Sudeste;04608-002;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Cambuí;Rua dos Bandeirantes;Cambuí;Campinas;SP;Sudeste;13024-010;1185977.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Botucatu;Avenida Doutor Vital Brasil;Vila São Lúcio;Botucatu;SP;Sudeste;18603-193;150442.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Bom Retiro;Rua Olga Assunção;Novo Horizonte;Betim;MG;Sudeste;32606-016;429236.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Benjamin Constant;Avenida Benjamin Constant;Floresta;Porto Alegre;RS;Sul;90550-005;1389322.0;;;2608.0;4300034.0;08/10/2025
petland;Petland 13 de Julho;;;Aracaju;SE;Nordeste;49025-630;628849.0;;;1473.0;2800100.0;08/10/2025
petland;Petland Batatais;;;Batatais;SP;Sudeste;14300-000;59873.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Barra Muriaé;Rua Gil Moreira;Barra;Muriaé;MG;Sudeste;36884-112;108161.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Avenida Brasil;Avenida Brasil;Vila Itapura;Campinas;SP;Sudeste;13023-075;1185977.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Araguaína;Rua Vinte e Cinco de Dezembro;Setor Central;Araguaína;TO;Norte;77804-030;181493.0;;;1737.0;1700251.0;08/10/2025
petland;Petland Anália Franco;Rua Professor João de Oliveira Torres;Jardim Anália Franco;São Paulo;SP;Sudeste;03337-010;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Aclimação;Avenida da Aclimação;Aclimação;São Paulo;SP;Sudeste;01531-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland 5 de novembro;Avenida 5 de Novembro;Vila Nastri;Itapetininga;SP;Sudeste;18207-320;163774.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Mariana;Avenida Conselheiro Rodrigues Alves;Vila Mariana;São Paulo;SP;Sudeste;04014-011;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Vila Clementino;Rua Luís Góis;Mirandópolis;São Paulo;SP;Sudeste;04043-350;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Turu;Avenida São Luís Rei de França;Turu;São Luís;MA;Nordeste;65065-470;1088057.0;;;1077.0;2100055.0;08/10/2025
petland;Petland Tatuapé;Rua Azevedo Soares;Vila Gomes Cardim;São Paulo;SP;Sudeste;03322-002;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Sinop;Avenida das Itaúbas;Setor Comercial;Sinop;MT;Centro-Oeste;78550-196;216029.0;;;2276.0;5100102.0;08/10/2025
petland;Petland Rudge Ramos;Avenida Caminho do Mar;Rudge Ramos;São Bernardo do Campo;SP;Sudeste;09609-000;840499.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Rio Madeira;Avenida Prefeito Chiquilito Erse;Embratel;Porto Velho;RO;Norte;76820-763;514873.0;;;1717.0;1100015.0;08/10/2025
petland;Petland Renascença;Avenida Jornalista Miércio Jorge;Jardim Renascença;São Luís;MA;Nordeste;65075-675;1088057.0;;;1077.0;2100055.0;08/10/2025
petland;Petland Canal 6;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;Sudeste;11045-301;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Pompéia;Rua Euclides da Cunha;Pompéia;Santos;SP;Sudeste;11065-101;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Pedreira;;;Pedreira;SP;Sudeste;13920-000;44332.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Passos;Praça Geraldo da Silva Maia;Centro;Passos;MG;Sudeste;37900-096;116530.0;;;2001.0;3100104.0;08/10/2025
petland;Petland Parque Pinheiros;Rua Doutor Mário Augusto Pereira;Jardim São Paulo;Taboão da Serra;SP;Sudeste;06767-330;284274.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Oficinas;;;Ponta Grossa;PR;Sul;84045-959;372562.0;;;2482.0;4100103.0;08/10/2025
petland;Petland Mooca;Avenida Paes de Barros;Mooca;São Paulo;SP;Sudeste;03114-000;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Moema Pássaros;Avenida Pavão;Indianópolis;São Paulo;SP;Sudeste;04516-012;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Moema Índios;Alameda dos Nhambiquaras;Indianópolis;São Paulo;SP;Sudeste;04090-011;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Marapé;Rua Godofredo Fraga;Marapé;Santos;SP;Sudeste;11070-400;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Praia Grande Mallet;Avenida Marechal Mallet;Canto do Forte;Praia Grande;SP;Sudeste;11700-405;365577.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Mackenzie Mall;Avenida Tucunaré;Tamboré;Barueri;SP;Sudeste;06460-020;330339.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jóquei Clube;Avenida Jóquei Clube;Jóquei;Teresina;PI;Nordeste;64049-240;902644.0;;;1350.0;2200053.0;08/10/2025
petland;Petland João Fiúsa;Avenida Professor João Fiúsa;Jardim Botânico;Ribeirão Preto;SP;Sudeste;14024-250;728400.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jardins;Rua Bela Cintra;Consolação;São Paulo;SP;Sudeste;01415-001;11895578.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Jaguaríuna;Avenida Antonio Pinto Catão;Loteamento Capotuna;Jaguariúna;SP;Sudeste;13912-180;61801.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Itararé;Avenida Presidente Wilson;Itararé;São Vicente;SP;Sudeste;11320-001;338407.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Homero;Avenida Homero Castelo Branco;Planalto;Teresina;PI;Nordeste;64050-010;902644.0;;;1350.0;2200053.0;08/10/2025
petland;Petland Guilhermina;Avenida Presidente Kennedy;Guilhermina;Praia Grande;SP;Sudeste;11702-205;365577.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Graça;Rua da Graça;Graça;Salvador;BA;Nordeste;40150-055;2568928.0;;;1366.0;2900108.0;08/10/2025
petland;Petland Embaré;Avenida Doutor Epitácio Pessoa;Boqueirão;Santos;SP;Sudeste;11045-300;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Canal 2;Avenida Doutor Bernardino de Campos;Campo Grande;Santos;SP;Sudeste;11065-003;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Canal 1;Avenida Senador Pinheiro Machado;Marapé;Santos;SP;Sudeste;11075-001;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Campolim;Avenida Antônio Carlos Comitre;Parque Campolim;Sorocaba;SP;Sudeste;18047-620;757459.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Boqueirão;Rua Bento de Abreu;Boqueirão;Santos;SP;Sudeste;11045-140;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Batel;Rua Comendador Araújo;Centro;Curitiba;PR;Sul;80420-000;1829225.0;;;2482.0;4100103.0;08/10/2025
petland;Petland Aparecida;Rua Alexandre Martins;Aparecida;Santos;SP;Sudeste;11025-201;429567.0;;;2662.0;3500105.0;08/10/2025
petland;Petland Alphaville;Avenida Yojiro Takaoka;Alphaville;Santana de Parnaíba;SP;Sudeste;06541-038;162341.0;;;2662.0;3500105.0;08/10/2025
